Annotation Cluster 1	Enrichment Score: 13.329835399177954
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_FAT	GO:0050877~neurological system process	17	47.22222222222222	1.948749907393502E-15	OR5R1, OR5D14, OR5J2, OR5L1, OR5L2, OR4B1, OR5D18, OR4S1, OR4C3, OR8K1, OR4X1, OR4X2, OR8K5, OR8K3, OR4A15, OR4A16, OR4C45	19	1210	13528	10.003305785123967	5.795364188543317E-14	9.658940314238862E-15	1.687538997430238E-12
PIR_SUPERFAMILY	PIRSF800006:rhodopsin-like G protein-coupled receptors	16	44.44444444444444	4.0912700253163544E-15	OR5R1, OR5D14, OR5J2, OR5L1, OR5L2, OR4B1, OR5D18, OR4S1, OR4C3, OR8K1, OR4X1, OR4X2, OR8K5, OR8K3, OR4A15, OR4A16	17	686	7396	10.14714457211456	1.2323475573339238E-14	6.217248937900877E-15	1.2878587085651816E-12
GOTERM_BP_FAT	GO:0007166~cell surface receptor linked signal transduction	18	50.0	3.177459810885017E-14	PTPRJ, OR5R1, OR5D14, OR5J2, OR5L1, OR5L2, OR4B1, OR5D18, OR4S1, OR4C3, OR8K1, OR4X1, OR4X2, OR8K5, OR8K3, OR4A15, OR4A16, OR4C45	19	1856	13528	6.905172413793102	9.208189766241048E-13	1.3156142841808105E-13	2.681188604469753E-11
UP_SEQ_FEATURE	topological domain:Extracellular	17	47.22222222222222	3.114316346667437E-12	PTPRJ, OR5R1, OR5D14, OR5J2, OR5L1, OR5L2, OR4B1, OR5D18, OR4S1, OR4C3, OR8K1, OR4X1, OR4X2, OR8K5, OR8K3, OR4A15, OR4A16	19	2719	19113	6.289483362691392	1.5882861692517736E-10	1.5882861692517736E-10	3.01274560854381E-9
SP_PIR_KEYWORDS	cell membrane	16	44.44444444444444	4.018440856443114E-12	OR5R1, OR5D14, OR5J2, OR5L1, OR5L2, OR4B1, OR5D18, OR4S1, OR4C3, OR8K1, OR4X1, OR4X2, OR8K5, OR8K3, OR4A15, OR4A16	19	2194	19235	7.382814374130403	9.64428537031381E-11	1.6073808950523016E-11	3.2235436542293883E-9
UP_SEQ_FEATURE	topological domain:Cytoplasmic	17	47.22222222222222	9.20282071325158E-11	PTPRJ, OR5R1, OR5D14, OR5J2, OR5L1, OR5L2, OR4B1, OR5D18, OR4S1, OR4C3, OR8K1, OR4X1, OR4X2, OR8K5, OR8K3, OR4A15, OR4A16	19	3374	19113	5.068495928618226	4.69343630626895E-9	2.346718153134475E-9	8.902772963281791E-8
UP_SEQ_FEATURE	transmembrane region	18	50.0	1.2395509007294294E-9	PTPRJ, OR5R1, OR5D14, OR5J2, OR5L1, OR5L2, OR4B1, OR5D18, OR4S1, LRRC4C, OR4C3, OR8K1, OR4X1, OR4X2, OR8K5, OR8K3, OR4A15, OR4A16	19	4911	19113	3.687039835385654	6.321709422607569E-8	2.107236518611444E-8	1.1991372894648578E-6
SP_PIR_KEYWORDS	transmembrane	18	50.0	1.3746022918341556E-9	PTPRJ, OR5R1, OR5D14, OR5J2, OR5L1, OR5L2, OR4B1, OR5D18, OR4S1, LRRC4C, OR4C3, OR8K1, OR4X1, OR4X2, OR8K5, OR8K3, OR4A15, OR4A16	19	4973	19235	3.664313609279583	3.2990455145487374E-8	4.712922274663356E-9	1.102687197107599E-6
UP_SEQ_FEATURE	disulfide bond	15	41.66666666666667	3.8075303062552565E-9	OR5R1, OR5J2, OR5L1, OR5L2, OR4B1, OR5D18, OR4S1, LRRC4C, OR4C3, OR4X1, OR4X2, OR8K5, OR8K3, OR4A15, OR4A16	19	2819	19113	5.352681988760479	1.941840264141348E-7	4.8546010100736225E-8	3.683391669451197E-6
SP_PIR_KEYWORDS	disulfide bond	15	41.66666666666667	5.705431175008157E-9	OR5R1, OR5J2, OR5L1, OR5L2, OR4B1, OR5D18, OR4S1, LRRC4C, OR4C3, OR4X1, OR4X2, OR8K5, OR8K3, OR4A15, OR4A16	19	2924	19235	5.193408452732378	1.3693033806827515E-7	1.7116293271612903E-8	4.576818801727001E-6
GOTERM_CC_FAT	GO:0005886~plasma membrane	18	50.0	1.2646658733258146E-8	PTPRJ, OR5R1, OR5D14, OR5J2, OR5L1, OR5L2, OR4B1, OR5D18, OR4S1, OR4C3, OR8K1, OR4X1, OR4X2, OR8K5, OR8K3, OR4A15, OR4A16, OR4C45	19	3777	12782	3.2060532586430335	8.852660771108134E-8	8.852660771108134E-8	6.519785877845408E-6
UP_SEQ_FEATURE	glycosylation site:N-linked (GlcNAc...)	16	44.44444444444444	4.238003976524527E-8	PTPRJ, OR5R1, OR5D14, OR5J2, OR5L1, OR5L2, OR4B1, OR5D18, OR4S1, OR4C3, OR8K1, OR4X1, OR8K5, OR8K3, OR4A15, OR4A16	19	4129	19113	3.898076506354285	2.1613797404063106E-6	4.322763218489456E-7	4.099829745696226E-5
SP_PIR_KEYWORDS	membrane	18	50.0	6.271202556127914E-8	PTPRJ, OR5R1, OR5D14, OR5J2, OR5L1, OR5L2, OR4B1, OR5D18, OR4S1, LRRC4C, OR4C3, OR8K1, OR4X1, OR4X2, OR8K5, OR8K3, OR4A15, OR4A16	19	6256	19235	2.9128247408803336	1.505087528275162E-6	1.6723205942259511E-7	5.03067189017159E-5
SP_PIR_KEYWORDS	glycoprotein	16	44.44444444444444	7.324154112579316E-8	PTPRJ, OR5R1, OR5D14, OR5J2, OR5L1, OR5L2, OR4B1, OR5D18, OR4S1, OR4C3, OR8K1, OR4X1, OR8K5, OR8K3, OR4A15, OR4A16	19	4318	19235	3.7512493600838592	1.7577955073733165E-6	1.757796898038677E-7	5.875334839755553E-5
GOTERM_CC_FAT	GO:0016021~integral to membrane	19	52.77777777777778	1.2776256362016373E-7	PTPRJ, OR5R1, OR5D14, OR5J2, OR5L1, OR5L2, OR4B1, OR5D18, OR4S1, LRRC4C, OR4C3, OR8K1, OR4X1, OR4X2, OR8K5, OR8K3, OR4A15, OR4A16, OR4C45	19	5297	12782	2.413063998489711	8.943376026415706E-7	4.471689013518798E-7	6.586596327240457E-5
GOTERM_CC_FAT	GO:0031224~intrinsic to membrane	19	52.77777777777778	2.395931355028996E-7	PTPRJ, OR5R1, OR5D14, OR5J2, OR5L1, OR5L2, OR4B1, OR5D18, OR4S1, LRRC4C, OR4C3, OR8K1, OR4X1, OR4X2, OR8K5, OR8K3, OR4A15, OR4A16, OR4C45	19	5485	12782	2.330355515041021	1.6771507433954724E-6	5.590505602892648E-7	1.235184122094779E-4
SP_PIR_KEYWORDS	polymorphism	16	44.44444444444444	0.03300863945360036	PTPRJ, OR5R1, OR5D14, OR5J2, OR5L1, OR5L2, OR4B1, OR5D18, OR8K1, OR4X1, TRIM48, OR4X2, OR8K5, OR8K3, OR4A15, OR4A16	19	11550	19235	1.4024151287309181	0.5531700708605931	0.07061694389294759	23.605509173068196
UP_SEQ_FEATURE	sequence variant	15	41.66666666666667	0.1399671065693135	PTPRJ, OR5R1, OR5D14, OR5J2, OR5L1, OR5L2, OR4B1, OR5D18, OR8K1, OR4X1, TRIM48, OR8K5, OR8K3, OR4A15, OR4A16	19	11992	19113	1.2582730592324707	0.9995426294924096	0.7224264843089343	76.74582388439188

