#Name (cmd = mergePeaks /t1-data/user/ltamon/DPhil/GenomicContactDynamics/15_Motif/out_motif/chrALL_uniquebins_targCp21_bgrCp1_seed845_sampsize0.7/bg.clean.pos /t1-data/user/ltamon/DPhil/GenomicContactDynamics/15_Motif/out_motif/chrALL_uniquebins_targCp21_bgrCp1_seed845_sampsize0.7/target.clean..pos -d given -cobound 1 -prefix /t1-data/user/ltamon/DPhil/GenomicContactDynamics/15_Motif/out_motif/chrALL_uniquebins_targCp21_bgrCp1_seed845_sampsize0.7/0.215173857127414.2.tmp)	chr	start	end	strand	stat	stat2	/t1-data/user/ltamon/DPhil/GenomicContactDynamics/15_Motif/out_motif/chrALL_uniquebins_targCp21_bgrCp1_seed845_sampsize0.7/target.clean..pos
BG33890-chopped1	chr10	55480002	55520000	+	0.000	0.000	3856
BG27561-chopped1	chr9	85640002	85680000	+	0.000	0.000	8760
BG31404-chopped1	chr21	24520002	24560000	+	0.000	0.000	907
BG42287-chopped1	chr13	52400002	52440000	+	0.000	0.000	426
BG2861-chopped1	chr8	2720002	2760000	+	0.000	0.000	656
BG25276-chopped1	chr1	88240002	88280000	+	0.000	0.000	803
BG33244-chopped1	chr8	82600002	82640000	+	0.000	0.000	6761
BG5129-chopped1	chr4	190160002	190200000	+	0.000	0.000	1331
BG24201-chopped1	chr18	24680002	24720000	+	0.000	0.000	1706
BG41767-chopped1	chr2	156920002	156960000	+	0.000	0.000	2966
BG15713-chopped1	chr7	111360002	111400000	+	0.000	0.000	7179
BG6340-chopped1	chr20	9560002	9600000	+	0.000	0.000	7520
BG30439-chopped1	chr15	81640002	81680000	+	0.000	0.000	3157
BG23236-chopped1	chr7	158240002	158280000	+	0.000	0.000	3755
BG19829-chopped1	chr19	32720002	32760000	+	0.000	0.000	5787
BG12472-chopped1	chr12	44440002	44480000	+	0.000	0.000	5823
BG18873-chopped1	chr2	76040002	76080000	+	0.000	0.000	1035
BG32524-chopped1	chr5	93040002	93080000	+	0.000	0.000	6641
BG37523-chopped1	chr1	222600002	222640000	+	0.000	0.000	984
BG43206-chopped1	chr6	164120002	164160000	+	0.000	0.000	8361
BG49171-chopped1	chr8	34040002	34080000	+	0.000	0.000	4404
BG28035-chopped1	chr10	97320002	97360000	+	0.000	0.000	7477
BG5293-chopped1	chr12	27680002	27720000	+	0.000	0.000	8679
BG5729-chopped1	chr3	73920002	73960000	+	0.000	0.000	2299
BG36003-chopped1	chr10	116520002	116560000	+	0.000	0.000	6856
BG20240-chopped1	chr8	60880002	60920000	+	0.000	0.000	8416
BG16833-chopped1	chr1	186400002	186440000	+	0.000	0.000	4710
BG11752-chopped1	chr7	131120002	131160000	+	0.000	0.000	7881
BG37323-chopped1	chr4	53560002	53600000	+	0.000	0.000	5341
BG47131-chopped1	chr6	127520002	127560000	+	0.000	0.000	2644
BG12626-chopped1	chr7	14440002	14480000	+	0.000	0.000	4144
BG20149-chopped1	chr4	32200002	32240000	+	0.000	0.000	2594
BG47686-chopped1	chr1	218240002	218280000	+	0.000	0.000	6742
BG31722-chopped1	chr7	133720002	133760000	+	0.000	0.000	5665
BG22234-chopped1	chr4	150320002	150360000	+	0.000	0.000	36
BG43806-chopped1	chr4	132280002	132320000	+	0.000	0.000	2742
BG45646-chopped1	chr7	69600002	69640000	+	0.000	0.000	8946
BG91-chopped1	chr1	210560002	210600000	+	0.000	0.000	5286
BG40010-chopped1	chr3	178080002	178120000	+	0.000	0.000	3134
BG40119-chopped1	chr13	36280002	36320000	+	0.000	0.000	8411
BG29073-chopped1	chr11	29640002	29680000	+	0.000	0.000	8595
BG39317-chopped1	chr11	114800002	114840000	+	0.000	0.000	333
BG44690-chopped1	chr11	25680002	25720000	+	0.000	0.000	2794
BG46966-chopped1	chr1	219640002	219680000	+	0.000	0.000	6274
BG37596-chopped1	chr1	102240002	102280000	+	0.000	0.000	3101
BG28553-chopped1	chr1	172520002	172560000	+	0.000	0.000	6708
BG6012-chopped1	chr2	17480002	17520000	+	0.000	0.000	2271
BG34236-chopped1	chr12	90960002	91000000	+	0.000	0.000	1435
BG312-chopped1	chr9	97200002	97240000	+	0.000	0.000	1290
BG11379-chopped1	chr9	23480002	23520000	+	0.000	0.000	6521
BG44599-chopped1	chr8	123440002	123480000	+	0.000	0.000	2203
BG35556-chopped1	chr18	24040002	24080000	+	0.000	0.000	5554
BG37396-chopped1	chr12	109960002	110000000	+	0.000	0.000	140
BG36321-chopped1	chrX	147720002	147760000	+	0.000	0.000	382
BG38161-chopped1	chr12	88920002	88960000	+	0.000	0.000	4578
BG6812-chopped1	chr14	44800002	44840000	+	0.000	0.000	3537
BG4527-chopped1	chr3	152720002	152760000	+	0.000	0.000	924
BG21432-chopped1	chr9	82960002	83000000	+	0.000	0.000	65
BG8652-chopped1	chr1	80640002	80680000	+	0.000	0.000	6292
BG11179-chopped1	chr8	47120002	47160000	+	0.000	0.000	1458
BG40283-chopped1	chr1	145080002	145120000	+	0.000	0.000	3135
BG31240-chopped1	chr5	11200002	11240000	+	0.000	0.000	2750
BG35801-chopped1	chr4	178320002	178360000	+	0.000	0.000	8106
BG46684-chopped1	chr3	83960002	84000000	+	0.000	0.000	2990
BG25548-chopped1	chr1	189760002	189800000	+	0.000	0.000	3301
BG16505-chopped1	chr5	4320002	4360000	+	0.000	0.000	4276
BG21987-chopped1	chr5	89520002	89560000	+	0.000	0.000	2198
BG43324-chopped1	chr3	104400002	104440000	+	0.000	0.000	727
BG26313-chopped1	chr6	139440002	139480000	+	0.000	0.000	1788
BG5847-chopped1	chr6	94520002	94560000	+	0.000	0.000	8699
BG19219-chopped1	chr4	119720002	119760000	+	0.000	0.000	6247
BG585-chopped1	chr16	5880002	5920000	+	0.000	0.000	4847
BG10904-chopped1	chr6	13360002	13400000	+	0.000	0.000	6815
BG3807-chopped1	chr5	165320002	165360000	+	0.000	0.000	5396
BG31595-chopped1	chr10	65760002	65800000	+	0.000	0.000	3254
BG7932-chopped1	chr6	101320002	101360000	+	0.000	0.000	7100
BG2405-chopped1	chr6	81320002	81360000	+	0.000	0.000	1566
BG45964-chopped1	chr3	143600002	143640000	+	0.000	0.000	3439
BG48123-chopped1	chr1	55560002	55600000	+	0.000	0.000	5868
BG6085-chopped1	chr4	106680002	106720000	+	0.000	0.000	7667
BG42277-chopped1	chr8	98400002	98440000	+	0.000	0.000	2677
BG46838-chopped1	chr1	44520002	44560000	+	0.000	0.000	2516
BG16223-chopped1	chr13	65560002	65600000	+	0.000	0.000	8438
BG3725-chopped1	chr13	107640002	107680000	+	0.000	0.000	6223
BG10377-chopped1	chr6	72040002	72080000	+	0.000	0.000	6485
BG32714-chopped1	chr19	52400002	52440000	+	0.000	0.000	4314
BG34554-chopped1	chr10	10400002	10440000	+	0.000	0.000	1695
BG13418-chopped1	chr9	28040002	28080000	+	0.000	0.000	2658
BG17543-chopped1	chr14	42760002	42800000	+	0.000	0.000	162
BG40237-chopped1	chr2	176120002	176160000	+	0.000	0.000	4535
BG11697-chopped1	chr9	88800002	88840000	+	0.000	0.000	822
BG9044-chopped1	chr5	90400002	90440000	+	0.000	0.000	4694
BG22270-chopped1	chr3	33960002	34000000	+	0.000	0.000	5657
BG46001-chopped1	chr3	33800002	33840000	+	0.000	0.000	7137
BG9926-chopped1	chr11	84080002	84120000	+	0.000	0.000	2257
BG6239-chopped1	chr10	67080002	67120000	+	0.000	0.000	2803
BG23590-chopped1	chr11	26400002	26440000	+	0.000	0.000	8119
BG22179-chopped1	chr8	33640002	33680000	+	0.000	0.000	6003
BG44516-chopped1	chr7	14600002	14640000	+	0.000	0.000	1318
BG36994-chopped1	chr7	67920002	67960000	+	0.000	0.000	4139
BG39153-chopped1	chr2	50560002	50600000	+	0.000	0.000	4496
BG22424-chopped1	chrX	10200002	10240000	+	0.000	0.000	2317
BG47676-chopped1	chr3	134840002	134880000	+	0.000	0.000	2778
BG17061-chopped1	chr9	10400002	10440000	+	0.000	0.000	6955
BG42040-chopped1	chr13	88800002	88840000	+	0.000	0.000	3246
BG44316-chopped1	chr6	81240002	81280000	+	0.000	0.000	1498
BG6839-chopped1	chr8	116120002	116160000	+	0.000	0.000	3825
BG16541-chopped1	chr15	95880002	95920000	+	0.000	0.000	6413
BG7277-chopped1	chr12	39400002	39440000	+	0.000	0.000	2489
BG10695-chopped1	chr4	116280002	116320000	+	0.000	0.000	2806
BG1758-chopped1	chr13	81320002	81360000	+	0.000	0.000	7539
BG37031-chopped1	chr12	14160002	14200000	+	0.000	0.000	1289
BG15576-chopped1	chr12	114360002	114400000	+	0.000	0.000	6733
BG39307-chopped1	chr3	135240002	135280000	+	0.000	0.000	7366
BG41320-chopped1	chr9	106560002	106600000	+	0.000	0.000	6137
BG7077-chopped1	chr2	186280002	186320000	+	0.000	0.000	7600
BG43269-chopped1	chr8	4600002	4640000	+	0.000	0.000	35
BG38351-chopped1	chr7	87840002	87880000	+	0.000	0.000	2613
BG41875-chopped1	chr8	50000002	50040000	+	0.000	0.000	8906
BG42640-chopped1	chr11	37360002	37400000	+	0.000	0.000	726
BG33270-chopped1	chr13	32280002	32320000	+	0.000	0.000	828
BG7322-chopped1	chr9	25520002	25560000	+	0.000	0.000	5854
BG1803-chopped1	chr4	10360002	10400000	+	0.000	0.000	3482
BG19300-chopped1	chr6	3680002	3720000	+	0.000	0.000	4538
BG38151-chopped1	chr9	84880002	84920000	+	0.000	0.000	4705
BG4517-chopped1	chr2	164200002	164240000	+	0.000	0.000	1438
BG28898-chopped1	chr4	53160002	53200000	+	0.000	0.000	6934
BG8642-chopped1	chr6	20400002	20440000	+	0.000	0.000	4315
BG40600-chopped1	chr2	124440002	124480000	+	0.000	0.000	5852
BG40709-chopped1	chr3	118680002	118720000	+	0.000	0.000	6325
BG19855-chopped1	chr3	61840002	61880000	+	0.000	0.000	674
BG31230-chopped1	chr5	155320002	155360000	+	0.000	0.000	7332
BG46674-chopped1	chr4	128440002	128480000	+	0.000	0.000	684
BG44389-chopped1	chr5	90280002	90320000	+	0.000	0.000	8550
BG1721-chopped1	chr1	12840002	12880000	+	0.000	0.000	6374
BG41593-chopped1	chr7	54080002	54120000	+	0.000	0.000	3959
BG30265-chopped1	chr4	165360002	165400000	+	0.000	0.000	3850
BG35264-chopped1	chr5	65360002	65400000	+	0.000	0.000	8373
BG902-chopped1	chr6	162080002	162120000	+	0.000	0.000	8831
BG45072-chopped1	chr13	72240002	72280000	+	0.000	0.000	8949
BG21777-chopped1	chr4	120960002	121000000	+	0.000	0.000	572
BG41829-chopped1	chr3	28680002	28720000	+	0.000	0.000	8652
BG2841-chopped1	chrX	14240002	14280000	+	0.000	0.000	7552
BG25256-chopped1	chr20	58400002	58440000	+	0.000	0.000	1966
BG33670-chopped1	chr2	82080002	82120000	+	0.000	0.000	1563
BG38105-chopped1	chr10	50880002	50920000	+	0.000	0.000	5639
BG34990-chopped1	chr3	30520002	30560000	+	0.000	0.000	505
BG47066-chopped1	chr6	83000002	83040000	+	0.000	0.000	1620
BG10167-chopped1	chr3	20880002	20920000	+	0.000	0.000	6738
BG14292-chopped1	chr18	70200002	70240000	+	0.000	0.000	4534
BG38023-chopped1	chr6	145640002	145680000	+	0.000	0.000	5320
BG9480-chopped1	chr4	96200002	96240000	+	0.000	0.000	944
BG41547-chopped1	chr2	225680002	225720000	+	0.000	0.000	5794
BG47948-chopped1	chr9	26920002	26960000	+	0.000	0.000	4248
BG30783-chopped1	chr2	34080002	34120000	+	0.000	0.000	8030
BG13772-chopped1	chr8	62120002	62160000	+	0.000	0.000	6835
BG46992-chopped1	chr16	59400002	59440000	+	0.000	0.000	2755
BG49151-chopped1	chr11	24560002	24600000	+	0.000	0.000	7317
BG33824-chopped1	chr15	98640002	98680000	+	0.000	0.000	3791
BG20775-chopped1	chr9	84840002	84880000	+	0.000	0.000	8147
BG19527-chopped1	chr14	61720002	61760000	+	0.000	0.000	9
BG40827-chopped1	chr2	124960002	125000000	+	0.000	0.000	513
BG47111-chopped1	chr2	225280002	225320000	+	0.000	0.000	1082
BG3233-chopped1	chr9	84960002	85000000	+	0.000	0.000	1450
BG17051-chopped1	chr4	12760002	12800000	+	0.000	0.000	9075
BG44306-chopped1	chr3	190240002	190280000	+	0.000	0.000	725
BG25574-chopped1	chr2	155960002	156000000	+	0.000	0.000	753
BG23289-chopped1	chr21	30640002	30680000	+	0.000	0.000	8484
BG693-chopped1	chr5	117480002	117520000	+	0.000	0.000	5738
BG43350-chopped1	chr3	33440002	33480000	+	0.000	0.000	5022
BG41065-chopped1	chr2	39840002	39880000	+	0.000	0.000	1755
BG20493-chopped1	chr14	56240002	56280000	+	0.000	0.000	7913
BG40545-chopped1	chr5	118920002	118960000	+	0.000	0.000	1008
BG38978-chopped1	chr1	68840002	68880000	+	0.000	0.000	6900
BG25374-chopped1	chr4	168160002	168200000	+	0.000	0.000	4728
BG37903-chopped1	chr3	30800002	30840000	+	0.000	0.000	6436
BG3833-chopped1	chr5	123360002	123400000	+	0.000	0.000	6056
BG17205-chopped1	chr15	65720002	65760000	+	0.000	0.000	2605
BG28088-chopped1	chr14	66680002	66720000	+	0.000	0.000	8983
BG33897-chopped1	chr1	163080002	163120000	+	0.000	0.000	607
BG24854-chopped1	chr5	7720002	7760000	+	0.000	0.000	2978
BG13526-chopped1	chr13	62880002	62920000	+	0.000	0.000	2454
BG21167-chopped1	chr14	38440002	38480000	+	0.000	0.000	2819
BG847-chopped1	chr3	162360002	162400000	+	0.000	0.000	6906
BG41219-chopped1	chr8	59880002	59920000	+	0.000	0.000	6021
BG26048-chopped1	chr4	22000002	22040000	+	0.000	0.000	3677
BG17005-chopped1	chr18	27480002	27520000	+	0.000	0.000	148
BG43950-chopped1	chr20	8440002	8480000	+	0.000	0.000	5129
BG4507-chopped1	chr2	6520002	6560000	+	0.000	0.000	4591
BG15284-chopped1	chr12	13800002	13840000	+	0.000	0.000	7015
BG38696-chopped1	chr4	44560002	44600000	+	0.000	0.000	2316
BG33060-chopped1	chr2	220640002	220680000	+	0.000	0.000	6172
BG37621-chopped1	chr18	36160002	36200000	+	0.000	0.000	3765
BG39461-chopped1	chr3	66640002	66680000	+	0.000	0.000	1574
BG5827-chopped1	chr13	92440002	92480000	+	0.000	0.000	2585
BG9952-chopped1	chr3	63040002	63080000	+	0.000	0.000	971
BG32540-chopped1	chr3	28920002	28960000	+	0.000	0.000	4378
BG2031-chopped1	chr8	106960002	107000000	+	0.000	0.000	1083
BG46018-chopped1	chr2	159040002	159080000	+	0.000	0.000	1613
BG8432-chopped1	chr18	42880002	42920000	+	0.000	0.000	2347
BG40063-chopped1	chr2	84000002	84040000	+	0.000	0.000	2062
BG7030-chopped1	chr4	109000002	109040000	+	0.000	0.000	195
BG2586-chopped1	chr4	53360002	53400000	+	0.000	0.000	6918
BG41819-chopped1	chr1	77920002	77960000	+	0.000	0.000	8591
BG11204-chopped1	chr6	57320002	57360000	+	0.000	0.000	1845
BG16203-chopped1	chr7	87600002	87640000	+	0.000	0.000	2394
BG365-chopped1	chr2	224480002	224520000	+	0.000	0.000	6005
BG43022-chopped1	chr5	85320002	85360000	+	0.000	0.000	6084
BG12524-chopped1	chr10	5360002	5400000	+	0.000	0.000	4400
BG24290-chopped1	chr13	89560002	89600000	+	0.000	0.000	7191
BG36374-chopped1	chr13	72880002	72920000	+	0.000	0.000	3488
BG40663-chopped1	chr12	62440002	62480000	+	0.000	0.000	5588
BG31620-chopped1	chr4	58800002	58840000	+	0.000	0.000	3737
BG3505-chopped1	chrX	96920002	96960000	+	0.000	0.000	7314
BG7630-chopped1	chr8	129880002	129920000	+	0.000	0.000	4561
BG31729-chopped1	chr5	10120002	10160000	+	0.000	0.000	6083
BG5345-chopped1	chr1	165800002	165840000	+	0.000	0.000	7465
BG18843-chopped1	chr2	225400002	225440000	+	0.000	0.000	3236
BG1784-chopped1	chr5	169480002	169520000	+	0.000	0.000	3240
BG8059-chopped1	chr6	99680002	99720000	+	0.000	0.000	6366
BG34889-chopped1	chr6	99160002	99200000	+	0.000	0.000	8672
BG29971-chopped1	chr10	129880002	129920000	+	0.000	0.000	4665
BG35654-chopped1	chr2	196600002	196640000	+	0.000	0.000	754
BG26611-chopped1	chr6	80560002	80600000	+	0.000	0.000	3371
BG12797-chopped1	chr14	72760002	72800000	+	0.000	0.000	4090
BG46336-chopped1	chr1	87600002	87640000	+	0.000	0.000	8369
BG15838-chopped1	chr4	60160002	60200000	+	0.000	0.000	4984
BG3223-chopped1	chr12	85760002	85800000	+	0.000	0.000	5680
BG10202-chopped1	chr2	6400002	6440000	+	0.000	0.000	273
BG9624-chopped1	chr17	40240002	40280000	+	0.000	0.000	8125
BG16603-chopped1	chr16	53640002	53680000	+	0.000	0.000	6933
BG16276-chopped1	chr16	62680002	62720000	+	0.000	0.000	837
BG34934-chopped1	chr8	115560002	115600000	+	0.000	0.000	7624
BG4098-chopped1	chr8	26720002	26760000	+	0.000	0.000	3385
BG42902-chopped1	chr4	64360002	64400000	+	0.000	0.000	7678
BG25564-chopped1	chr4	55800002	55840000	+	0.000	0.000	8057
BG3023-chopped1	chr4	98560002	98600000	+	0.000	0.000	2793
BG18361-chopped1	chr9	43760002	43800000	+	0.000	0.000	1028
BG9424-chopped1	chr11	98760002	98800000	+	0.000	0.000	3481
BG16076-chopped1	chr12	85640002	85680000	+	0.000	0.000	5195
BG21885-chopped1	chr2	144480002	144520000	+	0.000	0.000	2791
BG47456-chopped1	chr16	78160002	78200000	+	0.000	0.000	2254
BG38413-chopped1	chr10	130680002	130720000	+	0.000	0.000	7711
BG44660-chopped1	chr9	87200002	87240000	+	0.000	0.000	4924
BG5217-chopped1	chr6	78720002	78760000	+	0.000	0.000	4823
BG41300-chopped1	chr10	61320002	61360000	+	0.000	0.000	884
BG41855-chopped1	chr4	187600002	187640000	+	0.000	0.000	1468
BG19035-chopped1	chr16	77840002	77880000	+	0.000	0.000	1253
BG45980-chopped1	chr21	27560002	27600000	+	0.000	0.000	4062
BG26684-chopped1	chr1	186240002	186280000	+	0.000	0.000	5612
BG34652-chopped1	chr4	118960002	119000000	+	0.000	0.000	8320
BG13189-chopped1	chr16	64240002	64280000	+	0.000	0.000	5973
BG36928-chopped1	chr17	70840002	70880000	+	0.000	0.000	1953
BG5017-chopped1	chr17	50440002	50480000	+	0.000	0.000	197
BG28323-chopped1	chr11	14240002	14280000	+	0.000	0.000	4479
BG47174-chopped1	chr9	72440002	72480000	+	0.000	0.000	4481
BG34006-chopped1	chr4	160720002	160760000	+	0.000	0.000	6498
BG14836-chopped1	chr1	214480002	214520000	+	0.000	0.000	8885
BG45889-chopped1	chr5	94320002	94360000	+	0.000	0.000	1908
BG32612-chopped1	chr3	105160002	105200000	+	0.000	0.000	4017
BG15601-chopped1	chr13	42960002	43000000	+	0.000	0.000	8228
BG23242-chopped1	chr6	23040002	23080000	+	0.000	0.000	4432
BG46654-chopped1	chr13	65760002	65800000	+	0.000	0.000	6478
BG33050-chopped1	chr12	78840002	78880000	+	0.000	0.000	2015
BG27358-chopped1	chr13	65720002	65760000	+	0.000	0.000	6467
BG10520-chopped1	chr13	54360002	54400000	+	0.000	0.000	4161
BG45134-chopped1	chr20	41680002	41720000	+	0.000	0.000	8261
BG25964-chopped1	chr8	132000002	132040000	+	0.000	0.000	6318
BG7657-chopped1	chr6	80840002	80880000	+	0.000	0.000	7981
BG32085-chopped1	chr18	25240002	25280000	+	0.000	0.000	8469
BG8095-chopped1	chr9	81840002	81880000	+	0.000	0.000	5690
BG11840-chopped1	chr4	12680002	12720000	+	0.000	0.000	2876
BG5617-chopped1	chr9	82520002	82560000	+	0.000	0.000	2831
BG29998-chopped1	chr7	51760002	51800000	+	0.000	0.000	3951
BG12269-chopped1	chr18	3880002	3920000	+	0.000	0.000	4066
BG41373-chopped1	chr13	67080002	67120000	+	0.000	0.000	3335
BG3896-chopped1	chr3	178320002	178360000	+	0.000	0.000	6855
BG17268-chopped1	chr4	29400002	29440000	+	0.000	0.000	125
BG4661-chopped1	chr7	14240002	14280000	+	0.000	0.000	7082
BG15874-chopped1	chr4	135920002	135960000	+	0.000	0.000	5248
BG26001-chopped1	chr14	32000002	32040000	+	0.000	0.000	590
BG31810-chopped1	chr7	95560002	95600000	+	0.000	0.000	7237
BG5535-chopped1	chr7	70160002	70200000	+	0.000	0.000	7139
BG27958-chopped1	chr6	140360002	140400000	+	0.000	0.000	8742
BG26556-chopped1	chr9	66480002	66520000	+	0.000	0.000	7239
BG2621-chopped1	chr3	138160002	138200000	+	0.000	0.000	5071
BG25036-chopped1	chr2	60160002	60200000	+	0.000	0.000	7494
BG29161-chopped1	chr10	122280002	122320000	+	0.000	0.000	3637
BG30845-chopped1	chr16	17120002	17160000	+	0.000	0.000	4757
BG33004-chopped1	chr7	83440002	83480000	+	0.000	0.000	5090
BG14708-chopped1	chr9	119640002	119680000	+	0.000	0.000	4120
BG33559-chopped1	chr1	97880002	97920000	+	0.000	0.000	5850
BG41091-chopped1	chr4	54560002	54600000	+	0.000	0.000	7316
BG35399-chopped1	chr11	96800002	96840000	+	0.000	0.000	745
BG43367-chopped1	chr15	95400002	95440000	+	0.000	0.000	6979
BG47928-chopped1	chr12	76040002	76080000	+	0.000	0.000	4893
BG24962-chopped1	chr2	135440002	135480000	+	0.000	0.000	3568
BG2094-chopped1	chr15	96880002	96920000	+	0.000	0.000	4554
BG42847-chopped1	chr5	98680002	98720000	+	0.000	0.000	6850
BG25836-chopped1	chr6	148120002	148160000	+	0.000	0.000	1111
BG24316-chopped1	chr22	33440002	33480000	+	0.000	0.000	4657
BG36082-chopped1	chr2	180160002	180200000	+	0.000	0.000	1069
BG12787-chopped1	chrX	122040002	122080000	+	0.000	0.000	8306
BG22595-chopped1	chr1	76520002	76560000	+	0.000	0.000	8582
BG48166-chopped1	chr8	85600002	85640000	+	0.000	0.000	1830
BG39123-chopped1	chr8	90080002	90120000	+	0.000	0.000	4412
BG34679-chopped1	chr12	79800002	79840000	+	0.000	0.000	1746
BG33604-chopped1	chr4	29800002	29840000	+	0.000	0.000	6901
BG20109-chopped1	chr12	59160002	59200000	+	0.000	0.000	4917
BG43085-chopped1	chr13	67880002	67920000	+	0.000	0.000	6699
BG47646-chopped1	chr2	170120002	170160000	+	0.000	0.000	8019
BG10747-chopped1	chr1	72280002	72320000	+	0.000	0.000	5710
BG11512-chopped1	chr9	30360002	30400000	+	0.000	0.000	6506
BG46126-chopped1	chr2	193560002	193600000	+	0.000	0.000	2979
BG21320-chopped1	chr9	3200002	3240000	+	0.000	0.000	5301
BG17913-chopped1	chr13	31480002	31520000	+	0.000	0.000	762
BG14226-chopped1	chr7	144400002	144440000	+	0.000	0.000	7587
BG20800-chopped1	chr11	78560002	78600000	+	0.000	0.000	1010
BG13270-chopped1	chr2	103440002	103480000	+	0.000	0.000	2892
BG40525-chopped1	chr5	92080002	92120000	+	0.000	0.000	3660
BG16311-chopped1	chr7	104600002	104640000	+	0.000	0.000	2178
BG7047-chopped1	chr3	176400002	176440000	+	0.000	0.000	3881
BG18151-chopped1	chr9	19600002	19640000	+	0.000	0.000	2080
BG45406-chopped1	chr4	55640002	55680000	+	0.000	0.000	190
BG16866-chopped1	chr7	12600002	12640000	+	0.000	0.000	3781
BG43685-chopped1	chr11	115120002	115160000	+	0.000	0.000	4920
BG36918-chopped1	chr18	64840002	64880000	+	0.000	0.000	4877
BG19907-chopped1	chr3	177040002	177080000	+	0.000	0.000	5037
BG11785-chopped1	chr4	104240002	104280000	+	0.000	0.000	451
BG29715-chopped1	chr15	35120002	35160000	+	0.000	0.000	4784
BG37356-chopped1	chr3	920002	960000	+	0.000	0.000	8844
BG11139-chopped1	chr1	55760002	55800000	+	0.000	0.000	4771
BG25072-chopped1	chr6	20920002	20960000	+	0.000	0.000	7632
BG33040-chopped1	chr15	98000002	98040000	+	0.000	0.000	5980
BG12350-chopped1	chr7	8600002	8640000	+	0.000	0.000	2332
BG3086-chopped1	chr8	49840002	49880000	+	0.000	0.000	5560
BG7647-chopped1	chr5	46160002	46200000	+	0.000	0.000	503
BG39996-chopped1	chr7	96120002	96160000	+	0.000	0.000	9068
BG22267-chopped1	chr7	15120002	15160000	+	0.000	0.000	472
BG34360-chopped1	chr7	108040002	108080000	+	0.000	0.000	2479
BG8412-chopped1	chr2	157680002	157720000	+	0.000	0.000	4804
BG40043-chopped1	chr2	142920002	142960000	+	0.000	0.000	8726
BG44604-chopped1	chr13	19960002	20000000	+	0.000	0.000	5615
BG30681-chopped1	chr8	115080002	115120000	+	0.000	0.000	3870
BG21747-chopped1	chr9	24840002	24880000	+	0.000	0.000	8861
BG39241-chopped1	chr13	68880002	68920000	+	0.000	0.000	8862
BG40598-chopped1	chr14	22960002	23000000	+	0.000	0.000	6586
BG23587-chopped1	chr2	140640002	140680000	+	0.000	0.000	5901
BG31555-chopped1	chr5	15840002	15880000	+	0.000	0.000	1053
BG32320-chopped1	chr3	187600002	187640000	+	0.000	0.000	5153
BG34160-chopped1	chr4	163040002	163080000	+	0.000	0.000	672
