bin,gene,accession,uniqueID,partner,Nij
3032,EMBP1,NR_003955,3023,NA,1
3033,EMBP1,NR_003955,3023,NA,1
3627,NBPF9;NBPF20,NM_001277444;NM_001278267,134;137,NA,102
3678,BCL9;ACP6,NM_004326;NM_016361, 833;3086,NA,1
3679,ACP6,NM_016361,3086,NA,1
3680,NA,NA,NA,NA,1
3681,GJA5,NM_005266,3088,NA,1
3682,GJA5,NM_005266,3088,NA,1
3683,NA,NA,NA,NA,1
3684,NA,NA,NA,NA,1
3685,GJA8,NM_005267,3089,NA,1
3693,NBPF8,NM_001037501,133,NA,1
3694,NBPF8,NM_001037501,133,NA,1
3695,NBPF8,NM_001037501,133,NA,1
3696,NBPF8;MIR5087,NM_001037501;NR_049810, 133;3091,NA,1
3731,NA,NA,NA,NA,1
3743,NA,NA,NA,NA,1
3753,VPS45,NM_007259,841,NA,1
3766,ENSA;GOLPH3L,NM_207042;NM_018178, 853;3185,NA,1
3770,ARNT;CTSK,NM_001286035;NM_000396,3186;3190,NA,1
3774,ANXA9;SETDB1;CERS2,NM_003568;NM_001145415;NM_022075,3192;3193;3194,NA,1
3779,SCNM1;TNFAIP8L2-SCNM1;VPS72;TMOD4;TNFAIP8L2;LYSMD1,NM_001204856;NM_001204848;NM_005997;NM_013353;NM_024575;NM_001136543,3216;3217;3219;3220;3223;3225,NA,1
3783,PI4KB;RFX5,NM_001198774;NM_001025603,3233;3236,NA,1
3787,NA,NA,NA,NA,1
3791,SNX27,NM_030918,857,NA,1
3793,RIIAD1;CELF3,NM_001144956;NM_007185,3244;3252,NA,1
3796,RORC;C2CD4D;LOC100132111;THEM5,NM_005060;NM_001136003;NR_024237;NM_182578, 866;3253;3255;3256,NA,1
3797,THEM4,NM_053055,3254,NA,1
3800,NBPF18P;S100A10,NR_103561;NM_002966,3258;3259,NA,1
3808,FLG-AS1;FLG,NR_103778;NM_002016, 868;3263,NA,1
3824,SPRR1A;SPRR4,NM_001199828;NM_173080,3291;3294,NA,1
3834,S100A9;PGLYRP4;S100A12,NM_002965;NM_020393;NM_005621,3307;3309;3311,NA,1
3848,GATAD2B;DENND4B,NM_020699;NM_014856, 870;3341,NA,1
3914,IQGAP3;TTC24,NM_178229;NM_001105669, 903;3602,NA,1
3919,PRCC;HDGF,NM_005973;NM_001126050, 901;3611,NA,1
4002,KCNJ10;IGSF8;KCNJ9,NM_002241;NM_001206665;NM_004983, 910;3707;3708,NA,1
4501,CEP350,NM_014810,1006,NA,1
4581,NMNAT2;LAMC2,NM_015039;NM_005562,1022;4037,NA,1
