ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO_CC,GO:0043198,dendritic shaft,1/6,35/18588,0.0112460685355591,0.0451649156332385,0.0146796401688827,NLGN1,1
GO_BP,GO:2000310,regulation of NMDA receptor activity,1/6,35/18588,0.0112460685355591,0.0451649156332385,0.0146796401688827,NLGN1,1
GO_BP,GO:0001941,postsynaptic membrane organization,1/6,36/18588,0.0115658294145969,0.0451649156332385,0.0146796401688827,NLGN1,1
GO_BP,GO:0051590,positive regulation of neurotransmitter transport,1/6,36/18588,0.0115658294145969,0.0451649156332385,0.0146796401688827,NLGN1,1
GO_BP,GO:0051932,synaptic transmission  GABAergic,1/6,36/18588,0.0115658294145969,0.0451649156332385,0.0146796401688827,NLGN1,1
GO_BP,GO:0097178,ruffle assembly,1/6,36/18588,0.0115658294145969,0.0451649156332385,0.0146796401688827,NLGN1,1
GO_CC,GO:0008328,ionotropic glutamate receptor complex,1/6,37/18588,0.0118855041140101,0.0451649156332385,0.0146796401688827,NLGN1,1
GO_BP,GO:0044091,membrane biogenesis,1/6,37/18588,0.0118855041140101,0.0451649156332385,0.0146796401688827,NLGN1,1
GO_BP,GO:0048488,synaptic vesicle endocytosis,1/6,37/18588,0.0118855041140101,0.0451649156332385,0.0146796401688827,NLGN1,1
GO_BP,GO:0097120,receptor localization to synapse,1/6,37/18588,0.0118855041140101,0.0451649156332385,0.0146796401688827,NLGN1,1
GO_BP,GO:0140238,presynaptic endocytosis,1/6,37/18588,0.0118855041140101,0.0451649156332385,0.0146796401688827,NLGN1,1
GO_BP,GO:0051489,regulation of filopodium assembly,1/6,39/18588,0.0125245950482884,0.046357267386522,0.0150671820129785,NLGN1,1
GO_CC,GO:0098878,neurotransmitter receptor complex,1/6,39/18588,0.0125245950482884,0.046357267386522,0.0150671820129785,NLGN1,1
GO_BP,GO:0060999,positive regulation of dendritic spine development,1/6,41/18588,0.013163341487016,0.0468602059340124,0.0152306486507593,NLGN1,1
GO_BP,GO:0098815,modulation of excitatory postsynaptic potential,1/6,41/18588,0.013163341487016,0.0468602059340124,0.0152306486507593,NLGN1,1
GO_BP,GO:2000649,regulation of sodium ion transmembrane transporter activity,1/6,41/18588,0.013163341487016,0.0468602059340124,0.0152306486507593,FGF12,1
GO_BP,GO:0061001,regulation of dendritic spine morphogenesis,1/6,42/18588,0.013482585566979,0.0468602059340124,0.0152306486507593,NLGN1,1
GO_BP,GO:0099054,presynapse assembly,1/6,42/18588,0.013482585566979,0.0468602059340124,0.0152306486507593,NLGN1,1
GO_BP,GO:0099172,presynapse organization,1/6,45/18588,0.0144398014720639,0.0476948840265002,0.0155019382985485,NLGN1,1
GO_BP,GO:0031529,ruffle organization,1/6,46/18588,0.0147587013906946,0.0476948840265002,0.0155019382985485,NLGN1,1
GO_CC,GO:0060076,excitatory synapse,1/6,46/18588,0.0147587013906946,0.0476948840265002,0.0155019382985485,NLGN1,1
GO_BP,GO:0048512,circadian behavior,1/6,47/18588,0.0150775153153876,0.0476948840265002,0.0155019382985485,NLGN1,1
GO_BP,GO:1903307,positive regulation of regulated secretory pathway,1/6,47/18588,0.0150775153153876,0.0476948840265002,0.0155019382985485,NLGN1,1
GO_BP,GO:2001258,negative regulation of cation channel activity,1/6,47/18588,0.0150775153153876,0.0476948840265002,0.0155019382985485,FGF12,1
GO_BP,GO:0003254,regulation of membrane depolarization,1/6,48/18588,0.0153962432646948,0.0476948840265002,0.0155019382985485,FGF12,1
GO_BP,GO:0007622,rhythmic behavior,1/6,48/18588,0.0153962432646948,0.0476948840265002,0.0155019382985485,NLGN1,1
GO_BP,GO:0043113,receptor clustering,1/6,48/18588,0.0153962432646948,0.0476948840265002,0.0155019382985485,NLGN1,1
GO_BP,GO:0043949,regulation of cAMP-mediated signaling,1/6,48/18588,0.0153962432646948,0.0476948840265002,0.0155019382985485,PEX5L,1
GO_BP,GO:0036465,synaptic vesicle recycling,1/6,50/18588,0.0160334413113465,0.048612029507806,0.0158000317513829,NLGN1,1
GO_BP,GO:0051966,regulation of synaptic transmission  glutamatergic,1/6,50/18588,0.0160334413113465,0.048612029507806,0.0158000317513829,NLGN1,1
GO_BP,GO:1902305,regulation of sodium ion transmembrane transport,1/6,51/18588,0.0163519114457801,0.0490557343373402,0.0159442460634753,FGF12,1
GO_BP,GO:0051290,protein heterotetramerization,1/6,52/18588,0.016670295679007,0.0494899402970521,0.0160853730236033,NLGN1,1
GO_BP,GO:0019226,transmission of nerve impulse,1/6,54/18588,0.0173068065159857,0.0497337222741468,0.0161646077936285,FGF12,1
GO_BP,GO:0086002,cardiac muscle cell action potential involved in contraction,1/6,54/18588,0.0173068065159857,0.0497337222741468,0.0161646077936285,FGF12,1
GO_BP,GO:0046847,filopodium assembly,1/6,55/18588,0.0176249331568029,0.0497337222741468,0.0161646077936285,NLGN1,1
GO_BP,GO:0060997,dendritic spine morphogenesis,1/6,55/18588,0.0176249331568029,0.0497337222741468,0.0161646077936285,NLGN1,1
GO_BP,GO:0098900,regulation of action potential,1/6,55/18588,0.0176249331568029,0.0497337222741468,0.0161646077936285,FGF12,1
KEGG,hsa04146,Peroxisome,1/2,83/7715,0.0214021656595281,0.0359659512604785,NA,PEX5L,1
KEGG,hsa04514,Cell adhesion molecules (CAMs),1/2,140/7715,0.0359659512604785,0.0359659512604785,NA,NLGN1,1
