bin,gene,accession,uniqueID,partner,Nij
2998,HAO2;HAO2;HAO2-IT1,NM_016527;NM_001005783;NR_046780, 800; 802;3003,NA,1
2999,HAO2;HAO2;HSD3B2;HSD3B2,NM_016527;NM_001005783;NM_001166120;NM_000198, 800; 802;3004;3005,NA,1
3001,NA,NA,NA,NA,1
3002,HSD3B1,NM_000862,3006,NA,1
3003,HSD3BP4,NR_033781,3007,NA,1
3004,LINC00622,NR_036540,3008,NA,1
3005,ZNF697,NM_001080470,3009,NA,1
3006,NA,NA,NA,NA,1
3007,PHGDH,NM_006623,3011,NA,1
3008,HMGCS2;PHGDH;HMGCS2,NM_005518;NM_006623;NM_001166107,3010;3011;3012,NA,1
3009,REG4;REG4;REG4,NM_032044;NM_001159353;NM_001159352,3015;3016;3017,NA,1
3010,NBPF7,NM_001047980,3014,NA,1
3011,ADAM30,NM_021794,3013,NA,1
3012,NOTCH2;NOTCH2,NM_001200001;NM_024408,120;121,NA,1
3013,NOTCH2;NOTCH2,NM_001200001;NM_024408,120;121,NA,1
3014,NOTCH2;NOTCH2,NM_001200001;NM_024408,120;121,NA,1
3015,NOTCH2;NOTCH2,NM_001200001;NM_024408,120;121,NA,1
3016,NOTCH2;NOTCH2,NM_001200001;NM_024408,120;121,NA,1
3031,NA,NA,NA,NA,1
3032,EMBP1,NR_003955,3023,NA,1
3033,EMBP1,NR_003955,3023,NA,1
3627,NBPF9;NBPF20;PDE4DIP,NM_001277444;NM_001278267;NM_022359,134;137;811,NA,102
3678,BCL9;ACP6,NM_004326;NM_016361, 833;3086,NA,1
3679,ACP6,NM_016361,3086,NA,1
3680,NA,NA,NA,NA,1
3681,GJA5;GJA5,NM_181703;NM_005266,3087;3088,NA,1
3682,GJA5,NM_005266,3088,NA,1
3683,NA,NA,NA,NA,1
3684,NA,NA,NA,NA,1
3685,GJA8,NM_005267,3089,NA,1
3693,NBPF8;NBPF8;NBPF8,NR_102405;NR_102404;NM_001037501,127;129;133,NA,1
3694,NBPF8;NBPF8;NBPF8,NR_102405;NR_102404;NM_001037501,127;129;133,NA,1
3695,NBPF8;NBPF8;NBPF8,NR_102405;NR_102404;NM_001037501,127;129;133,NA,1
3696,NBPF8;NBPF8;NBPF8;MIR5087,NR_102405;NR_102404;NM_001037501;NR_049810, 127; 129; 133;3091,NA,1
3731,NA,NA,NA,NA,1
3743,NA,NA,NA,NA,1
3753,VPS45;VPS45;VPS45;VPS45;VPS45,NM_007259;NR_103998;NM_001279353;NM_001279354;NM_001279355,841;845;846;847;850,NA,1
3766,ENSA;ENSA;ENSA;ENSA;ENSA;ENSA;ENSA;ENSA;GOLPH3L,NM_207168;NM_207043;NM_207042;NM_004436;NM_207044;NM_207045;NM_207046;NM_207047;NM_018178, 840; 852; 853; 854; 856;3178;3179;3181;3185,NA,1
3770,ARNT;ARNT;ARNT;ARNT;CTSK;ARNT,NM_001286035;NM_178427;NM_001668;NM_001197325;NM_000396;NM_001286036,3186;3187;3188;3189;3190;3191,NA,1
3774,ANXA9;SETDB1;CERS2;SETDB1;CERS2,NM_003568;NM_001145415;NM_022075;NM_012432;NM_181746,3192;3193;3194;3196;3197,NA,1
3779,SCNM1;SCNM1;TNFAIP8L2-SCNM1;SCNM1;VPS72;TMOD4;TNFAIP8L2;VPS72;LYSMD1;VPS72;LYSMD1,NR_037937;NM_001204856;NM_001204848;NM_024041;NM_005997;NM_013353;NM_024575;NM_001271087;NM_001136543;NM_001271088;NM_212551,3215;3216;3217;3218;3219;3220;3223;3224;3225;3227;3228,NA,1
3783,PI4KB;PI4KB;PI4KB;PI4KB;RFX5;RFX5,NM_002651;NM_001198775;NM_001198774;NM_001198773;NM_001025603;NM_000449,3229;3232;3233;3234;3236;3237,NA,1
3787,NA,NA,NA,NA,1
3791,SNX27,NM_030918,857,NA,1
3793,RIIAD1;CELF3;CELF3;CELF3,NM_001144956;NM_001172648;NM_001172649;NM_007185,3244;3250;3251;3252,NA,1
3796,RORC;C2CD4D;LOC100132111;THEM5,NM_005060;NM_001136003;NR_024237;NM_182578, 866;3253;3255;3256,NA,1
3797,THEM4,NM_053055,3254,NA,1
3800,NBPF18P;S100A10,NR_103561;NM_002966,3258;3259,NA,1
3808,FLG-AS1;FLG;FLG-AS1,NR_103778;NM_002016;NR_103779, 868;3263;3267,NA,1
3824,SPRR1A;SPRR1A;SPRR4,NM_001199828;NM_005987;NM_173080,3291;3292;3294,NA,1
3834,S100A9;PGLYRP4;S100A12,NM_002965;NM_020393;NM_005621,3307;3309;3311,NA,1
3848,GATAD2B;DENND4B,NM_020699;NM_014856, 870;3341,NA,1
3914,IQGAP3;TTC24,NM_178229;NM_001105669, 903;3602,NA,1
3919,PRCC;HDGF;HDGF;HDGF,NM_005973;NM_001126050;NM_001126051;NM_004494, 901;3611;3615;3616,NA,1
4002,KCNJ10;IGSF8;IGSF8;KCNJ9,NM_002241;NM_052868;NM_001206665;NM_004983, 910;3704;3707;3708,NA,1
4501,CEP350,NM_014810,1006,NA,1
4581,NMNAT2;NMNAT2;LAMC2;LAMC2,NM_015039;NM_170706;NM_005562;NM_018891,1022;1024;4037;4038,NA,1
