Gene Cluster 1
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment
UP_KEYWORDS	Glycoprotein	1	16.666666666666664	1.0	SERPINB2	6	4551	20581	0.0
UP_KEYWORDS	Coiled coil	1	16.666666666666664	1.0	SERPINB13	6	3036	20581	0.0
GOTERM_CC_DIRECT	GO:0005886~plasma membrane	1	16.666666666666664	1.0	SERPINB2	6	4121	18224	0.0
UP_KEYWORDS	Transmembrane helix	1	16.666666666666664	1.0	SERPINB13	6	5634	20581	0.0
UP_KEYWORDS	Palmoplantar keratoderma	1	16.666666666666664	1.0	SERPINB7	6	32	20581	0.0
GOTERM_BP_DIRECT	GO:0030162~regulation of proteolysis	1	16.666666666666664	1.0	SERPINB13	6	21	16792	0.0
UP_KEYWORDS	Transmembrane	1	16.666666666666664	1.0	SERPINB13	6	5651	20581	0.0
GOTERM_BP_DIRECT	GO:0032967~positive regulation of collagen biosynthetic process	1	16.666666666666664	1.0	SERPINB7	6	23	16792	0.0
UP_KEYWORDS	Signal	1	16.666666666666664	1.0	SERPINB2	6	4160	20581	0.0
GOTERM_BP_DIRECT	GO:0042177~negative regulation of protein catabolic process	1	16.666666666666664	1.0	SERPINB12	6	32	16792	0.0
UP_KEYWORDS	Disulfide bond	1	16.666666666666664	1.0	SERPINB2	6	3434	20581	0.0
GOTERM_CC_DIRECT	GO:0005730~nucleolus	1	16.666666666666664	1.0	SERPINB13	6	857	18224	0.0
UP_SEQ_FEATURE	chain:Plasminogen activator inhibitor 2	1	16.666666666666664	1.0	SERPINB2	6	1	20063	0.0
GOTERM_BP_DIRECT	GO:0072126~positive regulation of glomerular mesangial cell proliferation	1	16.666666666666664	1.0	SERPINB7	6	3	16792	0.0
GOTERM_CC_DIRECT	GO:0016021~integral component of membrane	1	16.666666666666664	1.0	SERPINB13	6	5163	18224	0.0
UP_SEQ_FEATURE	disulfide bond	1	16.666666666666664	1.0	SERPINB2	6	2917	20063	0.0
GOTERM_BP_DIRECT	GO:0042730~fibrinolysis	1	16.666666666666664	1.0	SERPINB2	6	21	16792	0.0
