Gene Cluster 1
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment
GOTERM_BP_DIRECT	GO:0070588~calcium ion transmembrane transport	1	16.666666666666664	1.0	TRPM3	6	119	16792	0.0
GOTERM_CC_DIRECT	GO:0002079~inner acrosomal membrane	1	16.666666666666664	1.0	EQTN	6	4	18224	0.0
UP_KEYWORDS	Immunoglobulin domain	1	16.666666666666664	1.0	LINGO2	6	546	20581	0.0
UP_KEYWORDS	Receptor	1	16.666666666666664	1.0	TRPM3	6	1648	20581	0.0
UP_SEQ_FEATURE	chain:Transient receptor potential cation channel subfamily M member 3	1	16.666666666666664	1.0	TRPM3	6	1	20063	0.0
UP_KEYWORDS	Calcium transport	1	16.666666666666664	1.0	TRPM3	6	98	20581	0.0
GOTERM_BP_DIRECT	GO:0006897~endocytosis	1	16.666666666666664	1.0	EQTN	6	139	16792	0.0
UP_KEYWORDS	Calcium channel	1	16.666666666666664	1.0	TRPM3	6	66	20581	0.0
INTERPRO	IPR000372:Leucine-rich repeat-containing N-terminal	1	16.666666666666664	1.0	LINGO2	6	54	18559	0.0
UP_KEYWORDS	Calcium	1	16.666666666666664	1.0	TRPM3	6	877	20581	0.0
UP_KEYWORDS	Transport	1	16.666666666666664	1.0	TRPM3	6	1978	20581	0.0
UP_SEQ_FEATURE	chain:Uncharacterized protein C9orf135	1	16.666666666666664	1.0	C9ORF135	6	1	20063	0.0
GOTERM_BP_DIRECT	GO:0007409~axonogenesis	1	16.666666666666664	1.0	LINGO2	6	98	16792	0.0
INTERPRO	IPR003599:Immunoglobulin subtype	1	16.666666666666664	1.0	LINGO2	6	497	18559	0.0
INTERPRO	IPR003598:Immunoglobulin subtype 2	1	16.666666666666664	1.0	LINGO2	6	250	18559	0.0
INTERPRO	IPR003591:Leucine-rich repeat, typical subtype	1	16.666666666666664	1.0	LINGO2	6	178	18559	0.0
UP_KEYWORDS	Disulfide bond	1	16.666666666666664	1.0	LINGO2	6	3434	20581	0.0
GOTERM_BP_DIRECT	GO:0050951~sensory perception of temperature stimulus	1	16.666666666666664	1.0	TRPM3	6	5	16792	0.0
GOTERM_CC_DIRECT	GO:0005769~early endosome	1	16.666666666666664	1.0	EQTN	6	229	18224	0.0
SMART	SM00409:IG	1	16.666666666666664	1.0	LINGO2	6	497	10057	0.0
SMART	SM00408:IGc2	1	16.666666666666664	1.0	LINGO2	6	250	10057	0.0
INTERPRO	IPR007237:CD20-like	1	16.666666666666664	1.0	FAM189A2	6	21	18559	0.0
UP_SEQ_FEATURE	chain:Protein FAM189A2	1	16.666666666666664	1.0	FAM189A2	6	1	20063	0.0
GOTERM_MF_DIRECT	GO:0005262~calcium channel activity	1	16.666666666666664	1.0	TRPM3	6	70	16881	0.0
GOTERM_MF_DIRECT	GO:0005261~cation channel activity	1	16.666666666666664	1.0	TRPM3	6	25	16881	0.0
GOTERM_BP_DIRECT	GO:0051262~protein tetramerization	1	16.666666666666664	1.0	TRPM3	6	40	16792	0.0
UP_SEQ_FEATURE	chain:Leucine-rich repeat and immunoglobulin- like domain-containing nogo receptor- interacting protein 2	1	16.666666666666664	1.0	LINGO2	6	1	20063	0.0
SMART	SM00369:LRR_TYP	1	16.666666666666664	1.0	LINGO2	6	178	10057	0.0
UP_KEYWORDS	Cytoplasmic vesicle	1	16.666666666666664	1.0	EQTN	6	490	20581	0.0
GOTERM_BP_DIRECT	GO:0006812~cation transport	1	16.666666666666664	1.0	TRPM3	6	30	16792	0.0
GOTERM_BP_DIRECT	GO:0007342~fusion of sperm to egg plasma membrane	1	16.666666666666664	1.0	EQTN	6	12	16792	0.0
UP_SEQ_FEATURE	chain:Transmembrane protein C9orf71	1	16.666666666666664	1.0	TMEM252	6	1	20063	0.0
GOTERM_MF_DIRECT	GO:0005227~calcium activated cation channel activity	1	16.666666666666664	1.0	TRPM3	6	13	16881	0.0
UP_SEQ_FEATURE	domain:Ig-like C2-type	1	16.666666666666664	1.0	LINGO2	6	105	20063	0.0
INTERPRO	IPR013783:Immunoglobulin-like fold	1	16.666666666666664	1.0	LINGO2	6	951	18559	0.0
UP_SEQ_FEATURE	repeat:LRR 9	1	16.666666666666664	1.0	LINGO2	6	134	20063	0.0
GOTERM_BP_DIRECT	GO:0016048~detection of temperature stimulus	1	16.666666666666664	1.0	TRPM3	6	4	16792	0.0
UP_SEQ_FEATURE	repeat:LRR 8	1	16.666666666666664	1.0	LINGO2	6	148	20063	0.0
UP_KEYWORDS	Phosphoprotein	1	16.666666666666664	1.0	FAM189A2	6	8246	20581	0.0
UP_SEQ_FEATURE	repeat:LRR 7	1	16.666666666666664	1.0	LINGO2	6	176	20063	0.0
UP_SEQ_FEATURE	repeat:LRR 6	1	16.666666666666664	1.0	LINGO2	6	209	20063	0.0
UP_SEQ_FEATURE	repeat:LRR 5	1	16.666666666666664	1.0	LINGO2	6	231	20063	0.0
UP_SEQ_FEATURE	repeat:LRR 4	1	16.666666666666664	1.0	LINGO2	6	255	20063	0.0
UP_SEQ_FEATURE	topological domain:Vesicular	1	16.666666666666664	1.0	EQTN	6	41	20063	0.0
UP_KEYWORDS	Leucine-rich repeat	1	16.666666666666664	1.0	LINGO2	6	311	20581	0.0
UP_SEQ_FEATURE	repeat:LRR 3	1	16.666666666666664	1.0	LINGO2	6	302	20063	0.0
INTERPRO	IPR013098:Immunoglobulin I-set	1	16.666666666666664	1.0	LINGO2	6	141	18559	0.0
UP_KEYWORDS	Coiled coil	1	16.666666666666664	1.0	TRPM3	6	3036	20581	0.0
UP_SEQ_FEATURE	repeat:LRR 2	1	16.666666666666664	1.0	LINGO2	6	322	20063	0.0
INTERPRO	IPR001611:Leucine-rich repeat	1	16.666666666666664	1.0	LINGO2	6	263	18559	0.0
UP_SEQ_FEATURE	repeat:LRR 13	1	16.666666666666664	1.0	LINGO2	6	75	20063	0.0
UP_SEQ_FEATURE	repeat:LRR 12	1	16.666666666666664	1.0	LINGO2	6	90	20063	0.0
UP_SEQ_FEATURE	repeat:LRR 11	1	16.666666666666664	1.0	LINGO2	6	101	20063	0.0
UP_SEQ_FEATURE	repeat:LRR 10	1	16.666666666666664	1.0	LINGO2	6	116	20063	0.0
UP_SEQ_FEATURE	repeat:LRR 1	1	16.666666666666664	1.0	LINGO2	6	321	20063	0.0
GOTERM_BP_DIRECT	GO:0051965~positive regulation of synapse assembly	1	16.666666666666664	1.0	LINGO2	6	62	16792	0.0
