Gene Cluster 1
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment
UP_SEQ_FEATURE	domain:KRAB	44	81.48148148148148	3.9080917566721226E-69	ZNF613, ZNF808, ZNF614, HKR1, ZNF17, ZNF583, ZNF534, ZNF347, ZNF615, ZNF829, ZNF616, ZNF350, ZNF540, ZNF471, ZNF420, ZNF607, ZNF606, ZNF577, ZNF527, ZNF528, ZNF529, ZNF566, ZNF568, ZNF567, ZNF569, ZNF667, ZNF790, ZNF649, ZNF792, ZNF221, ZNF793, ZNF836, ZNF585A, ZNF549, ZNF585B, ZFP82, ZNF461, ZNF383, ZNF550, ZNF551, ZNF432, ZNF570, ZNF571, ZNF573	54	343	20063	48.36897286387083
UP_SEQ_FEATURE	zinc finger region:C2H2-type 6	47	87.03703703703704	5.01240576615986E-69	ZNF613, ZNF808, ZNF614, HKR1, ZNF583, ZNF534, ZNF347, ZNF345, ZNF615, ZNF829, ZNF616, ZNF350, ZNF578, ZNF540, ZNF71, ZNF471, ZNF420, ZNF607, ZNF606, ZNF577, ZNF527, ZNF528, ZNF529, ZNF566, ZNF568, ZNF567, ZNF569, ZNF260, ZNF667, ZNF790, ZNF649, ZNF792, ZNF221, ZNF836, ZNF585A, ZNF549, ZNF585B, ZNF665, ZFP82, ZNF461, ZNF383, ZNF550, ZNF551, ZNF432, ZNF570, ZNF571, ZNF573	54	501	20063	35.42522647013665
UP_SEQ_FEATURE	zinc finger region:C2H2-type 9	44	81.48148148148148	7.535911937254057E-67	ZNF613, ZNF808, ZNF614, HKR1, ZNF17, ZNF583, ZNF534, ZNF347, ZNF345, ZNF615, ZNF829, ZNF616, ZNF578, ZNF540, ZNF71, ZNF471, ZNF420, ZNF607, ZNF606, ZNF527, ZNF528, ZNF529, ZNF568, ZNF567, ZNF569, ZNF260, ZNF667, ZNF790, ZNF649, ZNF792, ZNF221, ZNF836, ZNF585A, ZNF549, ZNF585B, ZNF665, ZFP82, ZNF461, ZNF383, ZNF432, ZNF551, ZNF570, ZNF571, ZNF573	54	385	20063	43.09235764235765
UP_SEQ_FEATURE	zinc finger region:C2H2-type 11	42	77.77777777777779	1.1229346890367352E-66	ZNF613, ZNF808, ZNF614, HKR1, ZNF17, ZNF583, ZNF534, ZNF347, ZNF345, ZNF615, ZNF616, ZNF578, ZNF540, ZNF71, ZNF471, ZNF607, ZNF420, ZNF606, ZNF527, ZNF528, ZNF529, ZNF568, ZNF567, ZNF569, ZNF260, ZNF667, ZNF790, ZNF792, ZNF221, ZNF836, ZNF585A, ZNF549, ZNF585B, ZNF665, ZFP82, ZNF461, ZNF383, ZNF432, ZNF551, ZNF570, ZNF571, ZNF573	54	301	20063	52.55449782775364
SMART	SM00349:KRAB	48	88.88888888888889	6.865536792202913E-61	ZNF613, ZNF808, ZNF614, HKR1, ZNF17, ZNF274, ZNF583, ZNF534, ZNF347, ZNF615, ZNF829, ZNF616, ZNF350, ZNF850, ZNF578, ZNF540, ZNF471, ZNF420, ZNF607, ZNF606, ZNF577, ZNF527, ZNF528, ZNF529, ZNF566, ZNF568, ZNF567, ZNF569, ZNF667, ZNF790, ZNF649, ZNF792, ZNF221, ZNF793, ZNF836, ZNF585A, ZNF549, ZNF585B, ZFP82, ZNF749, ZNF461, ZNF383, ZNF550, ZNF551, ZNF432, ZNF570, ZNF571, ZNF573	54	392	10057	22.329884731670443
SMART	SM00355:ZnF_C2H2	54	100.0	7.384706604739651E-61	HKR1, ZNF17, ZNF583, ZNF534, ZNF781, ZNF347, ZNF345, ZNF829, ZNF350, ZNF578, ZNF540, ZNF577, ZNF790, ZNF649, ZNF792, ZNF793, ZNF549, ZFP82, ZNF749, ZNF383, ZNF550, ZNF551, ZNF432, ZNF613, ZNF808, ZNF614, ZNF274, ZNF615, ZNF616, ZNF850, ZNF71, ZNF471, ZNF607, ZNF420, ZNF606, ZNF527, ZNF528, ZNF529, ZNF566, ZNF568, ZNF567, ZNF260, ZNF569, ZNF667, ZNF221, ZSCAN4, ZNF836, ZNF585A, ZNF665, ZNF585B, ZNF461, ZNF570, ZNF571, ZNF573	54	762	10057	12.953752308739185
UP_SEQ_FEATURE	zinc finger region:C2H2-type 12	38	70.37037037037037	6.131222370722519E-60	ZNF613, ZNF808, ZNF614, HKR1, ZNF17, ZNF583, ZNF534, ZNF347, ZNF345, ZNF615, ZNF616, ZNF578, ZNF540, ZNF71, ZNF471, ZNF607, ZNF420, ZNF606, ZNF527, ZNF528, ZNF568, ZNF567, ZNF569, ZNF260, ZNF667, ZNF790, ZNF792, ZNF221, ZNF836, ZNF585A, ZNF549, ZNF585B, ZNF665, ZFP82, ZNF432, ZNF551, ZNF571, ZNF573	54	256	20063	55.76404747596153
UP_KEYWORDS	Zinc-finger	54	100.0	2.2971685111828663E-57	HKR1, ZNF17, ZNF583, ZNF534, ZNF781, ZNF347, ZNF345, ZNF829, ZNF350, ZNF578, ZNF540, ZNF577, ZNF790, ZNF649, ZNF792, ZNF793, ZNF549, ZFP82, ZNF749, ZNF383, ZNF550, ZNF551, ZNF432, ZNF613, ZNF808, ZNF614, ZNF274, ZNF615, ZNF616, ZNF850, ZNF71, ZNF471, ZNF607, ZNF420, ZNF606, ZNF527, ZNF528, ZNF529, ZNF566, ZNF568, ZNF567, ZNF260, ZNF569, ZNF667, ZNF221, ZSCAN4, ZNF836, ZNF585A, ZNF665, ZNF585B, ZNF461, ZNF570, ZNF571, ZNF573	54	1781	20581	11.341869944059725
GOTERM_MF_DIRECT	GO:0003676~nucleic acid binding	50	92.5925925925926	2.547547392220698E-56	ZNF613, ZNF808, ZNF614, HKR1, ZNF17, ZNF274, ZNF583, ZNF534, ZNF781, ZNF347, ZNF345, ZNF615, ZNF616, ZNF350, ZNF850, ZNF578, ZNF540, ZNF471, ZNF420, ZNF607, ZNF606, ZNF577, ZNF527, ZNF528, ZNF529, ZNF566, ZNF568, ZNF567, ZNF569, ZNF260, ZNF667, ZNF790, ZNF649, ZNF792, ZNF221, ZNF793, ZNF836, ZNF585A, ZNF549, ZNF585B, ZFP82, ZNF749, ZNF461, ZNF383, ZNF550, ZNF551, ZNF432, ZNF570, ZNF571, ZNF573	54	985	16881	15.551212633953751
UP_SEQ_FEATURE	zinc finger region:C2H2-type 2	43	79.62962962962963	1.578675161396273E-55	ZNF613, ZNF808, HKR1, ZNF17, ZNF274, ZNF583, ZNF534, ZNF781, ZNF347, ZNF345, ZNF615, ZNF616, ZNF350, ZNF540, ZNF71, ZNF471, ZNF420, ZNF577, ZNF527, ZNF528, ZNF566, ZNF568, ZNF567, ZNF569, ZNF260, ZNF667, ZNF790, ZNF649, ZNF221, ZNF793, ZSCAN4, ZNF836, ZNF585A, ZNF585B, ZNF665, ZFP82, ZNF461, ZNF383, ZNF550, ZNF551, ZNF432, ZNF570, ZNF573	54	615	20063	26.349155722326454
GOTERM_BP_DIRECT	GO:0006355~regulation of transcription, DNA-templated	53	98.14814814814815	6.973007054544195E-54	HKR1, ZNF17, ZNF583, ZNF534, ZNF781, ZNF347, ZNF829, ZNF350, ZNF578, ZNF540, ZNF577, ZNF790, ZNF649, ZNF792, ZNF793, ZNF549, ZFP82, ZNF749, ZNF383, ZNF550, ZNF551, ZNF432, ZNF613, ZNF808, ZNF614, ZNF274, ZNF615, ZNF616, ZNF850, ZNF71, ZNF471, ZNF607, ZNF420, ZNF606, ZNF527, ZNF528, ZNF529, ZNF566, ZNF568, ZNF567, ZNF260, ZNF569, ZNF667, ZNF221, ZSCAN4, ZNF836, ZNF585A, ZNF665, ZNF585B, ZNF461, ZNF570, ZNF571, ZNF573	54	1504	16792	10.75137903861308
UP_SEQ_FEATURE	zinc finger region:C2H2-type 13	33	61.111111111111114	5.514635184273593E-52	ZNF808, HKR1, ZNF17, ZNF534, ZNF347, ZNF345, ZNF615, ZNF616, ZNF540, ZNF71, ZNF471, ZNF607, ZNF420, ZNF606, ZNF528, ZNF568, ZNF567, ZNF569, ZNF260, ZNF667, ZNF790, ZNF792, ZNF221, ZNF836, ZNF585A, ZNF549, ZNF585B, ZNF665, ZFP82, ZNF432, ZNF551, ZNF571, ZNF573	54	204	20063	60.52187028657617
UP_SEQ_FEATURE	zinc finger region:C2H2-type 1	40	74.07407407407408	4.892770012837083E-51	ZNF613, HKR1, ZNF17, ZNF274, ZNF583, ZNF534, ZNF781, ZNF345, ZNF615, ZNF829, ZNF616, ZNF350, ZNF540, ZNF71, ZNF471, ZNF420, ZNF607, ZNF528, ZNF568, ZNF569, ZNF260, ZNF667, ZNF649, ZNF792, ZNF221, ZNF793, ZSCAN4, ZNF836, ZNF585A, ZNF585B, ZNF665, ZFP82, ZNF461, ZNF383, ZNF550, ZNF432, ZNF551, ZNF570, ZNF571, ZNF573	54	554	20063	27.16110108303249
UP_KEYWORDS	Zinc	54	100.0	6.391132003201551E-51	HKR1, ZNF17, ZNF583, ZNF534, ZNF781, ZNF347, ZNF345, ZNF829, ZNF350, ZNF578, ZNF540, ZNF577, ZNF790, ZNF649, ZNF792, ZNF793, ZNF549, ZFP82, ZNF749, ZNF383, ZNF550, ZNF551, ZNF432, ZNF613, ZNF808, ZNF614, ZNF274, ZNF615, ZNF616, ZNF850, ZNF71, ZNF471, ZNF607, ZNF420, ZNF606, ZNF527, ZNF528, ZNF529, ZNF566, ZNF568, ZNF567, ZNF260, ZNF569, ZNF667, ZNF221, ZSCAN4, ZNF836, ZNF585A, ZNF665, ZNF585B, ZNF461, ZNF570, ZNF571, ZNF573	54	2348	20581	8.603011230992491
UP_KEYWORDS	Transcription	54	100.0	1.9768763103428973E-50	HKR1, ZNF17, ZNF583, ZNF534, ZNF781, ZNF347, ZNF345, ZNF829, ZNF350, ZNF578, ZNF540, ZNF577, ZNF790, ZNF649, ZNF792, ZNF793, ZNF549, ZFP82, ZNF749, ZNF383, ZNF550, ZNF551, ZNF432, ZNF613, ZNF808, ZNF614, ZNF274, ZNF615, ZNF616, ZNF850, ZNF71, ZNF471, ZNF607, ZNF420, ZNF606, ZNF527, ZNF528, ZNF529, ZNF566, ZNF568, ZNF567, ZNF260, ZNF569, ZNF667, ZNF221, ZSCAN4, ZNF836, ZNF585A, ZNF665, ZNF585B, ZNF461, ZNF570, ZNF571, ZNF573	54	2398	20581	8.423632347944274
GOTERM_MF_DIRECT	GO:0046872~metal ion binding	54	100.0	2.67278203121827E-49	HKR1, ZNF17, ZNF583, ZNF534, ZNF781, ZNF347, ZNF345, ZNF829, ZNF350, ZNF578, ZNF540, ZNF577, ZNF790, ZNF649, ZNF792, ZNF793, ZNF549, ZFP82, ZNF749, ZNF383, ZNF550, ZNF551, ZNF432, ZNF613, ZNF808, ZNF614, ZNF274, ZNF615, ZNF616, ZNF850, ZNF71, ZNF471, ZNF607, ZNF420, ZNF606, ZNF527, ZNF528, ZNF529, ZNF566, ZNF568, ZNF567, ZNF260, ZNF569, ZNF667, ZNF221, ZSCAN4, ZNF836, ZNF585A, ZNF665, ZNF585B, ZNF461, ZNF570, ZNF571, ZNF573	54	2069	16881	8.00792116427689
UP_KEYWORDS	DNA-binding	52	96.29629629629629	5.217886114074648E-49	HKR1, ZNF17, ZNF583, ZNF534, ZNF781, ZNF347, ZNF345, ZNF829, ZNF350, ZNF578, ZNF540, ZNF577, ZNF790, ZNF649, ZNF792, ZNF793, ZNF549, ZFP82, ZNF749, ZNF383, ZNF550, ZNF551, ZNF432, ZNF808, ZNF613, ZNF614, ZNF274, ZNF615, ZNF616, ZNF850, ZNF71, ZNF471, ZNF607, ZNF420, ZNF606, ZNF527, ZNF528, ZNF529, ZNF566, ZNF568, ZNF567, ZNF260, ZNF569, ZNF667, ZNF221, ZSCAN4, ZNF836, ZNF665, ZNF461, ZNF570, ZNF571, ZNF573	54	2050	20581	9.481761517615176
UP_KEYWORDS	Transcription regulation	53	98.14814814814815	1.8793019570077355E-48	HKR1, ZNF17, ZNF583, ZNF534, ZNF781, ZNF347, ZNF345, ZNF829, ZNF350, ZNF578, ZNF540, ZNF577, ZNF790, ZNF649, ZNF792, ZNF793, ZNF549, ZFP82, ZNF749, ZNF383, ZNF550, ZNF551, ZNF432, ZNF613, ZNF614, ZNF274, ZNF615, ZNF616, ZNF850, ZNF71, ZNF471, ZNF607, ZNF420, ZNF606, ZNF527, ZNF528, ZNF529, ZNF566, ZNF568, ZNF567, ZNF260, ZNF569, ZNF667, ZNF221, ZSCAN4, ZNF836, ZNF585A, ZNF665, ZNF585B, ZNF461, ZNF570, ZNF571, ZNF573	54	2332	20581	8.498602375960866
GOTERM_BP_DIRECT	GO:0006351~transcription, DNA-templated	53	98.14814814814815	6.971328818809181E-48	HKR1, ZNF17, ZNF583, ZNF534, ZNF781, ZNF347, ZNF829, ZNF350, ZNF578, ZNF540, ZNF577, ZNF790, ZNF649, ZNF792, ZNF793, ZNF549, ZFP82, ZNF749, ZNF383, ZNF550, ZNF551, ZNF432, ZNF613, ZNF808, ZNF614, ZNF274, ZNF615, ZNF616, ZNF850, ZNF71, ZNF471, ZNF607, ZNF420, ZNF606, ZNF527, ZNF528, ZNF529, ZNF566, ZNF568, ZNF567, ZNF260, ZNF569, ZNF667, ZNF221, ZSCAN4, ZNF836, ZNF585A, ZNF665, ZNF585B, ZNF461, ZNF570, ZNF571, ZNF573	54	1955	16792	8.271137633797482
GOTERM_CC_DIRECT	GO:0005622~intracellular	46	85.18518518518519	1.8336751633707313E-43	ZNF613, ZNF808, ZNF614, HKR1, ZNF17, ZNF274, ZNF583, ZNF534, ZNF347, ZNF615, ZNF616, ZNF350, ZNF850, ZNF578, ZNF540, ZNF471, ZNF420, ZNF607, ZNF606, ZNF577, ZNF527, ZNF528, ZNF529, ZNF566, ZNF568, ZNF567, ZNF569, ZNF667, ZNF790, ZNF649, ZNF221, ZNF793, ZNF836, ZNF585A, ZNF549, ZNF585B, ZFP82, ZNF749, ZNF461, ZNF383, ZNF550, ZNF551, ZNF432, ZNF570, ZNF571, ZNF573	54	1332	18224	11.4014014014014
UP_SEQ_FEATURE	zinc finger region:C2H2-type 15	26	48.148148148148145	6.764092945565398E-42	ZNF808, ZNF17, ZNF534, ZNF347, ZNF345, ZNF615, ZNF616, ZNF540, ZNF471, ZNF607, ZNF420, ZNF606, ZNF528, ZNF568, ZNF567, ZNF569, ZNF667, ZNF221, ZNF836, ZNF549, ZNF585A, ZNF585B, ZNF665, ZNF432, ZNF571, ZNF573	54	133	20063	72.52385772122614
UP_KEYWORDS	Metal-binding	54	100.0	9.739699020990646E-41	HKR1, ZNF17, ZNF583, ZNF534, ZNF781, ZNF347, ZNF345, ZNF829, ZNF350, ZNF578, ZNF540, ZNF577, ZNF790, ZNF649, ZNF792, ZNF793, ZNF549, ZFP82, ZNF749, ZNF383, ZNF550, ZNF551, ZNF432, ZNF613, ZNF808, ZNF614, ZNF274, ZNF615, ZNF616, ZNF850, ZNF71, ZNF471, ZNF607, ZNF420, ZNF606, ZNF527, ZNF528, ZNF529, ZNF566, ZNF568, ZNF567, ZNF260, ZNF569, ZNF667, ZNF221, ZSCAN4, ZNF836, ZNF585A, ZNF665, ZNF585B, ZNF461, ZNF570, ZNF571, ZNF573	54	3640	20581	5.549414936914937
UP_SEQ_FEATURE	zinc finger region:C2H2-type 14	26	48.148148148148145	5.1557187608232986E-40	ZNF808, ZNF17, ZNF534, ZNF345, ZNF615, ZNF616, ZNF540, ZNF471, ZNF607, ZNF420, ZNF606, ZNF528, ZNF568, ZNF567, ZNF569, ZNF667, ZNF221, ZNF836, ZNF549, ZNF585A, ZNF585B, ZNF665, ZNF432, ZNF551, ZNF571, ZNF573	54	156	20063	61.83123767258383
GOTERM_MF_DIRECT	GO:0003700~transcription factor activity, sequence-specific DNA binding	38	70.37037037037037	2.745807253043867E-34	ZNF613, ZNF808, ZNF274, ZNF583, ZNF534, ZNF345, ZNF615, ZNF829, ZNF616, ZNF540, ZNF71, ZNF471, ZNF607, ZNF420, ZNF606, ZNF577, ZNF528, ZNF568, ZNF567, ZNF260, ZNF790, ZNF649, ZNF792, ZNF221, ZNF793, ZSCAN4, ZNF836, ZNF585A, ZNF549, ZNF585B, ZFP82, ZNF461, ZNF383, ZNF432, ZNF551, ZNF570, ZNF571, ZNF573	54	961	16881	12.0360157243612
UP_KEYWORDS	Nucleus	54	100.0	2.773300481620432E-32	HKR1, ZNF17, ZNF583, ZNF534, ZNF781, ZNF347, ZNF345, ZNF829, ZNF350, ZNF578, ZNF540, ZNF577, ZNF790, ZNF649, ZNF792, ZNF793, ZNF549, ZFP82, ZNF749, ZNF383, ZNF550, ZNF551, ZNF432, ZNF613, ZNF808, ZNF614, ZNF274, ZNF615, ZNF616, ZNF850, ZNF71, ZNF471, ZNF607, ZNF420, ZNF606, ZNF527, ZNF528, ZNF529, ZNF566, ZNF568, ZNF567, ZNF260, ZNF569, ZNF667, ZNF221, ZSCAN4, ZNF836, ZNF585A, ZNF665, ZNF585B, ZNF461, ZNF570, ZNF571, ZNF573	54	5244	20581	3.851996638133175
GOTERM_MF_DIRECT	GO:0003677~DNA binding	41	75.92592592592592	1.0446484595989366E-29	ZNF808, ZNF614, HKR1, ZNF17, ZNF534, ZNF781, ZNF347, ZNF345, ZNF615, ZNF829, ZNF616, ZNF350, ZNF850, ZNF578, ZNF540, ZNF71, ZNF471, ZNF420, ZNF607, ZNF606, ZNF577, ZNF527, ZNF528, ZNF529, ZNF566, ZNF568, ZNF569, ZNF260, ZNF667, ZNF790, ZNF221, ZNF836, ZNF665, ZFP82, ZNF749, ZNF461, ZNF383, ZNF550, ZNF432, ZNF571, ZNF573	54	1674	16881	7.469799548652595
UP_SEQ_FEATURE	zinc finger region:C2H2-type 16	17	31.48148148148148	4.225059161954408E-25	ZNF808, ZNF17, ZNF569, ZNF347, ZNF836, ZNF585A, ZNF585B, ZNF665, ZNF615, ZNF616, ZNF540, ZNF432, ZNF607, ZNF420, ZNF606, ZNF571, ZNF573	54	103	20063	59.93427931292008
GOTERM_CC_DIRECT	GO:0005634~nucleus	52	96.29629629629629	7.654984384767526E-25	HKR1, ZNF17, ZNF583, ZNF534, ZNF781, ZNF347, ZNF345, ZNF829, ZNF350, ZNF578, ZNF540, ZNF577, ZNF790, ZNF649, ZNF792, ZNF793, ZNF549, ZFP82, ZNF749, ZNF383, ZNF550, ZNF551, ZNF432, ZNF808, ZNF613, ZNF614, ZNF274, ZNF615, ZNF616, ZNF850, ZNF71, ZNF471, ZNF607, ZNF606, ZNF527, ZNF528, ZNF529, ZNF566, ZNF568, ZNF567, ZNF569, ZNF667, ZNF221, ZSCAN4, ZNF836, ZNF585A, ZNF665, ZNF585B, ZNF461, ZNF570, ZNF571, ZNF573	54	5415	18224	3.1784959474710166
UP_SEQ_FEATURE	zinc finger region:C2H2-type 17	15	27.77777777777778	1.2818997253594788E-22	ZNF808, ZNF17, ZNF569, ZNF347, ZNF836, ZNF585A, ZNF585B, ZNF665, ZNF615, ZNF616, ZNF540, ZNF420, ZNF607, ZNF571, ZNF573	54	82	20063	65.87288930581613
UP_SEQ_FEATURE	zinc finger region:C2H2-type 18	11	20.37037037037037	7.033392621350296E-16	ZNF808, ZNF569, ZNF347, ZNF420, ZNF607, ZNF585A, ZNF585B, ZNF665, ZNF615, ZNF616, ZNF573	54	65	20063	59.357988165680474
UP_SEQ_FEATURE	zinc finger region:C2H2-type 19	10	18.51851851851852	1.0271361038794606E-14	ZNF808, ZNF347, ZNF420, ZNF836, ZNF607, ZNF585A, ZNF585B, ZNF615, ZNF616, ZNF573	54	54	20063	64.3044871794872
UP_SEQ_FEATURE	zinc finger region:C2H2-type 1; degenerate	11	20.37037037037037	5.345061707555603E-13	ZNF527, ZNF808, ZNF529, ZNF566, ZNF567, ZNF578, ZNF790, ZNF347, ZNF549, ZNF606, ZNF577	54	123	20063	31.36804252657911
UP_SEQ_FEATURE	zinc finger region:C2H2-type 2; degenerate	8	14.814814814814813	8.546950730134019E-10	ZNF614, ZNF529, ZNF578, ZNF792, ZNF607, ZNF549, ZNF606, ZNF829	54	76	20063	35.536690283400816
UP_SEQ_FEATURE	zinc finger region:C2H2-type 20	6	11.11111111111111	3.082442759020324E-8	ZNF808, ZNF836, ZNF607, ZNF585A, ZNF585B, ZNF616	54	36	20063	53.58707264957265
