Gene Cluster 1
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment
UP_SEQ_FEATURE	chain:Olfactory receptor 4P4	1	4.3478260869565215	1.0	OR4P4	23	1	20063	0.0
UP_SEQ_FEATURE	chain:Olfactory receptor 8K3	1	4.3478260869565215	1.0	OR8K3	23	1	20063	0.0
UP_SEQ_FEATURE	chain:Olfactory receptor 5D18	1	4.3478260869565215	1.0	OR5D18	23	1	20063	0.0
UP_SEQ_FEATURE	chain:Olfactory receptor 8K1	1	4.3478260869565215	1.0	OR8K1	23	1	20063	0.0
UP_SEQ_FEATURE	chain:Olfactory receptor 5D16	1	4.3478260869565215	1.0	OR5D16	23	1	20063	0.0
UP_SEQ_FEATURE	chain:Olfactory receptor 5D14	1	4.3478260869565215	1.0	OR5D14	23	1	20063	0.0
UP_SEQ_FEATURE	chain:Olfactory receptor 5D13	1	4.3478260869565215	1.0	OR5D13	23	1	20063	0.0
UP_SEQ_FEATURE	chain:Olfactory receptor 8I2	1	4.3478260869565215	1.0	OR8I2	23	1	20063	0.0
UP_SEQ_FEATURE	chain:Olfactory receptor 8H2	1	4.3478260869565215	1.0	OR8H2	23	1	20063	0.0
UP_KEYWORDS	Signal	1	4.3478260869565215	1.0	OR4C3	23	4160	20581	0.0
UP_SEQ_FEATURE	chain:Olfactory receptor 4C6	1	4.3478260869565215	1.0	OR4C6	23	1	20063	0.0
UP_SEQ_FEATURE	chain:Olfactory receptor 4C3	1	4.3478260869565215	1.0	OR4C3	23	1	20063	0.0
UP_SEQ_FEATURE	chain:Olfactory receptor 4B1	1	4.3478260869565215	1.0	OR4B1	23	1	20063	0.0
UP_SEQ_FEATURE	chain:Olfactory receptor 4A47	1	4.3478260869565215	1.0	OR4A47	23	2	20063	0.0
UP_SEQ_FEATURE	chain:Olfactory receptor 4A16	1	4.3478260869565215	1.0	OR4A16	23	1	20063	0.0
UP_SEQ_FEATURE	chain:Olfactory receptor 4A15	1	4.3478260869565215	1.0	OR4A15	23	1	20063	0.0
