Gene Cluster 1
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment
UP_SEQ_FEATURE	zinc finger region:C2H2-type 3	2	50.0	0.0623969199456441	ZNF680, ZNF713	4	636	20063	10.515199161425578
GOTERM_MF_DIRECT	GO:0003676~nucleic acid binding	2	50.0	0.16504269307454558	ZNF713, ZNF117	4	985	16881	4.284517766497462
UP_SEQ_FEATURE	zinc finger region:C2H2-type 10	1	25.0	1.0	ZNF680	4	341	20063	0.0
UP_KEYWORDS	Autism spectrum disorder	1	25.0	1.0	ZNF713	4	40	20581	0.0
GOTERM_MF_DIRECT	GO:0003700~transcription factor activity, sequence-specific DNA binding	1	25.0	1.0	ZNF117	4	961	16881	0.0
GOTERM_MF_DIRECT	GO:0008270~zinc ion binding	1	25.0	1.0	ZNF117	4	1169	16881	0.0
UP_SEQ_FEATURE	chain:Zinc finger protein 117	1	25.0	1.0	ZNF117	4	1	20063	0.0
UP_SEQ_FEATURE	compositionally biased region:Poly-Glu	1	25.0	1.0	ZNF713	4	531	20063	0.0
UP_SEQ_FEATURE	zinc finger region:C2H2-type 3; degenerate	1	25.0	1.0	ZNF117	4	41	20063	0.0
UP_SEQ_FEATURE	chain:Zinc finger protein 713	1	25.0	1.0	ZNF713	4	1	20063	0.0
UP_KEYWORDS	Triplet repeat expansion	1	25.0	1.0	ZNF713	4	30	20581	0.0
GOTERM_CC_DIRECT	GO:0005622~intracellular	1	25.0	1.0	ZNF713	4	1332	18224	0.0
UP_SEQ_FEATURE	zinc finger region:C2H2-type 1; degenerate	1	25.0	1.0	ZNF117	4	123	20063	0.0
UP_SEQ_FEATURE	chain:Zinc finger protein 680	1	25.0	1.0	ZNF680	4	1	20063	0.0
COG_ONTOLOGY	Transcription / Cell division and chromosome partitioning	1	25.0	1.0	ZNF713	4	69	2026	0.0
UP_SEQ_FEATURE	zinc finger region:C2H2-type 12	1	25.0	1.0	ZNF680	4	256	20063	0.0
UP_SEQ_FEATURE	zinc finger region:C2H2-type 10; degenerate	1	25.0	1.0	ZNF117	4	14	20063	0.0
