#Name (cmd = mergePeaks /t1-data/user/ltamon/DPhil/GenomicContactDynamics/15_Motif/out_motif/chrALL_uniquebins_targCp21_bgrCp1_seed845_sampsize0.6/bg.clean.pos /t1-data/user/ltamon/DPhil/GenomicContactDynamics/15_Motif/out_motif/chrALL_uniquebins_targCp21_bgrCp1_seed845_sampsize0.6/target.clean..pos -d given -cobound 1 -prefix /t1-data/user/ltamon/DPhil/GenomicContactDynamics/15_Motif/out_motif/chrALL_uniquebins_targCp21_bgrCp1_seed845_sampsize0.6/0.267048593684198.2.tmp)	chr	start	end	strand	stat	stat2	/t1-data/user/ltamon/DPhil/GenomicContactDynamics/15_Motif/out_motif/chrALL_uniquebins_targCp21_bgrCp1_seed845_sampsize0.6/target.clean..pos
BG5847-chopped1	chr6	94520002	94560000	+	0.000	0.000	3411
BG11097-chopped1	chr13	75720002	75760000	+	0.000	0.000	6441
BG31595-chopped1	chr10	65760002	65800000	+	0.000	0.000	5584
BG7932-chopped1	chr6	101320002	101360000	+	0.000	0.000	7549
BG3725-chopped1	chr13	107640002	107680000	+	0.000	0.000	477
BG40237-chopped1	chr2	176120002	176160000	+	0.000	0.000	1879
BG11697-chopped1	chr9	88800002	88840000	+	0.000	0.000	2256
BG22270-chopped1	chr3	33960002	34000000	+	0.000	0.000	6994
BG9926-chopped1	chr11	84080002	84120000	+	0.000	0.000	6668
BG15503-chopped1	chr9	9920002	9960000	+	0.000	0.000	5316
BG6239-chopped1	chr10	67080002	67120000	+	0.000	0.000	3506
BG11497-chopped1	chr9	127280002	127320000	+	0.000	0.000	3125
BG23590-chopped1	chr11	26400002	26440000	+	0.000	0.000	4352
BG26631-chopped1	chr3	89960002	90000000	+	0.000	0.000	4000
BG36994-chopped1	chr7	67920002	67960000	+	0.000	0.000	4505
BG39153-chopped1	chr2	50560002	50600000	+	0.000	0.000	3543
BG22424-chopped1	chrX	10200002	10240000	+	0.000	0.000	3115
BG17061-chopped1	chr9	10400002	10440000	+	0.000	0.000	7554
BG42040-chopped1	chr13	88800002	88840000	+	0.000	0.000	5050
BG257-chopped1	chr2	146840002	146880000	+	0.000	0.000	4671
BG6839-chopped1	chr8	116120002	116160000	+	0.000	0.000	638
BG7277-chopped1	chr12	39400002	39440000	+	0.000	0.000	1107
BG35828-chopped1	chr10	111440002	111480000	+	0.000	0.000	4091
BG18381-chopped1	chr10	66040002	66080000	+	0.000	0.000	6170
BG1758-chopped1	chr13	81320002	81360000	+	0.000	0.000	2198
BG36266-chopped1	chr3	108840002	108880000	+	0.000	0.000	188
BG19255-chopped1	chr2	222840002	222880000	+	0.000	0.000	3607
BG17861-chopped1	chr4	132200002	132240000	+	0.000	0.000	4216
BG15576-chopped1	chr12	114360002	114400000	+	0.000	0.000	7352
BG41320-chopped1	chr9	106560002	106600000	+	0.000	0.000	7113
BG7077-chopped1	chr2	186280002	186320000	+	0.000	0.000	4022
BG38351-chopped1	chr7	87840002	87880000	+	0.000	0.000	1132
BG41875-chopped1	chr8	50000002	50040000	+	0.000	0.000	3039
BG33270-chopped1	chr13	32280002	32320000	+	0.000	0.000	5934
BG7322-chopped1	chr9	25520002	25560000	+	0.000	0.000	7800
BG1803-chopped1	chr4	10360002	10400000	+	0.000	0.000	4129
BG38151-chopped1	chr9	84880002	84920000	+	0.000	0.000	534
BG40600-chopped1	chr2	124440002	124480000	+	0.000	0.000	7366
BG40709-chopped1	chr3	118680002	118720000	+	0.000	0.000	7662
BG19855-chopped1	chr3	61840002	61880000	+	0.000	0.000	1056
BG41593-chopped1	chr7	54080002	54120000	+	0.000	0.000	5030
BG35264-chopped1	chr5	65360002	65400000	+	0.000	0.000	4278
BG21777-chopped1	chr4	120960002	121000000	+	0.000	0.000	4588
BG4235-chopped1	chr12	24720002	24760000	+	0.000	0.000	1075
BG2841-chopped1	chrX	14240002	14280000	+	0.000	0.000	2737
BG25256-chopped1	chr20	58400002	58440000	+	0.000	0.000	5362
BG33224-chopped1	chr10	108720002	108760000	+	0.000	0.000	6360
BG33670-chopped1	chr2	82080002	82120000	+	0.000	0.000	3451
BG4035-chopped1	chr12	78520002	78560000	+	0.000	0.000	1598
BG40227-chopped1	chr5	111240002	111280000	+	0.000	0.000	582
BG19809-chopped1	chr12	91240002	91280000	+	0.000	0.000	2289
BG10167-chopped1	chr3	20880002	20920000	+	0.000	0.000	2184
BG14292-chopped1	chr18	70200002	70240000	+	0.000	0.000	3753
BG38023-chopped1	chr6	145640002	145680000	+	0.000	0.000	4060
BG41547-chopped1	chr2	225680002	225720000	+	0.000	0.000	6471
BG6229-chopped1	chr14	34680002	34720000	+	0.000	0.000	6549
BG13772-chopped1	chr8	62120002	62160000	+	0.000	0.000	998
BG35218-chopped1	chr3	36680002	36720000	+	0.000	0.000	147
BG40591-chopped1	chr4	47520002	47560000	+	0.000	0.000	7395
BG20775-chopped1	chr9	84840002	84880000	+	0.000	0.000	7745
BG40827-chopped1	chr2	124960002	125000000	+	0.000	0.000	4419
BG3233-chopped1	chr9	84960002	85000000	+	0.000	0.000	1590
BG17051-chopped1	chr4	12760002	12800000	+	0.000	0.000	2225
BG247-chopped1	chr12	760002	800000	+	0.000	0.000	189
BG6829-chopped1	chr4	95040002	95080000	+	0.000	0.000	1042
BG10130-chopped1	chr4	24120002	24160000	+	0.000	0.000	843
BG25574-chopped1	chr2	155960002	156000000	+	0.000	0.000	1435
BG39943-chopped1	chr18	66480002	66520000	+	0.000	0.000	2045
BG41065-chopped1	chr2	39840002	39880000	+	0.000	0.000	6278
BG20493-chopped1	chr14	56240002	56280000	+	0.000	0.000	3838
BG40545-chopped1	chr5	118920002	118960000	+	0.000	0.000	5994
BG38978-chopped1	chr1	68840002	68880000	+	0.000	0.000	7388
BG25374-chopped1	chr4	168160002	168200000	+	0.000	0.000	6714
BG37903-chopped1	chr3	30800002	30840000	+	0.000	0.000	5102
BG17205-chopped1	chr15	65720002	65760000	+	0.000	0.000	5767
BG24854-chopped1	chr5	7720002	7760000	+	0.000	0.000	5799
BG15811-chopped1	chr4	148880002	148920000	+	0.000	0.000	553
BG13526-chopped1	chr13	62880002	62920000	+	0.000	0.000	7128
BG21167-chopped1	chr14	38440002	38480000	+	0.000	0.000	2335
BG847-chopped1	chr3	162360002	162400000	+	0.000	0.000	1589
BG41219-chopped1	chr8	59880002	59920000	+	0.000	0.000	2060
BG4507-chopped1	chr2	6520002	6560000	+	0.000	0.000	4130
BG15284-chopped1	chr12	13800002	13840000	+	0.000	0.000	4087
BG33060-chopped1	chr2	220640002	220680000	+	0.000	0.000	1915
BG39461-chopped1	chr3	66640002	66680000	+	0.000	0.000	2954
BG5827-chopped1	chr13	92440002	92480000	+	0.000	0.000	4963
BG32540-chopped1	chr3	28920002	28960000	+	0.000	0.000	6175
BG2031-chopped1	chr8	106960002	107000000	+	0.000	0.000	6222
BG29007-chopped1	chr7	14760002	14800000	+	0.000	0.000	454
BG8432-chopped1	chr18	42880002	42920000	+	0.000	0.000	6708
BG7030-chopped1	chr4	109000002	109040000	+	0.000	0.000	7791
BG20247-chopped1	chr6	27720002	27760000	+	0.000	0.000	5465
BG41819-chopped1	chr1	77920002	77960000	+	0.000	0.000	3594
BG11204-chopped1	chr6	57320002	57360000	+	0.000	0.000	3786
BG16203-chopped1	chr7	87600002	87640000	+	0.000	0.000	4143
BG365-chopped1	chr2	224480002	224520000	+	0.000	0.000	4763
BG24290-chopped1	chr13	89560002	89600000	+	0.000	0.000	4531
BG34534-chopped1	chr13	90480002	90520000	+	0.000	0.000	6954
BG36374-chopped1	chr13	72880002	72920000	+	0.000	0.000	2064
BG40663-chopped1	chr12	62440002	62480000	+	0.000	0.000	674
BG39088-chopped1	chr19	31400002	31440000	+	0.000	0.000	6158
BG3505-chopped1	chrX	96920002	96960000	+	0.000	0.000	4075
BG7630-chopped1	chr8	129880002	129920000	+	0.000	0.000	2758
BG31729-chopped1	chr5	10120002	10160000	+	0.000	0.000	1629
BG1784-chopped1	chr5	169480002	169520000	+	0.000	0.000	6040
BG98-chopped1	chr10	83160002	83200000	+	0.000	0.000	6134
BG8059-chopped1	chr6	99680002	99720000	+	0.000	0.000	5279
BG40581-chopped1	chr13	33080002	33120000	+	0.000	0.000	1471
BG29971-chopped1	chr10	129880002	129920000	+	0.000	0.000	2034
BG3305-chopped1	chr6	110400002	110440000	+	0.000	0.000	2351
BG7430-chopped1	chr9	81320002	81360000	+	0.000	0.000	736
BG35654-chopped1	chr2	196600002	196640000	+	0.000	0.000	3589
BG26611-chopped1	chr6	80560002	80600000	+	0.000	0.000	3330
BG1584-chopped1	chr9	114760002	114800000	+	0.000	0.000	7118
BG28451-chopped1	chr21	23720002	23760000	+	0.000	0.000	6904
BG11722-chopped1	chr5	60360002	60400000	+	0.000	0.000	7192
BG3223-chopped1	chr12	85760002	85800000	+	0.000	0.000	5520
BG10202-chopped1	chr2	6400002	6440000	+	0.000	0.000	1824
BG9624-chopped1	chr17	40240002	40280000	+	0.000	0.000	904
BG16603-chopped1	chr16	53640002	53680000	+	0.000	0.000	725
BG4098-chopped1	chr8	26720002	26760000	+	0.000	0.000	1048
BG25564-chopped1	chr4	55800002	55840000	+	0.000	0.000	7677
BG3023-chopped1	chr4	98560002	98600000	+	0.000	0.000	5357
BG18361-chopped1	chr9	43760002	43800000	+	0.000	0.000	6639
BG9424-chopped1	chr11	98760002	98800000	+	0.000	0.000	6890
BG21885-chopped1	chr2	144480002	144520000	+	0.000	0.000	6190
BG24044-chopped1	chr12	75680002	75720000	+	0.000	0.000	6846
BG1738-chopped1	chr4	13640002	13680000	+	0.000	0.000	2991
BG38413-chopped1	chr10	130680002	130720000	+	0.000	0.000	6126
BG30727-chopped1	chr21	26600002	26640000	+	0.000	0.000	2317
BG40535-chopped1	chr2	225720002	225760000	+	0.000	0.000	1612
BG38968-chopped1	chr7	10120002	10160000	+	0.000	0.000	2938
BG5217-chopped1	chr6	78720002	78760000	+	0.000	0.000	3460
BG20283-chopped1	chr1	214720002	214760000	+	0.000	0.000	5086
BG41855-chopped1	chr4	187600002	187640000	+	0.000	0.000	1339
BG27003-chopped1	chr14	40200002	40240000	+	0.000	0.000	3152
BG26684-chopped1	chr1	186240002	186280000	+	0.000	0.000	1551
BG34652-chopped1	chr4	118960002	119000000	+	0.000	0.000	5863
BG36928-chopped1	chr17	70840002	70880000	+	0.000	0.000	3340
BG5017-chopped1	chr17	50440002	50480000	+	0.000	0.000	135
BG10720-chopped1	chr4	79560002	79600000	+	0.000	0.000	3308
BG28323-chopped1	chr11	14240002	14280000	+	0.000	0.000	7653
BG34006-chopped1	chr4	160720002	160760000	+	0.000	0.000	7754
BG14836-chopped1	chr1	214480002	214520000	+	0.000	0.000	1652
BG32612-chopped1	chr3	105160002	105200000	+	0.000	0.000	7085
BG15601-chopped1	chr13	42960002	43000000	+	0.000	0.000	3255
BG23242-chopped1	chr6	23040002	23080000	+	0.000	0.000	2414
BG33050-chopped1	chr12	78840002	78880000	+	0.000	0.000	3544
BG27358-chopped1	chr13	65720002	65760000	+	0.000	0.000	1500
BG25964-chopped1	chr8	132000002	132040000	+	0.000	0.000	5151
BG33932-chopped1	chr7	144280002	144320000	+	0.000	0.000	2470
BG24562-chopped1	chr12	94400002	94440000	+	0.000	0.000	1775
BG23042-chopped1	chr9	92000002	92040000	+	0.000	0.000	192
BG2576-chopped1	chr14	42040002	42080000	+	0.000	0.000	7792
BG5617-chopped1	chr9	82520002	82560000	+	0.000	0.000	956
BG9742-chopped1	chr3	37160002	37200000	+	0.000	0.000	53
BG12269-chopped1	chr18	3880002	3920000	+	0.000	0.000	4956
BG41373-chopped1	chr13	67080002	67120000	+	0.000	0.000	7687
BG32330-chopped1	chr20	19360002	19400000	+	0.000	0.000	287
BG4215-chopped1	chr15	37480002	37520000	+	0.000	0.000	7040
BG17268-chopped1	chr4	29400002	29440000	+	0.000	0.000	3490
BG4661-chopped1	chr7	14240002	14280000	+	0.000	0.000	5978
BG31810-chopped1	chr7	95560002	95600000	+	0.000	0.000	2244
BG5535-chopped1	chr7	70160002	70200000	+	0.000	0.000	5191
BG26556-chopped1	chr9	66480002	66520000	+	0.000	0.000	3397
BG2621-chopped1	chr3	138160002	138200000	+	0.000	0.000	1450
BG25036-chopped1	chr2	60160002	60200000	+	0.000	0.000	4370
BG30845-chopped1	chr16	17120002	17160000	+	0.000	0.000	7010
BG33004-chopped1	chr7	83440002	83480000	+	0.000	0.000	7
BG39405-chopped1	chr14	30920002	30960000	+	0.000	0.000	7614
BG14708-chopped1	chr9	119640002	119680000	+	0.000	0.000	7102
BG33559-chopped1	chr1	97880002	97920000	+	0.000	0.000	506
BG41091-chopped1	chr4	54560002	54600000	+	0.000	0.000	2625
BG35399-chopped1	chr11	96800002	96840000	+	0.000	0.000	3613
BG27121-chopped1	chr4	136960002	137000000	+	0.000	0.000	6926
BG8940-chopped1	chr4	126240002	126280000	+	0.000	0.000	2440
BG2094-chopped1	chr15	96880002	96920000	+	0.000	0.000	1803
BG25836-chopped1	chr6	148120002	148160000	+	0.000	0.000	3595
BG22040-chopped1	chr10	51800002	51840000	+	0.000	0.000	5613
BG24316-chopped1	chr22	33440002	33480000	+	0.000	0.000	4314
BG12787-chopped1	chrX	122040002	122080000	+	0.000	0.000	4506
BG24880-chopped1	chr3	111640002	111680000	+	0.000	0.000	2017
BG22595-chopped1	chr1	76520002	76560000	+	0.000	0.000	5042
BG30563-chopped1	chr13	57880002	57920000	+	0.000	0.000	6688
BG34679-chopped1	chr12	79800002	79840000	+	0.000	0.000	7751
BG33604-chopped1	chr4	29800002	29840000	+	0.000	0.000	7506
BG20109-chopped1	chr12	59160002	59200000	+	0.000	0.000	2937
BG20555-chopped1	chr10	8280002	8320000	+	0.000	0.000	4728
BG35999-chopped1	chr10	109440002	109480000	+	0.000	0.000	4926
BG21320-chopped1	chr9	3200002	3240000	+	0.000	0.000	3999
BG21429-chopped1	chr6	85040002	85080000	+	0.000	0.000	5797
BG14226-chopped1	chr7	144400002	144440000	+	0.000	0.000	3166
BG16066-chopped1	chr13	54320002	54360000	+	0.000	0.000	6127
BG30281-chopped1	chr13	104840002	104880000	+	0.000	0.000	3274
BG13270-chopped1	chr2	103440002	103480000	+	0.000	0.000	1957
BG40525-chopped1	chr5	92080002	92120000	+	0.000	0.000	852
BG16311-chopped1	chr7	104600002	104640000	+	0.000	0.000	69
BG7047-chopped1	chr3	176400002	176440000	+	0.000	0.000	3070
BG14590-chopped1	chr13	91720002	91760000	+	0.000	0.000	5627
BG36918-chopped1	chr18	64840002	64880000	+	0.000	0.000	5800
BG19907-chopped1	chr3	177040002	177080000	+	0.000	0.000	2028
BG27994-chopped1	chr6	138920002	138960000	+	0.000	0.000	7356
BG11139-chopped1	chr1	55760002	55800000	+	0.000	0.000	1523
BG33040-chopped1	chr15	98000002	98040000	+	0.000	0.000	2294
BG12350-chopped1	chr7	8600002	8640000	+	0.000	0.000	6862
BG7647-chopped1	chr5	46160002	46200000	+	0.000	0.000	515
BG39996-chopped1	chr7	96120002	96160000	+	0.000	0.000	2299
BG34360-chopped1	chr7	108040002	108080000	+	0.000	0.000	6945
BG8412-chopped1	chr2	157680002	157720000	+	0.000	0.000	5885
BG40043-chopped1	chr2	142920002	142960000	+	0.000	0.000	1507
BG25308-chopped1	chr4	92120002	92160000	+	0.000	0.000	3743
BG30681-chopped1	chr8	115080002	115120000	+	0.000	0.000	1942
BG21747-chopped1	chr9	24840002	24880000	+	0.000	0.000	6313
BG31555-chopped1	chr5	15840002	15880000	+	0.000	0.000	5182
BG12259-chopped1	chr8	73560002	73600000	+	0.000	0.000	6220
BG32320-chopped1	chr3	187600002	187640000	+	0.000	0.000	441
BG34160-chopped1	chr4	163040002	163080000	+	0.000	0.000	6147
BG14990-chopped1	chr3	85120002	85160000	+	0.000	0.000	7029
BG32875-chopped1	chr5	44440002	44480000	+	0.000	0.000	503
BG18023-chopped1	chr12	129480002	129520000	+	0.000	0.000	649
BG3686-chopped1	chr18	65520002	65560000	+	0.000	0.000	6351
BG19343-chopped1	chr3	178240002	178280000	+	0.000	0.000	1967
BG2611-chopped1	chr12	118000002	118040000	+	0.000	0.000	6282
BG145-chopped1	chr14	83880002	83920000	+	0.000	0.000	150
BG25908-chopped1	chr16	54920002	54960000	+	0.000	0.000	2788
BG16538-chopped1	chr13	90000002	90040000	+	0.000	0.000	5176
BG24506-chopped1	chr15	45960002	46000000	+	0.000	0.000	3470
BG35389-chopped1	chr2	58240002	58280000	+	0.000	0.000	941
BG32029-chopped1	chr11	106280002	106320000	+	0.000	0.000	5137
BG19143-chopped1	chr5	151480002	151520000	+	0.000	0.000	7156
BG15582-chopped1	chr8	70680002	70720000	+	0.000	0.000	3873
BG34760-chopped1	chr3	164840002	164880000	+	0.000	0.000	5989
BG6645-chopped1	chr8	118360002	118400000	+	0.000	0.000	381
BG41317-chopped1	chr12	85000002	85040000	+	0.000	0.000	5712
BG24306-chopped1	chr3	108600002	108640000	+	0.000	0.000	1452
BG7965-chopped1	chr12	75040002	75080000	+	0.000	0.000	5293
BG32393-chopped1	chr6	127080002	127120000	+	0.000	0.000	6680
BG39113-chopped1	chr2	18000002	18040000	+	0.000	0.000	2577
BG15818-chopped1	chr6	68600002	68640000	+	0.000	0.000	5257
BG27911-chopped1	chr5	6720002	6760000	+	0.000	0.000	7230
BG14862-chopped1	chr8	99520002	99560000	+	0.000	0.000	281
BG17021-chopped1	chr8	88600002	88640000	+	0.000	0.000	2473
BG36308-chopped1	chr9	121800002	121840000	+	0.000	0.000	4496
BG2238-chopped1	chr5	82880002	82920000	+	0.000	0.000	1359
BG17903-chopped1	chr12	126200002	126240000	+	0.000	0.000	6417
BG18341-chopped1	chr13	92360002	92400000	+	0.000	0.000	6677
BG7119-chopped1	chr2	146560002	146600000	+	0.000	0.000	1987
BG12822-chopped1	chr7	90200002	90240000	+	0.000	0.000	3393
BG22630-chopped1	chr11	22560002	22600000	+	0.000	0.000	4929
BG36672-chopped1	chr10	78160002	78200000	+	0.000	0.000	5440
BG15536-chopped1	chr1	180440002	180480000	+	0.000	0.000	829
BG38948-chopped1	chr3	181960002	182000000	+	0.000	0.000	7760
BG32993-chopped1	chr12	84920002	84960000	+	0.000	0.000	3363
BG18141-chopped1	chr11	99440002	99480000	+	0.000	0.000	581
BG20263-chopped1	chr1	99600002	99640000	+	0.000	0.000	884
BG19015-chopped1	chr4	187560002	187600000	+	0.000	0.000	3295
BG9759-chopped1	chr20	12120002	12160000	+	0.000	0.000	251
BG13060-chopped1	chr9	30520002	30560000	+	0.000	0.000	1843
BG24379-chopped1	chr4	164200002	164240000	+	0.000	0.000	1821
BG17621-chopped1	chr8	69480002	69520000	+	0.000	0.000	3260
BG32347-chopped1	chr3	26000002	26040000	+	0.000	0.000	789
BG36472-chopped1	chr6	163080002	163120000	+	0.000	0.000	5511
BG11775-chopped1	chr5	81960002	82000000	+	0.000	0.000	2547
BG381-chopped1	chr4	178640002	178680000	+	0.000	0.000	2949
BG29705-chopped1	chr16	62480002	62520000	+	0.000	0.000	954
BG16101-chopped1	chr6	14520002	14560000	+	0.000	0.000	2732
BG39513-chopped1	chr7	110760002	110800000	+	0.000	0.000	6791
BG12540-chopped1	chr5	55760002	55800000	+	0.000	0.000	4968
BG31391-chopped1	chr9	38440002	38480000	+	0.000	0.000	7235
BG10255-chopped1	chr4	31840002	31880000	+	0.000	0.000	5710
BG38111-chopped1	chr5	2840002	2880000	+	0.000	0.000	2386
BG14816-chopped1	chr13	103680002	103720000	+	0.000	0.000	6831
BG30307-chopped1	chr12	30920002	30960000	+	0.000	0.000	5335
BG34432-chopped1	chr12	122800002	122840000	+	0.000	0.000	309
BG6317-chopped1	chr4	31560002	31600000	+	0.000	0.000	3857
BG42073-chopped1	chr15	59440002	59480000	+	0.000	0.000	6263
BG30871-chopped1	chr2	157720002	157760000	+	0.000	0.000	7532
BG11575-chopped1	chr7	25600002	25640000	+	0.000	0.000	1518
BG181-chopped1	chr3	104000002	104040000	+	0.000	0.000	7141
BG29178-chopped1	chr4	101160002	101200000	+	0.000	0.000	2241
BG5361-chopped1	chr12	93160002	93200000	+	0.000	0.000	2558
BG18741-chopped1	chr11	83880002	83920000	+	0.000	0.000	6617
BG30225-chopped1	chr9	119000002	119040000	+	0.000	0.000	6608
BG36626-chopped1	chr6	161200002	161240000	+	0.000	0.000	6978
BG6681-chopped1	chr10	129360002	129400000	+	0.000	0.000	5897
BG40915-chopped1	chr10	130080002	130120000	+	0.000	0.000	2350
BG20217-chopped1	chr2	157160002	157200000	+	0.000	0.000	2005
BG32310-chopped1	chr2	84400002	84440000	+	0.000	0.000	1142
BG20581-chopped1	chr4	188040002	188080000	+	0.000	0.000	6858
BG29141-chopped1	chr5	166280002	166320000	+	0.000	0.000	715
BG24697-chopped1	chr9	83360002	83400000	+	0.000	0.000	5876
BG11529-chopped1	chr7	33520002	33560000	+	0.000	0.000	7682
BG40633-chopped1	chr8	117920002	117960000	+	0.000	0.000	3827
BG23622-chopped1	chr2	230680002	230720000	+	0.000	0.000	3002
BG29696-chopped1	chr3	22240002	22280000	+	0.000	0.000	7626
BG16092-chopped1	chr5	114120002	114160000	+	0.000	0.000	5040
BG32019-chopped1	chr8	85800002	85840000	+	0.000	0.000	6391
BG27101-chopped1	chr4	101280002	101320000	+	0.000	0.000	481
BG21255-chopped1	chr12	92120002	92160000	+	0.000	0.000	2735
BG17848-chopped1	chr4	136040002	136080000	+	0.000	0.000	7611
BG27656-chopped1	chr10	65400002	65440000	+	0.000	0.000	6649
BG5115-chopped1	chr4	56640002	56680000	+	0.000	0.000	2068
BG37464-chopped1	chr2	168120002	168160000	+	0.000	0.000	3366
BG28421-chopped1	chr20	36440002	36480000	+	0.000	0.000	6202
BG7955-chopped1	chr8	4720002	4760000	+	0.000	0.000	6772
BG32710-chopped1	chr12	97560002	97600000	+	0.000	0.000	4837
BG28976-chopped1	chr3	72560002	72600000	+	0.000	0.000	3494
BG38784-chopped1	chr2	200600002	200640000	+	0.000	0.000	869
BG21055-chopped1	chr7	67400002	67440000	+	0.000	0.000	4779
BG27456-chopped1	chr5	118360002	118400000	+	0.000	0.000	6168
BG26054-chopped1	chr7	85720002	85760000	+	0.000	0.000	5973
BG10727-chopped1	chr9	18760002	18800000	+	0.000	0.000	6589
BG7755-chopped1	chr5	91840002	91880000	+	0.000	0.000	411
BG35979-chopped1	chr7	111080002	111120000	+	0.000	0.000	4433
BG23249-chopped1	chr6	73640002	73680000	+	0.000	0.000	7298
BG24014-chopped1	chr4	70880002	70920000	+	0.000	0.000	6983
BG7673-chopped1	chr3	73960002	74000000	+	0.000	0.000	1062
BG5388-chopped1	chr6	62240002	62280000	+	0.000	0.000	1470
BG9949-chopped1	chr3	137920002	137960000	+	0.000	0.000	6187
