"","seqnames","start","end","width","strand","axis","ct"
"310","chr2",2192,2193,2,"*","x","LV"
"317","chr2",2767,2768,2,"*","x","LV"
"325","chr2",2192,2193,2,"*","y","LV"
"332","chr2",2767,2768,2,"*","y","LV"
"339","chr2",2192,2193,2,"*","x","MesC"
"354","chr2",2192,2193,2,"*","y","MesC"
"369","chr2",2192,2193,2,"*","x","MSC"
"383","chr2",2192,2193,2,"*","y","MSC"
"397","chr2",2192,2193,2,"*","x","NPC"
"413","chr2",2192,2193,2,"*","y","NPC"
"429","chr2",2192,2193,2,"*","x","Ov"
"444","chr2",2192,2193,2,"*","y","Ov"
"459","chr2",2192,2193,2,"*","x","Pa"
"475","chr2",2192,2193,2,"*","y","Pa"
"492","chr2",2192,2193,2,"*","x","PM"
"509","chr2",2192,2193,2,"*","y","PM"
"526","chr2",2192,2193,2,"*","x","RV"
"542","chr2",2192,2193,2,"*","y","RV"
"557","chr2",2192,2193,2,"*","x","SB"
"573","chr2",2192,2193,2,"*","y","SB"
"590","chr2",2192,2193,2,"*","x","Sp"
"592","chr2",2259,2260,2,"*","x","Sp"
"606","chr2",2192,2193,2,"*","y","Sp"
"608","chr2",2259,2260,2,"*","y","Sp"
"621","chr2",2192,2193,2,"*","x","TLC"
"636","chr2",2192,2193,2,"*","y","TLC"
"1","chr2",127,127,1,"*","x","AG"
"2","chr2",408,408,1,"*","x","AG"
"7","chr2",2301,2301,1,"*","x","AG"
"8","chr2",2306,2306,1,"*","x","AG"
"13","chr2",3283,3283,1,"*","x","AG"
"14","chr2",3744,3744,1,"*","x","AG"
"15","chr2",5851,5851,1,"*","x","AG"
"16","chr2",6079,6079,1,"*","x","AG"
"17","chr2",127,127,1,"*","y","AG"
"18","chr2",408,408,1,"*","y","AG"
"23","chr2",2301,2301,1,"*","y","AG"
"24","chr2",2306,2306,1,"*","y","AG"
"29","chr2",3283,3283,1,"*","y","AG"
"30","chr2",3744,3744,1,"*","y","AG"
"31","chr2",5851,5851,1,"*","y","AG"
"32","chr2",6079,6079,1,"*","y","AG"
"33","chr2",127,127,1,"*","x","Ao"
"34","chr2",408,408,1,"*","x","Ao"
"39","chr2",2301,2301,1,"*","x","Ao"
"44","chr2",3744,3744,1,"*","x","Ao"
"45","chr2",5851,5851,1,"*","x","Ao"
"46","chr2",6079,6079,1,"*","x","Ao"
"47","chr2",127,127,1,"*","y","Ao"
"48","chr2",408,408,1,"*","y","Ao"
"53","chr2",2301,2301,1,"*","y","Ao"
"58","chr2",3744,3744,1,"*","y","Ao"
"59","chr2",5851,5851,1,"*","y","Ao"
"60","chr2",6079,6079,1,"*","y","Ao"
"61","chr2",127,127,1,"*","x","Bl"
"62","chr2",408,408,1,"*","x","Bl"
"63","chr2",2181,2181,1,"*","x","Bl"
"68","chr2",2301,2301,1,"*","x","Bl"
"73","chr2",3283,3283,1,"*","x","Bl"
"74","chr2",3744,3744,1,"*","x","Bl"
"75","chr2",5851,5851,1,"*","x","Bl"
"76","chr2",6079,6079,1,"*","x","Bl"
"77","chr2",127,127,1,"*","y","Bl"
"78","chr2",408,408,1,"*","y","Bl"
"79","chr2",2181,2181,1,"*","y","Bl"
"84","chr2",2301,2301,1,"*","y","Bl"
"89","chr2",3283,3283,1,"*","y","Bl"
"90","chr2",3744,3744,1,"*","y","Bl"
"91","chr2",5851,5851,1,"*","y","Bl"
"92","chr2",6079,6079,1,"*","y","Bl"
"93","chr2",127,127,1,"*","x","Co"
"94","chr2",408,408,1,"*","x","Co"
"99","chr2",2301,2301,1,"*","x","Co"
"100","chr2",2306,2306,1,"*","x","Co"
"105","chr2",3283,3283,1,"*","x","Co"
"106","chr2",3744,3744,1,"*","x","Co"
"107","chr2",5851,5851,1,"*","x","Co"
"108","chr2",6079,6079,1,"*","x","Co"
"109","chr2",127,127,1,"*","y","Co"
"110","chr2",408,408,1,"*","y","Co"
"115","chr2",2301,2301,1,"*","y","Co"
"116","chr2",2306,2306,1,"*","y","Co"
"121","chr2",3283,3283,1,"*","y","Co"
"122","chr2",3744,3744,1,"*","y","Co"
"123","chr2",5851,5851,1,"*","y","Co"
"124","chr2",6079,6079,1,"*","y","Co"
"125","chr2",127,127,1,"*","x","ESC"
"126","chr2",408,408,1,"*","x","ESC"
"131","chr2",2301,2301,1,"*","x","ESC"
"136","chr2",3283,3283,1,"*","x","ESC"
"137","chr2",3744,3744,1,"*","x","ESC"
"138","chr2",5851,5851,1,"*","x","ESC"
"139","chr2",6079,6079,1,"*","x","ESC"
"140","chr2",127,127,1,"*","y","ESC"
"141","chr2",408,408,1,"*","y","ESC"
"146","chr2",2301,2301,1,"*","y","ESC"
"151","chr2",3283,3283,1,"*","y","ESC"
"152","chr2",3744,3744,1,"*","y","ESC"
"153","chr2",5851,5851,1,"*","y","ESC"
"154","chr2",6079,6079,1,"*","y","ESC"
"155","chr2",127,127,1,"*","x","FC"
"156","chr2",408,408,1,"*","x","FC"
"161","chr2",2301,2301,1,"*","x","FC"
"166","chr2",3744,3744,1,"*","x","FC"
"167","chr2",5851,5851,1,"*","x","FC"
"168","chr2",6079,6079,1,"*","x","FC"
"169","chr2",127,127,1,"*","y","FC"
"170","chr2",408,408,1,"*","y","FC"
"175","chr2",2301,2301,1,"*","y","FC"
"180","chr2",3744,3744,1,"*","y","FC"
"181","chr2",5851,5851,1,"*","y","FC"
"182","chr2",6079,6079,1,"*","y","FC"
"183","chr2",127,127,1,"*","x","Hi"
"184","chr2",408,408,1,"*","x","Hi"
"189","chr2",2301,2301,1,"*","x","Hi"
"190","chr2",2306,2306,1,"*","x","Hi"
"195","chr2",3744,3744,1,"*","x","Hi"
"196","chr2",5851,5851,1,"*","x","Hi"
"197","chr2",6079,6079,1,"*","x","Hi"
"198","chr2",127,127,1,"*","y","Hi"
"199","chr2",408,408,1,"*","y","Hi"
"204","chr2",2301,2301,1,"*","y","Hi"
"205","chr2",2306,2306,1,"*","y","Hi"
"210","chr2",3744,3744,1,"*","y","Hi"
"211","chr2",5851,5851,1,"*","y","Hi"
"212","chr2",6079,6079,1,"*","y","Hi"
"213","chr2",127,127,1,"*","x","LC"
"214","chr2",408,408,1,"*","x","LC"
"219","chr2",2301,2301,1,"*","x","LC"
"224","chr2",3744,3744,1,"*","x","LC"
"225","chr2",5851,5851,1,"*","x","LC"
"226","chr2",6079,6079,1,"*","x","LC"
"227","chr2",127,127,1,"*","y","LC"
"228","chr2",408,408,1,"*","y","LC"
"233","chr2",2301,2301,1,"*","y","LC"
"238","chr2",3744,3744,1,"*","y","LC"
"239","chr2",5851,5851,1,"*","y","LC"
"240","chr2",6079,6079,1,"*","y","LC"
"241","chr2",127,127,1,"*","x","Li"
"242","chr2",408,408,1,"*","x","Li"
"243","chr2",2181,2181,1,"*","x","Li"
"248","chr2",2301,2301,1,"*","x","Li"
"251","chr2",2765,2765,1,"*","x","Li"
"252","chr2",2767,2767,1,"*","x","Li"
"254","chr2",3744,3744,1,"*","x","Li"
"255","chr2",5851,5851,1,"*","x","Li"
"256","chr2",6079,6079,1,"*","x","Li"
"257","chr2",127,127,1,"*","y","Li"
"258","chr2",408,408,1,"*","y","Li"
"259","chr2",2181,2181,1,"*","y","Li"
"264","chr2",2301,2301,1,"*","y","Li"
"267","chr2",2765,2765,1,"*","y","Li"
"268","chr2",2767,2767,1,"*","y","Li"
"270","chr2",3744,3744,1,"*","y","Li"
"271","chr2",5851,5851,1,"*","y","Li"
"272","chr2",6079,6079,1,"*","y","Li"
"273","chr2",127,127,1,"*","x","Lu"
"274","chr2",408,408,1,"*","x","Lu"
"275","chr2",2181,2181,1,"*","x","Lu"
"280","chr2",2301,2301,1,"*","x","Lu"
"281","chr2",2306,2306,1,"*","x","Lu"
"286","chr2",3283,3283,1,"*","x","Lu"
"287","chr2",3744,3744,1,"*","x","Lu"
"288","chr2",5851,5851,1,"*","x","Lu"
"289","chr2",6079,6079,1,"*","x","Lu"
"290","chr2",127,127,1,"*","y","Lu"
"291","chr2",408,408,1,"*","y","Lu"
"292","chr2",2181,2181,1,"*","y","Lu"
"297","chr2",2301,2301,1,"*","y","Lu"
"298","chr2",2306,2306,1,"*","y","Lu"
"303","chr2",3283,3283,1,"*","y","Lu"
"304","chr2",3744,3744,1,"*","y","Lu"
"305","chr2",5851,5851,1,"*","y","Lu"
"306","chr2",6079,6079,1,"*","y","Lu"
"307","chr2",127,127,1,"*","x","LV"
"308","chr2",408,408,1,"*","x","LV"
"309","chr2",2181,2181,1,"*","x","LV"
"316","chr2",2765,2765,1,"*","x","LV"
"319","chr2",3744,3744,1,"*","x","LV"
"320","chr2",5851,5851,1,"*","x","LV"
"321","chr2",6079,6079,1,"*","x","LV"
"322","chr2",127,127,1,"*","y","LV"
"323","chr2",408,408,1,"*","y","LV"
"324","chr2",2181,2181,1,"*","y","LV"
"331","chr2",2765,2765,1,"*","y","LV"
"334","chr2",3744,3744,1,"*","y","LV"
"335","chr2",5851,5851,1,"*","y","LV"
"336","chr2",6079,6079,1,"*","y","LV"
"337","chr2",127,127,1,"*","x","MesC"
"338","chr2",408,408,1,"*","x","MesC"
"343","chr2",2301,2301,1,"*","x","MesC"
"348","chr2",3283,3283,1,"*","x","MesC"
"349","chr2",3744,3744,1,"*","x","MesC"
"350","chr2",5851,5851,1,"*","x","MesC"
"351","chr2",6079,6079,1,"*","x","MesC"
"352","chr2",127,127,1,"*","y","MesC"
"353","chr2",408,408,1,"*","y","MesC"
"358","chr2",2301,2301,1,"*","y","MesC"
"363","chr2",3283,3283,1,"*","y","MesC"
"364","chr2",3744,3744,1,"*","y","MesC"
"365","chr2",5851,5851,1,"*","y","MesC"
"366","chr2",6079,6079,1,"*","y","MesC"
"367","chr2",127,127,1,"*","x","MSC"
"368","chr2",408,408,1,"*","x","MSC"
"373","chr2",2301,2301,1,"*","x","MSC"
"378","chr2",3744,3744,1,"*","x","MSC"
"379","chr2",5851,5851,1,"*","x","MSC"
"380","chr2",6079,6079,1,"*","x","MSC"
"381","chr2",127,127,1,"*","y","MSC"
"382","chr2",408,408,1,"*","y","MSC"
"387","chr2",2301,2301,1,"*","y","MSC"
"392","chr2",3744,3744,1,"*","y","MSC"
"393","chr2",5851,5851,1,"*","y","MSC"
"394","chr2",6079,6079,1,"*","y","MSC"
"395","chr2",127,127,1,"*","x","NPC"
"396","chr2",408,408,1,"*","x","NPC"
"401","chr2",2301,2301,1,"*","x","NPC"
"403","chr2",2450,2450,1,"*","x","NPC"
"407","chr2",3283,3283,1,"*","x","NPC"
"408","chr2",3744,3744,1,"*","x","NPC"
"409","chr2",5851,5851,1,"*","x","NPC"
"410","chr2",6079,6079,1,"*","x","NPC"
"411","chr2",127,127,1,"*","y","NPC"
"412","chr2",408,408,1,"*","y","NPC"
"417","chr2",2301,2301,1,"*","y","NPC"
"419","chr2",2450,2450,1,"*","y","NPC"
"423","chr2",3283,3283,1,"*","y","NPC"
"424","chr2",3744,3744,1,"*","y","NPC"
"425","chr2",5851,5851,1,"*","y","NPC"
"426","chr2",6079,6079,1,"*","y","NPC"
"427","chr2",127,127,1,"*","x","Ov"
"428","chr2",408,408,1,"*","x","Ov"
"433","chr2",2301,2301,1,"*","x","Ov"
"438","chr2",3283,3283,1,"*","x","Ov"
"439","chr2",3744,3744,1,"*","x","Ov"
"440","chr2",5851,5851,1,"*","x","Ov"
"441","chr2",6079,6079,1,"*","x","Ov"
"442","chr2",127,127,1,"*","y","Ov"
"443","chr2",408,408,1,"*","y","Ov"
"448","chr2",2301,2301,1,"*","y","Ov"
"453","chr2",3283,3283,1,"*","y","Ov"
"454","chr2",3744,3744,1,"*","y","Ov"
"455","chr2",5851,5851,1,"*","y","Ov"
"456","chr2",6079,6079,1,"*","y","Ov"
"457","chr2",127,127,1,"*","x","Pa"
"458","chr2",408,408,1,"*","x","Pa"
"463","chr2",2301,2301,1,"*","x","Pa"
"464","chr2",2306,2306,1,"*","x","Pa"
"469","chr2",3283,3283,1,"*","x","Pa"
"470","chr2",3744,3744,1,"*","x","Pa"
"471","chr2",5851,5851,1,"*","x","Pa"
"472","chr2",6079,6079,1,"*","x","Pa"
"473","chr2",127,127,1,"*","y","Pa"
"474","chr2",408,408,1,"*","y","Pa"
"479","chr2",2301,2301,1,"*","y","Pa"
"480","chr2",2306,2306,1,"*","y","Pa"
"485","chr2",3283,3283,1,"*","y","Pa"
"486","chr2",3744,3744,1,"*","y","Pa"
"487","chr2",5851,5851,1,"*","y","Pa"
"488","chr2",6079,6079,1,"*","y","Pa"
"489","chr2",127,127,1,"*","x","PM"
"490","chr2",408,408,1,"*","x","PM"
"491","chr2",2181,2181,1,"*","x","PM"
"496","chr2",2301,2301,1,"*","x","PM"
