"","seqnames","start","end","width","strand","axis","ct"
"85","chr20",742,745,4,"*","x","Hi"
"92","chr20",742,745,4,"*","y","Hi"
"99","chr20",742,745,4,"*","x","LC"
"106","chr20",742,745,4,"*","y","LC"
"112","chr20",742,745,4,"*","x","Li"
"118","chr20",742,745,4,"*","y","Li"
"125","chr20",742,745,4,"*","x","Lu"
"132","chr20",742,745,4,"*","y","Lu"
"138","chr20",742,745,4,"*","x","LV"
"144","chr20",742,745,4,"*","y","LV"
"150","chr20",742,745,4,"*","x","MesC"
"156","chr20",742,745,4,"*","y","MesC"
"162","chr20",742,745,4,"*","x","MSC"
"168","chr20",742,745,4,"*","y","MSC"
"175","chr20",742,745,4,"*","x","NPC"
"182","chr20",742,745,4,"*","y","NPC"
"189","chr20",742,745,4,"*","x","Ov"
"196","chr20",742,745,4,"*","y","Ov"
"203","chr20",742,745,4,"*","x","Pa"
"210","chr20",742,745,4,"*","y","Pa"
"217","chr20",742,745,4,"*","x","PM"
"224","chr20",742,745,4,"*","y","PM"
"230","chr20",742,745,4,"*","x","RV"
"236","chr20",742,745,4,"*","y","RV"
"243","chr20",742,745,4,"*","x","SB"
"250","chr20",742,745,4,"*","y","SB"
"257","chr20",742,745,4,"*","x","Sp"
"264","chr20",742,745,4,"*","y","Sp"
"271","chr20",742,745,4,"*","x","TLC"
"278","chr20",742,745,4,"*","y","TLC"
"1","chr20",1,1,1,"*","x","AG"
"2","chr20",645,645,1,"*","x","AG"
"3","chr20",651,651,1,"*","x","AG"
"6","chr20",1528,1528,1,"*","x","AG"
"7","chr20",1576,1576,1,"*","x","AG"
"8","chr20",1,1,1,"*","y","AG"
"9","chr20",645,645,1,"*","y","AG"
"10","chr20",651,651,1,"*","y","AG"
"13","chr20",1528,1528,1,"*","y","AG"
"14","chr20",1576,1576,1,"*","y","AG"
"15","chr20",1,1,1,"*","x","Ao"
"16","chr20",645,645,1,"*","x","Ao"
"19","chr20",1528,1528,1,"*","x","Ao"
"20","chr20",1576,1576,1,"*","x","Ao"
"21","chr20",1,1,1,"*","y","Ao"
"22","chr20",645,645,1,"*","y","Ao"
"25","chr20",1528,1528,1,"*","y","Ao"
"26","chr20",1576,1576,1,"*","y","Ao"
"27","chr20",1,1,1,"*","x","Bl"
"28","chr20",651,651,1,"*","x","Bl"
"31","chr20",1528,1528,1,"*","x","Bl"
"32","chr20",1576,1576,1,"*","x","Bl"
"33","chr20",1,1,1,"*","y","Bl"
"34","chr20",651,651,1,"*","y","Bl"
"37","chr20",1528,1528,1,"*","y","Bl"
"38","chr20",1576,1576,1,"*","y","Bl"
"39","chr20",1,1,1,"*","x","Co"
"40","chr20",645,645,1,"*","x","Co"
"41","chr20",651,651,1,"*","x","Co"
"44","chr20",1528,1528,1,"*","x","Co"
"45","chr20",1576,1576,1,"*","x","Co"
"46","chr20",1,1,1,"*","y","Co"
"47","chr20",645,645,1,"*","y","Co"
"48","chr20",651,651,1,"*","y","Co"
"51","chr20",1528,1528,1,"*","y","Co"
"52","chr20",1576,1576,1,"*","y","Co"
"53","chr20",1,1,1,"*","x","ESC"
"54","chr20",645,645,1,"*","x","ESC"
"55","chr20",651,651,1,"*","x","ESC"
"58","chr20",1528,1528,1,"*","x","ESC"
"59","chr20",1576,1576,1,"*","x","ESC"
"60","chr20",1,1,1,"*","y","ESC"
"61","chr20",645,645,1,"*","y","ESC"
"62","chr20",651,651,1,"*","y","ESC"
"65","chr20",1528,1528,1,"*","y","ESC"
"66","chr20",1576,1576,1,"*","y","ESC"
"67","chr20",1,1,1,"*","x","FC"
"68","chr20",645,645,1,"*","x","FC"
"69","chr20",651,651,1,"*","x","FC"
"72","chr20",1528,1528,1,"*","x","FC"
"73","chr20",1576,1576,1,"*","x","FC"
"74","chr20",1,1,1,"*","y","FC"
"75","chr20",645,645,1,"*","y","FC"
"76","chr20",651,651,1,"*","y","FC"
"79","chr20",1528,1528,1,"*","y","FC"
"80","chr20",1576,1576,1,"*","y","FC"
"81","chr20",1,1,1,"*","x","Hi"
"82","chr20",645,645,1,"*","x","Hi"
"83","chr20",651,651,1,"*","x","Hi"
"86","chr20",1528,1528,1,"*","x","Hi"
"87","chr20",1576,1576,1,"*","x","Hi"
"88","chr20",1,1,1,"*","y","Hi"
"89","chr20",645,645,1,"*","y","Hi"
"90","chr20",651,651,1,"*","y","Hi"
"93","chr20",1528,1528,1,"*","y","Hi"
"94","chr20",1576,1576,1,"*","y","Hi"
"95","chr20",1,1,1,"*","x","LC"
"96","chr20",645,645,1,"*","x","LC"
"97","chr20",651,651,1,"*","x","LC"
"100","chr20",1528,1528,1,"*","x","LC"
"101","chr20",1576,1576,1,"*","x","LC"
"102","chr20",1,1,1,"*","y","LC"
"103","chr20",645,645,1,"*","y","LC"
"104","chr20",651,651,1,"*","y","LC"
"107","chr20",1528,1528,1,"*","y","LC"
"108","chr20",1576,1576,1,"*","y","LC"
"109","chr20",1,1,1,"*","x","Li"
"110","chr20",651,651,1,"*","x","Li"
"113","chr20",1528,1528,1,"*","x","Li"
"114","chr20",1576,1576,1,"*","x","Li"
"115","chr20",1,1,1,"*","y","Li"
"116","chr20",651,651,1,"*","y","Li"
"119","chr20",1528,1528,1,"*","y","Li"
"120","chr20",1576,1576,1,"*","y","Li"
"121","chr20",1,1,1,"*","x","Lu"
"122","chr20",645,645,1,"*","x","Lu"
"123","chr20",651,651,1,"*","x","Lu"
"126","chr20",1528,1528,1,"*","x","Lu"
"127","chr20",1576,1576,1,"*","x","Lu"
"128","chr20",1,1,1,"*","y","Lu"
"129","chr20",645,645,1,"*","y","Lu"
"130","chr20",651,651,1,"*","y","Lu"
"133","chr20",1528,1528,1,"*","y","Lu"
"134","chr20",1576,1576,1,"*","y","Lu"
"135","chr20",1,1,1,"*","x","LV"
"136","chr20",651,651,1,"*","x","LV"
"139","chr20",1528,1528,1,"*","x","LV"
"140","chr20",1576,1576,1,"*","x","LV"
"141","chr20",1,1,1,"*","y","LV"
"142","chr20",651,651,1,"*","y","LV"
"145","chr20",1528,1528,1,"*","y","LV"
"146","chr20",1576,1576,1,"*","y","LV"
"147","chr20",1,1,1,"*","x","MesC"
"148","chr20",645,645,1,"*","x","MesC"
"151","chr20",1528,1528,1,"*","x","MesC"
"152","chr20",1576,1576,1,"*","x","MesC"
"153","chr20",1,1,1,"*","y","MesC"
"154","chr20",645,645,1,"*","y","MesC"
"157","chr20",1528,1528,1,"*","y","MesC"
"158","chr20",1576,1576,1,"*","y","MesC"
"159","chr20",1,1,1,"*","x","MSC"
"160","chr20",645,645,1,"*","x","MSC"
"163","chr20",1528,1528,1,"*","x","MSC"
"164","chr20",1576,1576,1,"*","x","MSC"
"165","chr20",1,1,1,"*","y","MSC"
"166","chr20",645,645,1,"*","y","MSC"
"169","chr20",1528,1528,1,"*","y","MSC"
"170","chr20",1576,1576,1,"*","y","MSC"
"171","chr20",1,1,1,"*","x","NPC"
"172","chr20",645,645,1,"*","x","NPC"
"173","chr20",651,651,1,"*","x","NPC"
"176","chr20",1528,1528,1,"*","x","NPC"
"177","chr20",1576,1576,1,"*","x","NPC"
"178","chr20",1,1,1,"*","y","NPC"
"179","chr20",645,645,1,"*","y","NPC"
"180","chr20",651,651,1,"*","y","NPC"
"183","chr20",1528,1528,1,"*","y","NPC"
"184","chr20",1576,1576,1,"*","y","NPC"
"185","chr20",1,1,1,"*","x","Ov"
"186","chr20",645,645,1,"*","x","Ov"
"187","chr20",651,651,1,"*","x","Ov"
"190","chr20",1528,1528,1,"*","x","Ov"
"191","chr20",1576,1576,1,"*","x","Ov"
"192","chr20",1,1,1,"*","y","Ov"
"193","chr20",645,645,1,"*","y","Ov"
"194","chr20",651,651,1,"*","y","Ov"
"197","chr20",1528,1528,1,"*","y","Ov"
"198","chr20",1576,1576,1,"*","y","Ov"
"199","chr20",1,1,1,"*","x","Pa"
"200","chr20",645,645,1,"*","x","Pa"
"201","chr20",651,651,1,"*","x","Pa"
"204","chr20",1528,1528,1,"*","x","Pa"
"205","chr20",1576,1576,1,"*","x","Pa"
"206","chr20",1,1,1,"*","y","Pa"
"207","chr20",645,645,1,"*","y","Pa"
"208","chr20",651,651,1,"*","y","Pa"
"211","chr20",1528,1528,1,"*","y","Pa"
"212","chr20",1576,1576,1,"*","y","Pa"
"213","chr20",1,1,1,"*","x","PM"
"214","chr20",645,645,1,"*","x","PM"
"215","chr20",651,651,1,"*","x","PM"
"218","chr20",1528,1528,1,"*","x","PM"
"219","chr20",1576,1576,1,"*","x","PM"
"220","chr20",1,1,1,"*","y","PM"
"221","chr20",645,645,1,"*","y","PM"
"222","chr20",651,651,1,"*","y","PM"
"225","chr20",1528,1528,1,"*","y","PM"
"226","chr20",1576,1576,1,"*","y","PM"
"227","chr20",1,1,1,"*","x","RV"
"228","chr20",651,651,1,"*","x","RV"
"231","chr20",1528,1528,1,"*","x","RV"
"232","chr20",1576,1576,1,"*","x","RV"
"233","chr20",1,1,1,"*","y","RV"
"234","chr20",651,651,1,"*","y","RV"
"237","chr20",1528,1528,1,"*","y","RV"
"238","chr20",1576,1576,1,"*","y","RV"
"239","chr20",1,1,1,"*","x","SB"
"240","chr20",645,645,1,"*","x","SB"
"241","chr20",651,651,1,"*","x","SB"
"244","chr20",1528,1528,1,"*","x","SB"
"245","chr20",1576,1576,1,"*","x","SB"
"246","chr20",1,1,1,"*","y","SB"
"247","chr20",645,645,1,"*","y","SB"
"248","chr20",651,651,1,"*","y","SB"
"251","chr20",1528,1528,1,"*","y","SB"
"252","chr20",1576,1576,1,"*","y","SB"
"253","chr20",1,1,1,"*","x","Sp"
"254","chr20",645,645,1,"*","x","Sp"
"255","chr20",651,651,1,"*","x","Sp"
"258","chr20",1528,1528,1,"*","x","Sp"
"259","chr20",1576,1576,1,"*","x","Sp"
"260","chr20",1,1,1,"*","y","Sp"
"261","chr20",645,645,1,"*","y","Sp"
"262","chr20",651,651,1,"*","y","Sp"
"265","chr20",1528,1528,1,"*","y","Sp"
"266","chr20",1576,1576,1,"*","y","Sp"
"267","chr20",1,1,1,"*","x","TLC"
"268","chr20",645,645,1,"*","x","TLC"
"269","chr20",651,651,1,"*","x","TLC"
"272","chr20",1528,1528,1,"*","x","TLC"
"273","chr20",1576,1576,1,"*","x","TLC"
"274","chr20",1,1,1,"*","y","TLC"
"275","chr20",645,645,1,"*","y","TLC"
"276","chr20",651,651,1,"*","y","TLC"
"279","chr20",1528,1528,1,"*","y","TLC"
"280","chr20",1576,1576,1,"*","y","TLC"
