"","seqnames","start","end","width","strand","axis","ct"
"295","chr7",1541,1541,1,"*","y","Lu"
"297","chr7",1549,1549,1,"*","y","Lu"
"298","chr7",1626,1626,1,"*","y","Lu"
"299","chr7",1814,1814,1,"*","y","Lu"
"301","chr7",1869,1869,1,"*","y","Lu"
"302","chr7",1871,1871,1,"*","y","Lu"
"303","chr7",1874,1874,1,"*","y","Lu"
"304","chr7",1901,1901,1,"*","y","Lu"
"305","chr7",2515,2515,1,"*","y","Lu"
"307","chr7",3552,3552,1,"*","y","Lu"
"308","chr7",3558,3558,1,"*","y","Lu"
"309","chr7",3585,3585,1,"*","y","Lu"
"311","chr7",7,7,1,"*","x","LV"
"313","chr7",1534,1534,1,"*","x","LV"
"315","chr7",1549,1549,1,"*","x","LV"
"317","chr7",1874,1874,1,"*","x","LV"
"318","chr7",1901,1901,1,"*","x","LV"
"319","chr7",2515,2515,1,"*","x","LV"
"321","chr7",3552,3552,1,"*","x","LV"
"322","chr7",3558,3558,1,"*","x","LV"
"323","chr7",3585,3585,1,"*","x","LV"
"325","chr7",7,7,1,"*","y","LV"
"327","chr7",1534,1534,1,"*","y","LV"
"329","chr7",1549,1549,1,"*","y","LV"
"331","chr7",1874,1874,1,"*","y","LV"
"332","chr7",1901,1901,1,"*","y","LV"
"333","chr7",2515,2515,1,"*","y","LV"
"335","chr7",3552,3552,1,"*","y","LV"
"336","chr7",3558,3558,1,"*","y","LV"
"337","chr7",3585,3585,1,"*","y","LV"
"339","chr7",7,7,1,"*","x","MesC"
"341","chr7",1534,1534,1,"*","x","MesC"
"343","chr7",1549,1549,1,"*","x","MesC"
"344","chr7",1814,1814,1,"*","x","MesC"
"345","chr7",1869,1869,1,"*","x","MesC"
"346","chr7",1874,1874,1,"*","x","MesC"
"347","chr7",1901,1901,1,"*","x","MesC"
"348","chr7",2515,2515,1,"*","x","MesC"
"350","chr7",3552,3552,1,"*","x","MesC"
"351","chr7",3558,3558,1,"*","x","MesC"
"352","chr7",3585,3585,1,"*","x","MesC"
"354","chr7",7,7,1,"*","y","MesC"
"356","chr7",1534,1534,1,"*","y","MesC"
"358","chr7",1549,1549,1,"*","y","MesC"
"359","chr7",1814,1814,1,"*","y","MesC"
"360","chr7",1869,1869,1,"*","y","MesC"
"361","chr7",1874,1874,1,"*","y","MesC"
"362","chr7",1901,1901,1,"*","y","MesC"
"363","chr7",2515,2515,1,"*","y","MesC"
"365","chr7",3552,3552,1,"*","y","MesC"
"366","chr7",3558,3558,1,"*","y","MesC"
"367","chr7",3585,3585,1,"*","y","MesC"
"369","chr7",7,7,1,"*","x","MSC"
"371","chr7",1534,1534,1,"*","x","MSC"
"372","chr7",1543,1543,1,"*","x","MSC"
"373","chr7",1549,1549,1,"*","x","MSC"
"374","chr7",1869,1869,1,"*","x","MSC"
"375","chr7",1874,1874,1,"*","x","MSC"
"376","chr7",2515,2515,1,"*","x","MSC"
"378","chr7",3552,3552,1,"*","x","MSC"
"379","chr7",3558,3558,1,"*","x","MSC"
"380","chr7",3585,3585,1,"*","x","MSC"
"382","chr7",7,7,1,"*","y","MSC"
"384","chr7",1534,1534,1,"*","y","MSC"
"385","chr7",1543,1543,1,"*","y","MSC"
"386","chr7",1549,1549,1,"*","y","MSC"
"387","chr7",1869,1869,1,"*","y","MSC"
"388","chr7",1874,1874,1,"*","y","MSC"
"389","chr7",2515,2515,1,"*","y","MSC"
"391","chr7",3552,3552,1,"*","y","MSC"
"392","chr7",3558,3558,1,"*","y","MSC"
"393","chr7",3585,3585,1,"*","y","MSC"
"395","chr7",7,7,1,"*","x","NPC"
"397","chr7",1534,1534,1,"*","x","NPC"
"398","chr7",1543,1543,1,"*","x","NPC"
"399","chr7",1549,1549,1,"*","x","NPC"
"400","chr7",1814,1814,1,"*","x","NPC"
"402","chr7",1869,1869,1,"*","x","NPC"
"403","chr7",1874,1874,1,"*","x","NPC"
"404","chr7",1901,1901,1,"*","x","NPC"
"405","chr7",2515,2515,1,"*","x","NPC"
"407","chr7",3552,3552,1,"*","x","NPC"
"408","chr7",3558,3558,1,"*","x","NPC"
"409","chr7",3585,3585,1,"*","x","NPC"
"411","chr7",7,7,1,"*","y","NPC"
"413","chr7",1534,1534,1,"*","y","NPC"
"414","chr7",1543,1543,1,"*","y","NPC"
"415","chr7",1549,1549,1,"*","y","NPC"
"416","chr7",1814,1814,1,"*","y","NPC"
"418","chr7",1869,1869,1,"*","y","NPC"
"419","chr7",1874,1874,1,"*","y","NPC"
"420","chr7",1901,1901,1,"*","y","NPC"
"421","chr7",2515,2515,1,"*","y","NPC"
"423","chr7",3552,3552,1,"*","y","NPC"
"424","chr7",3558,3558,1,"*","y","NPC"
"425","chr7",3585,3585,1,"*","y","NPC"
"427","chr7",7,7,1,"*","x","Ov"
"429","chr7",1534,1534,1,"*","x","Ov"
"431","chr7",1549,1549,1,"*","x","Ov"
"432","chr7",1814,1814,1,"*","x","Ov"
"434","chr7",1874,1874,1,"*","x","Ov"
"435","chr7",1901,1901,1,"*","x","Ov"
"436","chr7",2515,2515,1,"*","x","Ov"
"438","chr7",3552,3552,1,"*","x","Ov"
"439","chr7",3558,3558,1,"*","x","Ov"
"440","chr7",3585,3585,1,"*","x","Ov"
"442","chr7",7,7,1,"*","y","Ov"
"444","chr7",1534,1534,1,"*","y","Ov"
"446","chr7",1549,1549,1,"*","y","Ov"
"447","chr7",1814,1814,1,"*","y","Ov"
"449","chr7",1874,1874,1,"*","y","Ov"
"450","chr7",1901,1901,1,"*","y","Ov"
"451","chr7",2515,2515,1,"*","y","Ov"
"453","chr7",3552,3552,1,"*","y","Ov"
"454","chr7",3558,3558,1,"*","y","Ov"
"455","chr7",3585,3585,1,"*","y","Ov"
"457","chr7",7,7,1,"*","x","Pa"
"459","chr7",1534,1534,1,"*","x","Pa"
"461","chr7",1549,1549,1,"*","x","Pa"
"462","chr7",1815,1815,1,"*","x","Pa"
"463","chr7",1867,1867,1,"*","x","Pa"
"464","chr7",1869,1869,1,"*","x","Pa"
"465","chr7",1874,1874,1,"*","x","Pa"
"466","chr7",1901,1901,1,"*","x","Pa"
"467","chr7",2515,2515,1,"*","x","Pa"
"469","chr7",3552,3552,1,"*","x","Pa"
"470","chr7",3558,3558,1,"*","x","Pa"
"471","chr7",3585,3585,1,"*","x","Pa"
"473","chr7",7,7,1,"*","y","Pa"
"475","chr7",1534,1534,1,"*","y","Pa"
"477","chr7",1549,1549,1,"*","y","Pa"
"478","chr7",1815,1815,1,"*","y","Pa"
"479","chr7",1867,1867,1,"*","y","Pa"
"480","chr7",1869,1869,1,"*","y","Pa"
"481","chr7",1874,1874,1,"*","y","Pa"
"482","chr7",1901,1901,1,"*","y","Pa"
"483","chr7",2515,2515,1,"*","y","Pa"
"485","chr7",3552,3552,1,"*","y","Pa"
"486","chr7",3558,3558,1,"*","y","Pa"
"487","chr7",3585,3585,1,"*","y","Pa"
"489","chr7",7,7,1,"*","x","PM"
"491","chr7",1534,1534,1,"*","x","PM"
"493","chr7",1549,1549,1,"*","x","PM"
"494","chr7",1572,1572,1,"*","x","PM"
"495","chr7",1814,1814,1,"*","x","PM"
"496","chr7",1864,1864,1,"*","x","PM"
"497","chr7",1867,1867,1,"*","x","PM"
"498","chr7",1869,1869,1,"*","x","PM"
"500","chr7",1901,1901,1,"*","x","PM"
"501","chr7",2515,2515,1,"*","x","PM"
"503","chr7",3552,3552,1,"*","x","PM"
"504","chr7",3558,3558,1,"*","x","PM"
"505","chr7",3585,3585,1,"*","x","PM"
"507","chr7",7,7,1,"*","y","PM"
"509","chr7",1534,1534,1,"*","y","PM"
"511","chr7",1549,1549,1,"*","y","PM"
"512","chr7",1572,1572,1,"*","y","PM"
"513","chr7",1814,1814,1,"*","y","PM"
"514","chr7",1864,1864,1,"*","y","PM"
"515","chr7",1867,1867,1,"*","y","PM"
"516","chr7",1869,1869,1,"*","y","PM"
"518","chr7",1901,1901,1,"*","y","PM"
"519","chr7",2515,2515,1,"*","y","PM"
"521","chr7",3552,3552,1,"*","y","PM"
"522","chr7",3558,3558,1,"*","y","PM"
"523","chr7",3585,3585,1,"*","y","PM"
"525","chr7",7,7,1,"*","x","RV"
"527","chr7",1534,1534,1,"*","x","RV"
"529","chr7",1549,1549,1,"*","x","RV"
"530","chr7",1814,1814,1,"*","x","RV"
"531","chr7",1867,1867,1,"*","x","RV"
"534","chr7",1901,1901,1,"*","x","RV"
"535","chr7",2515,2515,1,"*","x","RV"
"537","chr7",3552,3552,1,"*","x","RV"
"538","chr7",3558,3558,1,"*","x","RV"
"539","chr7",3585,3585,1,"*","x","RV"
