"","seqnames","start","end","width","strand","axis","ct"
"79","chr12",181,181,1,"*","y","FC"
"81","chr12",3053,3053,1,"*","y","FC"
"82","chr12",3064,3064,1,"*","y","FC"
"84","chr12",3347,3347,1,"*","y","FC"
"85","chr12",1,1,1,"*","x","Hi"
"86","chr12",181,181,1,"*","x","Hi"
"88","chr12",3053,3053,1,"*","x","Hi"
"89","chr12",3064,3064,1,"*","x","Hi"
"91","chr12",3347,3347,1,"*","x","Hi"
"92","chr12",1,1,1,"*","y","Hi"
"93","chr12",181,181,1,"*","y","Hi"
"95","chr12",3053,3053,1,"*","y","Hi"
"96","chr12",3064,3064,1,"*","y","Hi"
"98","chr12",3347,3347,1,"*","y","Hi"
"99","chr12",1,1,1,"*","x","LC"
"100","chr12",181,181,1,"*","x","LC"
"101","chr12",242,242,1,"*","x","LC"
"103","chr12",3053,3053,1,"*","x","LC"
"104","chr12",3064,3064,1,"*","x","LC"
"106","chr12",3347,3347,1,"*","x","LC"
"107","chr12",1,1,1,"*","y","LC"
"108","chr12",181,181,1,"*","y","LC"
"109","chr12",242,242,1,"*","y","LC"
"111","chr12",3053,3053,1,"*","y","LC"
"112","chr12",3064,3064,1,"*","y","LC"
"114","chr12",3347,3347,1,"*","y","LC"
"115","chr12",1,1,1,"*","x","Li"
"116","chr12",181,181,1,"*","x","Li"
"118","chr12",3053,3053,1,"*","x","Li"
"119","chr12",3064,3064,1,"*","x","Li"
"121","chr12",3347,3347,1,"*","x","Li"
"122","chr12",1,1,1,"*","y","Li"
"123","chr12",181,181,1,"*","y","Li"
"125","chr12",3053,3053,1,"*","y","Li"
"126","chr12",3064,3064,1,"*","y","Li"
"128","chr12",3347,3347,1,"*","y","Li"
"129","chr12",1,1,1,"*","x","Lu"
"130","chr12",181,181,1,"*","x","Lu"
"132","chr12",2772,2772,1,"*","x","Lu"
"133","chr12",3053,3053,1,"*","x","Lu"
"134","chr12",3064,3064,1,"*","x","Lu"
"136","chr12",3347,3347,1,"*","x","Lu"
"137","chr12",1,1,1,"*","y","Lu"
"138","chr12",181,181,1,"*","y","Lu"
"140","chr12",2772,2772,1,"*","y","Lu"
"141","chr12",3053,3053,1,"*","y","Lu"
"142","chr12",3064,3064,1,"*","y","Lu"
"144","chr12",3347,3347,1,"*","y","Lu"
"145","chr12",1,1,1,"*","x","LV"
"146","chr12",181,181,1,"*","x","LV"
"148","chr12",3053,3053,1,"*","x","LV"
"149","chr12",3064,3064,1,"*","x","LV"
"151","chr12",3347,3347,1,"*","x","LV"
"152","chr12",1,1,1,"*","y","LV"
"153","chr12",181,181,1,"*","y","LV"
"155","chr12",3053,3053,1,"*","y","LV"
"156","chr12",3064,3064,1,"*","y","LV"
"158","chr12",3347,3347,1,"*","y","LV"
"159","chr12",1,1,1,"*","x","MesC"
"160","chr12",181,181,1,"*","x","MesC"
"162","chr12",2772,2772,1,"*","x","MesC"
"163","chr12",3053,3053,1,"*","x","MesC"
"164","chr12",3064,3064,1,"*","x","MesC"
"166","chr12",3347,3347,1,"*","x","MesC"
"167","chr12",1,1,1,"*","y","MesC"
"168","chr12",181,181,1,"*","y","MesC"
"170","chr12",2772,2772,1,"*","y","MesC"
"171","chr12",3053,3053,1,"*","y","MesC"
"172","chr12",3064,3064,1,"*","y","MesC"
"174","chr12",3347,3347,1,"*","y","MesC"
"175","chr12",1,1,1,"*","x","MSC"
"176","chr12",181,181,1,"*","x","MSC"
"178","chr12",3053,3053,1,"*","x","MSC"
"179","chr12",3064,3064,1,"*","x","MSC"
"181","chr12",3347,3347,1,"*","x","MSC"
"182","chr12",1,1,1,"*","y","MSC"
"183","chr12",181,181,1,"*","y","MSC"
"185","chr12",3053,3053,1,"*","y","MSC"
"186","chr12",3064,3064,1,"*","y","MSC"
"188","chr12",3347,3347,1,"*","y","MSC"
"189","chr12",1,1,1,"*","x","NPC"
"190","chr12",181,181,1,"*","x","NPC"
"192","chr12",3053,3053,1,"*","x","NPC"
"193","chr12",3064,3064,1,"*","x","NPC"
"195","chr12",3347,3347,1,"*","x","NPC"
"196","chr12",1,1,1,"*","y","NPC"
"197","chr12",181,181,1,"*","y","NPC"
"199","chr12",3053,3053,1,"*","y","NPC"
"200","chr12",3064,3064,1,"*","y","NPC"
"202","chr12",3347,3347,1,"*","y","NPC"
"203","chr12",1,1,1,"*","x","Ov"
"204","chr12",181,181,1,"*","x","Ov"
"206","chr12",3053,3053,1,"*","x","Ov"
"207","chr12",3064,3064,1,"*","x","Ov"
"209","chr12",3347,3347,1,"*","x","Ov"
"210","chr12",1,1,1,"*","y","Ov"
"211","chr12",181,181,1,"*","y","Ov"
"213","chr12",3053,3053,1,"*","y","Ov"
"214","chr12",3064,3064,1,"*","y","Ov"
"216","chr12",3347,3347,1,"*","y","Ov"
"217","chr12",1,1,1,"*","x","Pa"
"218","chr12",181,181,1,"*","x","Pa"
"220","chr12",3053,3053,1,"*","x","Pa"
"221","chr12",3064,3064,1,"*","x","Pa"
"223","chr12",3347,3347,1,"*","x","Pa"
"224","chr12",1,1,1,"*","y","Pa"
"225","chr12",181,181,1,"*","y","Pa"
"227","chr12",3053,3053,1,"*","y","Pa"
"228","chr12",3064,3064,1,"*","y","Pa"
"230","chr12",3347,3347,1,"*","y","Pa"
"231","chr12",1,1,1,"*","x","PM"
"232","chr12",181,181,1,"*","x","PM"
"234","chr12",3053,3053,1,"*","x","PM"
"235","chr12",3064,3064,1,"*","x","PM"
"237","chr12",3347,3347,1,"*","x","PM"
"238","chr12",1,1,1,"*","y","PM"
"239","chr12",181,181,1,"*","y","PM"
"241","chr12",3053,3053,1,"*","y","PM"
"242","chr12",3064,3064,1,"*","y","PM"
"244","chr12",3347,3347,1,"*","y","PM"
"245","chr12",1,1,1,"*","x","RV"
"246","chr12",181,181,1,"*","x","RV"
"248","chr12",3053,3053,1,"*","x","RV"
"249","chr12",3064,3064,1,"*","x","RV"
"251","chr12",3347,3347,1,"*","x","RV"
"252","chr12",1,1,1,"*","y","RV"
"253","chr12",181,181,1,"*","y","RV"
"255","chr12",3053,3053,1,"*","y","RV"
"256","chr12",3064,3064,1,"*","y","RV"
"258","chr12",3347,3347,1,"*","y","RV"
"259","chr12",1,1,1,"*","x","SB"
"260","chr12",181,181,1,"*","x","SB"
"262","chr12",3053,3053,1,"*","x","SB"
"263","chr12",3064,3064,1,"*","x","SB"
"265","chr12",3347,3347,1,"*","x","SB"
"266","chr12",1,1,1,"*","y","SB"
"267","chr12",181,181,1,"*","y","SB"
"269","chr12",3053,3053,1,"*","y","SB"
"270","chr12",3064,3064,1,"*","y","SB"
"272","chr12",3347,3347,1,"*","y","SB"
"273","chr12",1,1,1,"*","x","Sp"
"274","chr12",181,181,1,"*","x","Sp"
"276","chr12",3053,3053,1,"*","x","Sp"
"277","chr12",3064,3064,1,"*","x","Sp"
"279","chr12",3347,3347,1,"*","x","Sp"
"280","chr12",1,1,1,"*","y","Sp"
"281","chr12",181,181,1,"*","y","Sp"
"283","chr12",3053,3053,1,"*","y","Sp"
"284","chr12",3064,3064,1,"*","y","Sp"
"286","chr12",3347,3347,1,"*","y","Sp"
"287","chr12",1,1,1,"*","x","TLC"
"288","chr12",181,181,1,"*","x","TLC"
"290","chr12",3053,3053,1,"*","x","TLC"
"291","chr12",3064,3064,1,"*","x","TLC"
"293","chr12",3347,3347,1,"*","x","TLC"
"294","chr12",1,1,1,"*","y","TLC"
"295","chr12",181,181,1,"*","y","TLC"
"297","chr12",3053,3053,1,"*","y","TLC"
"298","chr12",3064,3064,1,"*","y","TLC"
"300","chr12",3347,3347,1,"*","y","TLC"
