"","seqnames","start","end","width","strand","axis","ct"
"237","chrX",1319,1320,2,"*","x","Hi"
"240","chrX",1774,1775,2,"*","x","Hi"
"243","chrX",3002,3003,2,"*","x","Hi"
"258","chrX",1319,1320,2,"*","y","Hi"
"261","chrX",1774,1775,2,"*","y","Hi"
"264","chrX",3002,3003,2,"*","y","Hi"
"280","chrX",3002,3003,2,"*","x","LC"
"295","chrX",3002,3003,2,"*","y","LC"
"305","chrX",41,42,2,"*","x","Li"
"308","chrX",1233,1234,2,"*","x","Li"
"314","chrX",3002,3003,2,"*","x","Li"
"324","chrX",41,42,2,"*","y","Li"
"327","chrX",1233,1234,2,"*","y","Li"
"333","chrX",3002,3003,2,"*","y","Li"
"346","chrX",1319,1320,2,"*","x","Lu"
"350","chrX",1774,1775,2,"*","x","Lu"
"360","chrX",3808,3809,2,"*","x","Lu"
"370","chrX",1319,1320,2,"*","y","Lu"
"374","chrX",1774,1775,2,"*","y","Lu"
"384","chrX",3808,3809,2,"*","y","Lu"
"399","chrX",1774,1775,2,"*","x","LV"
"402","chrX",3002,3003,2,"*","x","LV"
"406","chrX",3808,3809,2,"*","x","LV"
"422","chrX",1774,1775,2,"*","y","LV"
"425","chrX",3002,3003,2,"*","y","LV"
"429","chrX",3808,3809,2,"*","y","LV"
"442","chrX",1774,1775,2,"*","x","MesC"
"445","chrX",3002,3003,2,"*","x","MesC"
"461","chrX",1774,1775,2,"*","y","MesC"
"464","chrX",3002,3003,2,"*","y","MesC"
"479","chrX",1774,1775,2,"*","x","MSC"
"483","chrX",3002,3003,2,"*","x","MSC"
"498","chrX",1774,1775,2,"*","y","MSC"
"502","chrX",3002,3003,2,"*","y","MSC"
"516","chrX",1319,1320,2,"*","x","NPC"
"519","chrX",1774,1775,2,"*","x","NPC"
"523","chrX",3002,3003,2,"*","x","NPC"
"527","chrX",3808,3809,2,"*","x","NPC"
"536","chrX",1319,1320,2,"*","y","NPC"
"539","chrX",1774,1775,2,"*","y","NPC"
"543","chrX",3002,3003,2,"*","y","NPC"
"547","chrX",3808,3809,2,"*","y","NPC"
"559","chrX",1774,1775,2,"*","x","Ov"
"562","chrX",3002,3003,2,"*","x","Ov"
"578","chrX",1774,1775,2,"*","y","Ov"
"581","chrX",3002,3003,2,"*","y","Ov"
"594","chrX",1319,1320,2,"*","x","Pa"
"597","chrX",1774,1775,2,"*","x","Pa"
"600","chrX",3002,3003,2,"*","x","Pa"
"613","chrX",1319,1320,2,"*","y","Pa"
"616","chrX",1774,1775,2,"*","y","Pa"
"619","chrX",3002,3003,2,"*","y","Pa"
"632","chrX",1319,1320,2,"*","x","PM"
"635","chrX",1774,1775,2,"*","x","PM"
"639","chrX",3002,3003,2,"*","x","PM"
"653","chrX",1319,1320,2,"*","y","PM"
"656","chrX",1774,1775,2,"*","y","PM"
"660","chrX",3002,3003,2,"*","y","PM"
"677","chrX",1774,1775,2,"*","x","RV"
"680","chrX",3002,3003,2,"*","x","RV"
"698","chrX",1774,1775,2,"*","y","RV"
"701","chrX",3002,3003,2,"*","y","RV"
"720","chrX",1774,1775,2,"*","x","SB"
"724","chrX",3002,3003,2,"*","x","SB"
"741","chrX",1774,1775,2,"*","y","SB"
"745","chrX",3002,3003,2,"*","y","SB"
"758","chrX",1319,1320,2,"*","x","Sp"
"761","chrX",1774,1775,2,"*","x","Sp"
"766","chrX",3002,3003,2,"*","x","Sp"
"780","chrX",1319,1320,2,"*","y","Sp"
"783","chrX",1774,1775,2,"*","y","Sp"
"788","chrX",3002,3003,2,"*","y","Sp"
"808","chrX",3002,3003,2,"*","x","TLC"
"828","chrX",3002,3003,2,"*","y","TLC"
"2","chrX",96,96,1,"*","x","AG"
"3","chrX",595,595,1,"*","x","AG"
"5","chrX",1299,1299,1,"*","x","AG"
"8","chrX",1325,1325,1,"*","x","AG"
"11","chrX",2539,2539,1,"*","x","AG"
"12","chrX",2839,2839,1,"*","x","AG"
"13","chrX",2875,2875,1,"*","x","AG"
"15","chrX",3589,3589,1,"*","x","AG"
"16","chrX",3724,3724,1,"*","x","AG"
"17","chrX",3727,3727,1,"*","x","AG"
"18","chrX",3808,3808,1,"*","x","AG"
"19","chrX",3827,3827,1,"*","x","AG"
"20","chrX",3847,3847,1,"*","x","AG"
"23","chrX",96,96,1,"*","y","AG"
"24","chrX",595,595,1,"*","y","AG"
"26","chrX",1299,1299,1,"*","y","AG"
"29","chrX",1325,1325,1,"*","y","AG"
"32","chrX",2539,2539,1,"*","y","AG"
"33","chrX",2839,2839,1,"*","y","AG"
"34","chrX",2875,2875,1,"*","y","AG"
"36","chrX",3589,3589,1,"*","y","AG"
"37","chrX",3724,3724,1,"*","y","AG"
"38","chrX",3727,3727,1,"*","y","AG"
"39","chrX",3808,3808,1,"*","y","AG"
"40","chrX",3827,3827,1,"*","y","AG"
"41","chrX",3847,3847,1,"*","y","AG"
"45","chrX",595,595,1,"*","x","Ao"
"47","chrX",1234,1234,1,"*","x","Ao"
"51","chrX",1774,1774,1,"*","x","Ao"
"52","chrX",2539,2539,1,"*","x","Ao"
"53","chrX",2839,2839,1,"*","x","Ao"
"54","chrX",2875,2875,1,"*","x","Ao"
"56","chrX",3589,3589,1,"*","x","Ao"
"57","chrX",3724,3724,1,"*","x","Ao"
"58","chrX",3727,3727,1,"*","x","Ao"
"59","chrX",3808,3808,1,"*","x","Ao"
"60","chrX",3827,3827,1,"*","x","Ao"
"61","chrX",3847,3847,1,"*","x","Ao"
"65","chrX",595,595,1,"*","y","Ao"
"67","chrX",1234,1234,1,"*","y","Ao"
"71","chrX",1774,1774,1,"*","y","Ao"
"72","chrX",2539,2539,1,"*","y","Ao"
"73","chrX",2839,2839,1,"*","y","Ao"
"74","chrX",2875,2875,1,"*","y","Ao"
"76","chrX",3589,3589,1,"*","y","Ao"
"77","chrX",3724,3724,1,"*","y","Ao"
"78","chrX",3727,3727,1,"*","y","Ao"
"79","chrX",3808,3808,1,"*","y","Ao"
"80","chrX",3827,3827,1,"*","y","Ao"
"81","chrX",3847,3847,1,"*","y","Ao"
"84","chrX",595,595,1,"*","x","Bl"
"88","chrX",1325,1325,1,"*","x","Bl"
"91","chrX",2539,2539,1,"*","x","Bl"
"92","chrX",2839,2839,1,"*","x","Bl"
"93","chrX",2875,2875,1,"*","x","Bl"
"95","chrX",3589,3589,1,"*","x","Bl"
"96","chrX",3724,3724,1,"*","x","Bl"
"97","chrX",3727,3727,1,"*","x","Bl"
"99","chrX",3827,3827,1,"*","x","Bl"
"100","chrX",3847,3847,1,"*","x","Bl"
"103","chrX",595,595,1,"*","y","Bl"
"107","chrX",1325,1325,1,"*","y","Bl"
"110","chrX",2539,2539,1,"*","y","Bl"
"111","chrX",2839,2839,1,"*","y","Bl"
"112","chrX",2875,2875,1,"*","y","Bl"
"114","chrX",3589,3589,1,"*","y","Bl"
"115","chrX",3724,3724,1,"*","y","Bl"
"116","chrX",3727,3727,1,"*","y","Bl"
"118","chrX",3827,3827,1,"*","y","Bl"
"119","chrX",3847,3847,1,"*","y","Bl"
"122","chrX",95,95,1,"*","x","Co"
"123","chrX",595,595,1,"*","x","Co"
"125","chrX",1299,1299,1,"*","x","Co"
"128","chrX",1325,1325,1,"*","x","Co"
"130","chrX",1774,1774,1,"*","x","Co"
"131","chrX",2839,2839,1,"*","x","Co"
"132","chrX",2875,2875,1,"*","x","Co"
"134","chrX",3589,3589,1,"*","x","Co"
"135","chrX",3724,3724,1,"*","x","Co"
"136","chrX",3727,3727,1,"*","x","Co"
"137","chrX",3808,3808,1,"*","x","Co"
"138","chrX",3827,3827,1,"*","x","Co"
"139","chrX",3847,3847,1,"*","x","Co"
"140","chrX",3868,3868,1,"*","x","Co"
"143","chrX",95,95,1,"*","y","Co"
"144","chrX",595,595,1,"*","y","Co"
"146","chrX",1299,1299,1,"*","y","Co"
"149","chrX",1325,1325,1,"*","y","Co"
"151","chrX",1774,1774,1,"*","y","Co"
"152","chrX",2839,2839,1,"*","y","Co"
"153","chrX",2875,2875,1,"*","y","Co"
"155","chrX",3589,3589,1,"*","y","Co"
"156","chrX",3724,3724,1,"*","y","Co"
"157","chrX",3727,3727,1,"*","y","Co"
"158","chrX",3808,3808,1,"*","y","Co"
"159","chrX",3827,3827,1,"*","y","Co"
"160","chrX",3847,3847,1,"*","y","Co"
"161","chrX",3868,3868,1,"*","y","Co"
"164","chrX",595,595,1,"*","x","ESC"
"167","chrX",1325,1325,1,"*","x","ESC"
"169","chrX",1775,1775,1,"*","x","ESC"
"170","chrX",2539,2539,1,"*","x","ESC"
"171","chrX",2543,2543,1,"*","x","ESC"
"172","chrX",2839,2839,1,"*","x","ESC"
"173","chrX",2875,2875,1,"*","x","ESC"
"175","chrX",3589,3589,1,"*","x","ESC"
"176","chrX",3724,3724,1,"*","x","ESC"
"177","chrX",3727,3727,1,"*","x","ESC"
"178","chrX",3808,3808,1,"*","x","ESC"
"179","chrX",3827,3827,1,"*","x","ESC"
"180","chrX",3847,3847,1,"*","x","ESC"
"181","chrX",3868,3868,1,"*","x","ESC"
"184","chrX",595,595,1,"*","y","ESC"
"187","chrX",1325,1325,1,"*","y","ESC"
"189","chrX",1775,1775,1,"*","y","ESC"
"190","chrX",2539,2539,1,"*","y","ESC"
"191","chrX",2543,2543,1,"*","y","ESC"
"192","chrX",2839,2839,1,"*","y","ESC"
"193","chrX",2875,2875,1,"*","y","ESC"
"195","chrX",3589,3589,1,"*","y","ESC"
"196","chrX",3724,3724,1,"*","y","ESC"
"197","chrX",3727,3727,1,"*","y","ESC"
"198","chrX",3808,3808,1,"*","y","ESC"
"199","chrX",3827,3827,1,"*","y","ESC"
"200","chrX",3847,3847,1,"*","y","ESC"
"201","chrX",3868,3868,1,"*","y","ESC"
"207","chrX",1775,1775,1,"*","x","FC"
"208","chrX",2839,2839,1,"*","x","FC"
"210","chrX",3589,3589,1,"*","x","FC"
"211","chrX",3724,3724,1,"*","x","FC"
"212","chrX",3727,3727,1,"*","x","FC"
"213","chrX",3808,3808,1,"*","x","FC"
"214","chrX",3827,3827,1,"*","x","FC"
"215","chrX",3847,3847,1,"*","x","FC"
"221","chrX",1775,1775,1,"*","y","FC"
"222","chrX",2839,2839,1,"*","y","FC"
"224","chrX",3589,3589,1,"*","y","FC"
"225","chrX",3724,3724,1,"*","y","FC"
"226","chrX",3727,3727,1,"*","y","FC"
"227","chrX",3808,3808,1,"*","y","FC"
"228","chrX",3827,3827,1,"*","y","FC"
"229","chrX",3847,3847,1,"*","y","FC"
"232","chrX",95,95,1,"*","x","Hi"
"233","chrX",595,595,1,"*","x","Hi"
"235","chrX",1299,1299,1,"*","x","Hi"
"238","chrX",1325,1325,1,"*","x","Hi"
"241","chrX",2839,2839,1,"*","x","Hi"
"242","chrX",2875,2875,1,"*","x","Hi"
"244","chrX",3589,3589,1,"*","x","Hi"
"245","chrX",3724,3724,1,"*","x","Hi"
"246","chrX",3727,3727,1,"*","x","Hi"
"247","chrX",3808,3808,1,"*","x","Hi"
"248","chrX",3827,3827,1,"*","x","Hi"
"249","chrX",3847,3847,1,"*","x","Hi"
"250","chrX",3868,3868,1,"*","x","Hi"
"253","chrX",95,95,1,"*","y","Hi"
"254","chrX",595,595,1,"*","y","Hi"
"256","chrX",1299,1299,1,"*","y","Hi"
"259","chrX",1325,1325,1,"*","y","Hi"
"262","chrX",2839,2839,1,"*","y","Hi"
"263","chrX",2875,2875,1,"*","y","Hi"
"265","chrX",3589,3589,1,"*","y","Hi"
"266","chrX",3724,3724,1,"*","y","Hi"
"267","chrX",3727,3727,1,"*","y","Hi"
"268","chrX",3808,3808,1,"*","y","Hi"
"269","chrX",3827,3827,1,"*","y","Hi"
"270","chrX",3847,3847,1,"*","y","Hi"
"271","chrX",3868,3868,1,"*","y","Hi"
"277","chrX",1775,1775,1,"*","x","LC"
"278","chrX",2839,2839,1,"*","x","LC"
"279","chrX",2875,2875,1,"*","x","LC"
"281","chrX",3589,3589,1,"*","x","LC"
"282","chrX",3724,3724,1,"*","x","LC"
"283","chrX",3727,3727,1,"*","x","LC"
"284","chrX",3808,3808,1,"*","x","LC"
"285","chrX",3827,3827,1,"*","x","LC"
"286","chrX",3847,3847,1,"*","x","LC"
"292","chrX",1775,1775,1,"*","y","LC"
"293","chrX",2839,2839,1,"*","y","LC"
"294","chrX",2875,2875,1,"*","y","LC"
"296","chrX",3589,3589,1,"*","y","LC"
"297","chrX",3724,3724,1,"*","y","LC"
"298","chrX",3727,3727,1,"*","y","LC"
"299","chrX",3808,3808,1,"*","y","LC"
"300","chrX",3827,3827,1,"*","y","LC"
"301","chrX",3847,3847,1,"*","y","LC"
"310","chrX",1320,1320,1,"*","x","Li"
"312","chrX",2839,2839,1,"*","x","Li"
"313","chrX",2875,2875,1,"*","x","Li"
"315","chrX",3589,3589,1,"*","x","Li"
"316","chrX",3724,3724,1,"*","x","Li"
"317","chrX",3727,3727,1,"*","x","Li"
"318","chrX",3808,3808,1,"*","x","Li"
"319","chrX",3827,3827,1,"*","x","Li"
"320","chrX",3847,3847,1,"*","x","Li"
"329","chrX",1320,1320,1,"*","y","Li"
"331","chrX",2839,2839,1,"*","y","Li"
"332","chrX",2875,2875,1,"*","y","Li"
"334","chrX",3589,3589,1,"*","y","Li"
"335","chrX",3724,3724,1,"*","y","Li"
"336","chrX",3727,3727,1,"*","y","Li"
"337","chrX",3808,3808,1,"*","y","Li"
"338","chrX",3827,3827,1,"*","y","Li"
"339","chrX",3847,3847,1,"*","y","Li"
"342","chrX",595,595,1,"*","x","Lu"
"344","chrX",1299,1299,1,"*","x","Lu"
"347","chrX",1325,1325,1,"*","x","Lu"
"349","chrX",1560,1560,1,"*","x","Lu"
"351","chrX",2539,2539,1,"*","x","Lu"
"352","chrX",2543,2543,1,"*","x","Lu"
"353","chrX",2839,2839,1,"*","x","Lu"
"354","chrX",2875,2875,1,"*","x","Lu"
"356","chrX",3374,3374,1,"*","x","Lu"
"357","chrX",3589,3589,1,"*","x","Lu"
"358","chrX",3724,3724,1,"*","x","Lu"
"359","chrX",3727,3727,1,"*","x","Lu"
"361","chrX",3827,3827,1,"*","x","Lu"
"362","chrX",3847,3847,1,"*","x","Lu"
"363","chrX",3868,3868,1,"*","x","Lu"
"366","chrX",595,595,1,"*","y","Lu"
"368","chrX",1299,1299,1,"*","y","Lu"
"371","chrX",1325,1325,1,"*","y","Lu"
"373","chrX",1560,1560,1,"*","y","Lu"
"375","chrX",2539,2539,1,"*","y","Lu"
"376","chrX",2543,2543,1,"*","y","Lu"
"377","chrX",2839,2839,1,"*","y","Lu"
"378","chrX",2875,2875,1,"*","y","Lu"
"380","chrX",3374,3374,1,"*","y","Lu"
"381","chrX",3589,3589,1,"*","y","Lu"
"382","chrX",3724,3724,1,"*","y","Lu"
"383","chrX",3727,3727,1,"*","y","Lu"
"385","chrX",3827,3827,1,"*","y","Lu"
"386","chrX",3847,3847,1,"*","y","Lu"
"387","chrX",3868,3868,1,"*","y","Lu"
"393","chrX",95,95,1,"*","x","LV"
"394","chrX",595,595,1,"*","x","LV"
"397","chrX",1320,1320,1,"*","x","LV"
"400","chrX",2839,2839,1,"*","x","LV"
"401","chrX",2875,2875,1,"*","x","LV"
"403","chrX",3589,3589,1,"*","x","LV"
"404","chrX",3724,3724,1,"*","x","LV"
"405","chrX",3727,3727,1,"*","x","LV"
"407","chrX",3827,3827,1,"*","x","LV"
"408","chrX",3837,3837,1,"*","x","LV"
"409","chrX",3847,3847,1,"*","x","LV"
"410","chrX",3868,3868,1,"*","x","LV"
"416","chrX",95,95,1,"*","y","LV"
"417","chrX",595,595,1,"*","y","LV"
"420","chrX",1320,1320,1,"*","y","LV"
"423","chrX",2839,2839,1,"*","y","LV"
"424","chrX",2875,2875,1,"*","y","LV"
