"","seqnames","start","end","width","strand","axis","ct"
"110","chr18",1303,1305,3,"*","x","SB"
"113","chr18",1303,1305,3,"*","y","SB"
"116","chr18",1303,1305,3,"*","x","Sp"
"119","chr18",1303,1305,3,"*","y","Sp"
"122","chr18",1303,1305,3,"*","x","TLC"
"125","chr18",1303,1305,3,"*","y","TLC"
"3","chr18",1952,1952,1,"*","x","AG"
"6","chr18",1952,1952,1,"*","y","AG"
"9","chr18",1952,1952,1,"*","x","Ao"
"12","chr18",1952,1952,1,"*","y","Ao"
"15","chr18",1952,1952,1,"*","x","Bl"
"18","chr18",1952,1952,1,"*","y","Bl"
"21","chr18",1952,1952,1,"*","x","Co"
"24","chr18",1952,1952,1,"*","y","Co"
"27","chr18",1952,1952,1,"*","x","ESC"
"30","chr18",1952,1952,1,"*","y","ESC"
"33","chr18",1952,1952,1,"*","x","FC"
"36","chr18",1952,1952,1,"*","y","FC"
"39","chr18",1952,1952,1,"*","x","Hi"
"42","chr18",1952,1952,1,"*","y","Hi"
"45","chr18",1952,1952,1,"*","x","LC"
"48","chr18",1952,1952,1,"*","y","LC"
"51","chr18",1952,1952,1,"*","x","Li"
"54","chr18",1952,1952,1,"*","y","Li"
"57","chr18",1952,1952,1,"*","x","Lu"
"60","chr18",1952,1952,1,"*","y","Lu"
"63","chr18",1952,1952,1,"*","x","LV"
"66","chr18",1952,1952,1,"*","y","LV"
"69","chr18",1952,1952,1,"*","x","MesC"
"72","chr18",1952,1952,1,"*","y","MesC"
"75","chr18",1952,1952,1,"*","x","MSC"
"78","chr18",1952,1952,1,"*","y","MSC"
"81","chr18",1952,1952,1,"*","x","NPC"
"84","chr18",1952,1952,1,"*","y","NPC"
"87","chr18",1952,1952,1,"*","x","Ov"
"90","chr18",1952,1952,1,"*","y","Ov"
"93","chr18",1952,1952,1,"*","x","Pa"
"96","chr18",1952,1952,1,"*","y","Pa"
"99","chr18",1952,1952,1,"*","x","PM"
"102","chr18",1952,1952,1,"*","y","PM"
"105","chr18",1952,1952,1,"*","x","RV"
"108","chr18",1952,1952,1,"*","y","RV"
"111","chr18",1952,1952,1,"*","x","SB"
"114","chr18",1952,1952,1,"*","y","SB"
"117","chr18",1952,1952,1,"*","x","Sp"
"120","chr18",1952,1952,1,"*","y","Sp"
"123","chr18",1952,1952,1,"*","x","TLC"
"126","chr18",1952,1952,1,"*","y","TLC"
