"","seqnames","start","end","width","strand","axis","ct"
"239","chr11",2409,2411,3,"*","y","MSC"
"248","chr11",2409,2411,3,"*","x","NPC"
"257","chr11",2409,2411,3,"*","y","NPC"
"259","chr11",1,3,3,"*","x","Ov"
"266","chr11",2409,2411,3,"*","x","Ov"
"268","chr11",1,3,3,"*","y","Ov"
"275","chr11",2409,2411,3,"*","y","Ov"
"284","chr11",2409,2411,3,"*","x","Pa"
"293","chr11",2409,2411,3,"*","y","Pa"
"295","chr11",1,3,3,"*","x","PM"
"302","chr11",2409,2411,3,"*","x","PM"
"304","chr11",1,3,3,"*","y","PM"
"311","chr11",2409,2411,3,"*","y","PM"
"320","chr11",2409,2411,3,"*","x","RV"
"329","chr11",2409,2411,3,"*","y","RV"
"339","chr11",2409,2411,3,"*","x","SB"
"349","chr11",2409,2411,3,"*","y","SB"
"358","chr11",2409,2411,3,"*","x","Sp"
"367","chr11",2409,2411,3,"*","y","Sp"
"376","chr11",2409,2411,3,"*","x","TLC"
"385","chr11",2409,2411,3,"*","y","TLC"
"9","chr11",3375,3376,2,"*","x","AG"
"18","chr11",3375,3376,2,"*","y","AG"
"28","chr11",3375,3376,2,"*","x","Ao"
"38","chr11",3375,3376,2,"*","y","Ao"
"47","chr11",3375,3376,2,"*","x","Bl"
"56","chr11",3375,3376,2,"*","y","Bl"
"57","chr11",1,2,2,"*","x","Co"
"65","chr11",3375,3376,2,"*","x","Co"
"66","chr11",1,2,2,"*","y","Co"
"74","chr11",3375,3376,2,"*","y","Co"
"83","chr11",3375,3376,2,"*","x","ESC"
"92","chr11",3375,3376,2,"*","y","ESC"
"101","chr11",3375,3376,2,"*","x","FC"
"110","chr11",3375,3376,2,"*","y","FC"
"119","chr11",3375,3376,2,"*","x","Hi"
"128","chr11",3375,3376,2,"*","y","Hi"
"137","chr11",3375,3376,2,"*","x","LC"
"146","chr11",3375,3376,2,"*","y","LC"
"156","chr11",3375,3376,2,"*","x","Li"
"166","chr11",3375,3376,2,"*","y","Li"
"167","chr11",1,2,2,"*","x","Lu"
"175","chr11",3375,3376,2,"*","x","Lu"
"176","chr11",1,2,2,"*","y","Lu"
"184","chr11",3375,3376,2,"*","y","Lu"
"185","chr11",1,2,2,"*","x","LV"
"193","chr11",3375,3376,2,"*","x","LV"
"194","chr11",1,2,2,"*","y","LV"
"202","chr11",3375,3376,2,"*","y","LV"
"203","chr11",1,2,2,"*","x","MesC"
"211","chr11",3375,3376,2,"*","x","MesC"
"212","chr11",1,2,2,"*","y","MesC"
"220","chr11",3375,3376,2,"*","y","MesC"
"221","chr11",1,2,2,"*","x","MSC"
"230","chr11",3375,3376,2,"*","x","MSC"
"231","chr11",1,2,2,"*","y","MSC"
"240","chr11",3375,3376,2,"*","y","MSC"
"249","chr11",3375,3376,2,"*","x","NPC"
"258","chr11",3375,3376,2,"*","y","NPC"
"267","chr11",3375,3376,2,"*","x","Ov"
"276","chr11",3375,3376,2,"*","y","Ov"
"285","chr11",3375,3376,2,"*","x","Pa"
"294","chr11",3375,3376,2,"*","y","Pa"
"303","chr11",3375,3376,2,"*","x","PM"
"312","chr11",3375,3376,2,"*","y","PM"
"321","chr11",3375,3376,2,"*","x","RV"
"330","chr11",3375,3376,2,"*","y","RV"
"340","chr11",3375,3376,2,"*","x","SB"
"350","chr11",3375,3376,2,"*","y","SB"
"359","chr11",3375,3376,2,"*","x","Sp"
"368","chr11",3375,3376,2,"*","y","Sp"
"377","chr11",3375,3376,2,"*","x","TLC"
"386","chr11",3375,3376,2,"*","y","TLC"
"1","chr11",1,1,1,"*","x","AG"
"2","chr11",14,14,1,"*","x","AG"
"3","chr11",30,30,1,"*","x","AG"
"4","chr11",50,50,1,"*","x","AG"
"7","chr11",1744,1744,1,"*","x","AG"
"10","chr11",1,1,1,"*","y","AG"
"11","chr11",14,14,1,"*","y","AG"
"12","chr11",30,30,1,"*","y","AG"
"13","chr11",50,50,1,"*","y","AG"
"16","chr11",1744,1744,1,"*","y","AG"
"19","chr11",1,1,1,"*","x","Ao"
"20","chr11",3,3,1,"*","x","Ao"
"21","chr11",14,14,1,"*","x","Ao"
"22","chr11",30,30,1,"*","x","Ao"
"23","chr11",50,50,1,"*","x","Ao"
"26","chr11",1744,1744,1,"*","x","Ao"
"29","chr11",1,1,1,"*","y","Ao"
"30","chr11",3,3,1,"*","y","Ao"
"31","chr11",14,14,1,"*","y","Ao"
"32","chr11",30,30,1,"*","y","Ao"
"33","chr11",50,50,1,"*","y","Ao"
"36","chr11",1744,1744,1,"*","y","Ao"
"39","chr11",1,1,1,"*","x","Bl"
"40","chr11",14,14,1,"*","x","Bl"
"41","chr11",30,30,1,"*","x","Bl"
"42","chr11",50,50,1,"*","x","Bl"
"45","chr11",1744,1744,1,"*","x","Bl"
"48","chr11",1,1,1,"*","y","Bl"
"49","chr11",14,14,1,"*","y","Bl"
"50","chr11",30,30,1,"*","y","Bl"
"51","chr11",50,50,1,"*","y","Bl"
"54","chr11",1744,1744,1,"*","y","Bl"
"58","chr11",14,14,1,"*","x","Co"
"59","chr11",30,30,1,"*","x","Co"
"60","chr11",50,50,1,"*","x","Co"
"63","chr11",1744,1744,1,"*","x","Co"
"67","chr11",14,14,1,"*","y","Co"
"68","chr11",30,30,1,"*","y","Co"
"69","chr11",50,50,1,"*","y","Co"
"72","chr11",1744,1744,1,"*","y","Co"
"75","chr11",1,1,1,"*","x","ESC"
"76","chr11",14,14,1,"*","x","ESC"
"77","chr11",30,30,1,"*","x","ESC"
"78","chr11",50,50,1,"*","x","ESC"
"81","chr11",1744,1744,1,"*","x","ESC"
"84","chr11",1,1,1,"*","y","ESC"
"85","chr11",14,14,1,"*","y","ESC"
"86","chr11",30,30,1,"*","y","ESC"
"87","chr11",50,50,1,"*","y","ESC"
"90","chr11",1744,1744,1,"*","y","ESC"
"93","chr11",1,1,1,"*","x","FC"
"94","chr11",14,14,1,"*","x","FC"
"95","chr11",30,30,1,"*","x","FC"
"96","chr11",50,50,1,"*","x","FC"
"99","chr11",1744,1744,1,"*","x","FC"
"102","chr11",1,1,1,"*","y","FC"
"103","chr11",14,14,1,"*","y","FC"
"104","chr11",30,30,1,"*","y","FC"
"105","chr11",50,50,1,"*","y","FC"
"108","chr11",1744,1744,1,"*","y","FC"
"111","chr11",1,1,1,"*","x","Hi"
"112","chr11",14,14,1,"*","x","Hi"
"113","chr11",30,30,1,"*","x","Hi"
"114","chr11",50,50,1,"*","x","Hi"
"117","chr11",1744,1744,1,"*","x","Hi"
"120","chr11",1,1,1,"*","y","Hi"
"121","chr11",14,14,1,"*","y","Hi"
"122","chr11",30,30,1,"*","y","Hi"
"123","chr11",50,50,1,"*","y","Hi"
"126","chr11",1744,1744,1,"*","y","Hi"
"129","chr11",1,1,1,"*","x","LC"
"130","chr11",14,14,1,"*","x","LC"
"131","chr11",30,30,1,"*","x","LC"
"132","chr11",50,50,1,"*","x","LC"
"135","chr11",1744,1744,1,"*","x","LC"
"138","chr11",1,1,1,"*","y","LC"
"139","chr11",14,14,1,"*","y","LC"
"140","chr11",30,30,1,"*","y","LC"
"141","chr11",50,50,1,"*","y","LC"
"144","chr11",1744,1744,1,"*","y","LC"
"147","chr11",1,1,1,"*","x","Li"
"148","chr11",3,3,1,"*","x","Li"
"149","chr11",14,14,1,"*","x","Li"
"150","chr11",30,30,1,"*","x","Li"
"151","chr11",50,50,1,"*","x","Li"
"154","chr11",1744,1744,1,"*","x","Li"
"157","chr11",1,1,1,"*","y","Li"
"158","chr11",3,3,1,"*","y","Li"
"159","chr11",14,14,1,"*","y","Li"
"160","chr11",30,30,1,"*","y","Li"
"161","chr11",50,50,1,"*","y","Li"
"164","chr11",1744,1744,1,"*","y","Li"
"168","chr11",14,14,1,"*","x","Lu"
"169","chr11",30,30,1,"*","x","Lu"
"170","chr11",50,50,1,"*","x","Lu"
"173","chr11",1744,1744,1,"*","x","Lu"
"177","chr11",14,14,1,"*","y","Lu"
"178","chr11",30,30,1,"*","y","Lu"
"179","chr11",50,50,1,"*","y","Lu"
"182","chr11",1744,1744,1,"*","y","Lu"
"186","chr11",14,14,1,"*","x","LV"
"187","chr11",30,30,1,"*","x","LV"
"188","chr11",50,50,1,"*","x","LV"
"191","chr11",1744,1744,1,"*","x","LV"
"195","chr11",14,14,1,"*","y","LV"
"196","chr11",30,30,1,"*","y","LV"
"197","chr11",50,50,1,"*","y","LV"
"200","chr11",1744,1744,1,"*","y","LV"
"204","chr11",14,14,1,"*","x","MesC"
"205","chr11",30,30,1,"*","x","MesC"
"206","chr11",50,50,1,"*","x","MesC"
"209","chr11",1744,1744,1,"*","x","MesC"
"213","chr11",14,14,1,"*","y","MesC"
"214","chr11",30,30,1,"*","y","MesC"
"215","chr11",50,50,1,"*","y","MesC"
"218","chr11",1744,1744,1,"*","y","MesC"
"222","chr11",14,14,1,"*","x","MSC"
"223","chr11",30,30,1,"*","x","MSC"
"224","chr11",50,50,1,"*","x","MSC"
"227","chr11",1369,1369,1,"*","x","MSC"
"228","chr11",1744,1744,1,"*","x","MSC"
"232","chr11",14,14,1,"*","y","MSC"
"233","chr11",30,30,1,"*","y","MSC"
"234","chr11",50,50,1,"*","y","MSC"
"237","chr11",1369,1369,1,"*","y","MSC"
"238","chr11",1744,1744,1,"*","y","MSC"
"241","chr11",1,1,1,"*","x","NPC"
"242","chr11",14,14,1,"*","x","NPC"
"243","chr11",30,30,1,"*","x","NPC"
"244","chr11",50,50,1,"*","x","NPC"
"247","chr11",1744,1744,1,"*","x","NPC"
"250","chr11",1,1,1,"*","y","NPC"
"251","chr11",14,14,1,"*","y","NPC"
"252","chr11",30,30,1,"*","y","NPC"
"253","chr11",50,50,1,"*","y","NPC"
"256","chr11",1744,1744,1,"*","y","NPC"
"260","chr11",14,14,1,"*","x","Ov"
"261","chr11",30,30,1,"*","x","Ov"
"262","chr11",50,50,1,"*","x","Ov"
"265","chr11",1744,1744,1,"*","x","Ov"
"269","chr11",14,14,1,"*","y","Ov"
"270","chr11",30,30,1,"*","y","Ov"
"271","chr11",50,50,1,"*","y","Ov"
"274","chr11",1744,1744,1,"*","y","Ov"
"277","chr11",1,1,1,"*","x","Pa"
"278","chr11",14,14,1,"*","x","Pa"
"279","chr11",30,30,1,"*","x","Pa"
"280","chr11",50,50,1,"*","x","Pa"
"283","chr11",1744,1744,1,"*","x","Pa"
"286","chr11",1,1,1,"*","y","Pa"
"287","chr11",14,14,1,"*","y","Pa"
"288","chr11",30,30,1,"*","y","Pa"
"289","chr11",50,50,1,"*","y","Pa"
"292","chr11",1744,1744,1,"*","y","Pa"
"296","chr11",14,14,1,"*","x","PM"
"297","chr11",30,30,1,"*","x","PM"
"298","chr11",50,50,1,"*","x","PM"
"301","chr11",1744,1744,1,"*","x","PM"
"305","chr11",14,14,1,"*","y","PM"
"306","chr11",30,30,1,"*","y","PM"
"307","chr11",50,50,1,"*","y","PM"
"310","chr11",1744,1744,1,"*","y","PM"
"313","chr11",1,1,1,"*","x","RV"
"314","chr11",14,14,1,"*","x","RV"
"315","chr11",30,30,1,"*","x","RV"
"316","chr11",50,50,1,"*","x","RV"
"319","chr11",1744,1744,1,"*","x","RV"
"322","chr11",1,1,1,"*","y","RV"
"323","chr11",14,14,1,"*","y","RV"
"324","chr11",30,30,1,"*","y","RV"
"325","chr11",50,50,1,"*","y","RV"
"328","chr11",1744,1744,1,"*","y","RV"
"331","chr11",1,1,1,"*","x","SB"
"332","chr11",3,3,1,"*","x","SB"
"333","chr11",14,14,1,"*","x","SB"
"334","chr11",30,30,1,"*","x","SB"
"335","chr11",50,50,1,"*","x","SB"
"338","chr11",1744,1744,1,"*","x","SB"
"341","chr11",1,1,1,"*","y","SB"
"342","chr11",3,3,1,"*","y","SB"
"343","chr11",14,14,1,"*","y","SB"
"344","chr11",30,30,1,"*","y","SB"
"345","chr11",50,50,1,"*","y","SB"
"348","chr11",1744,1744,1,"*","y","SB"
"351","chr11",1,1,1,"*","x","Sp"
"352","chr11",14,14,1,"*","x","Sp"
"353","chr11",30,30,1,"*","x","Sp"
"354","chr11",50,50,1,"*","x","Sp"
"357","chr11",1744,1744,1,"*","x","Sp"
"360","chr11",1,1,1,"*","y","Sp"
"361","chr11",14,14,1,"*","y","Sp"
"362","chr11",30,30,1,"*","y","Sp"
"363","chr11",50,50,1,"*","y","Sp"
"366","chr11",1744,1744,1,"*","y","Sp"
"369","chr11",1,1,1,"*","x","TLC"
"370","chr11",14,14,1,"*","x","TLC"
"371","chr11",30,30,1,"*","x","TLC"
"372","chr11",50,50,1,"*","x","TLC"
"375","chr11",1744,1744,1,"*","x","TLC"
"378","chr11",1,1,1,"*","y","TLC"
"379","chr11",14,14,1,"*","y","TLC"
"380","chr11",30,30,1,"*","y","TLC"
"381","chr11",50,50,1,"*","y","TLC"
"384","chr11",1744,1744,1,"*","y","TLC"
