ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO_BP,GO:0097659,nucleic acid-templated transcription,50/57,415/1390,1.8995989804154e-20,3.86827428739136e-19,3.54470623139716e-19,ZNF792/ZFP82/ZNF566/ZNF529/ZNF260/ZNF461/ZNF567/ZNF850/ZNF790/ZNF345/ZNF829/ZNF568/ZNF420/ZNF585A/ZNF585B/ZNF383/ZNF527/ZNF570/ZNF569/ZNF793/ZNF540/ZNF571/ZNF607/ZNF781/ZNF573/LEUTX/ZNF221/ZNF577/ZNF350/ZNF614/ZNF615/ZNF432/ZNF616/ZNF836/ZNF528/ZNF534/ZNF578/ZNF808/ZNF665/ZNF347/ZNF667/ZNF583/ZNF471/ZNF17/ZNF749/ZNF550/ZNF549/ZNF551/ZNF606/ZNF274,50
GO_BP,GO:0032774,RNA biosynthetic process,50/57,417/1390,2.4191243677931e-20,4.51569881988046e-19,4.13797589227768e-19,ZNF792/ZFP82/ZNF566/ZNF529/ZNF260/ZNF461/ZNF567/ZNF850/ZNF790/ZNF345/ZNF829/ZNF568/ZNF420/ZNF585A/ZNF585B/ZNF383/ZNF527/ZNF570/ZNF569/ZNF793/ZNF540/ZNF571/ZNF607/ZNF781/ZNF573/LEUTX/ZNF221/ZNF577/ZNF350/ZNF614/ZNF615/ZNF432/ZNF616/ZNF836/ZNF528/ZNF534/ZNF578/ZNF808/ZNF665/ZNF347/ZNF667/ZNF583/ZNF471/ZNF17/ZNF749/ZNF550/ZNF549/ZNF551/ZNF606/ZNF274,50
GO_BP,GO:0051252,regulation of RNA metabolic process,50/57,422/1390,4.40181111256432e-20,7.58465914780313e-19,6.95022807246998e-19,ZNF792/ZFP82/ZNF566/ZNF529/ZNF260/ZNF461/ZNF567/ZNF850/ZNF790/ZNF345/ZNF829/ZNF568/ZNF420/ZNF585A/ZNF585B/ZNF383/ZNF527/ZNF570/ZNF569/ZNF793/ZNF540/ZNF571/ZNF607/ZNF781/ZNF573/LEUTX/ZNF221/ZNF577/ZNF350/ZNF614/ZNF615/ZNF432/ZNF616/ZNF836/ZNF528/ZNF534/ZNF578/ZNF808/ZNF665/ZNF347/ZNF667/ZNF583/ZNF471/ZNF17/ZNF749/ZNF550/ZNF549/ZNF551/ZNF606/ZNF274,50
GO_BP,GO:2000112,regulation of cellular macromolecule biosynthetic process,50/57,424/1390,5.57992666097347e-20,8.92788265755755e-19,8.18109548037463e-19,ZNF792/ZFP82/ZNF566/ZNF529/ZNF260/ZNF461/ZNF567/ZNF850/ZNF790/ZNF345/ZNF829/ZNF568/ZNF420/ZNF585A/ZNF585B/ZNF383/ZNF527/ZNF570/ZNF569/ZNF793/ZNF540/ZNF571/ZNF607/ZNF781/ZNF573/LEUTX/ZNF221/ZNF577/ZNF350/ZNF614/ZNF615/ZNF432/ZNF616/ZNF836/ZNF528/ZNF534/ZNF578/ZNF808/ZNF665/ZNF347/ZNF667/ZNF583/ZNF471/ZNF17/ZNF749/ZNF550/ZNF549/ZNF551/ZNF606/ZNF274,50
GO_BP,GO:0018130,heterocycle biosynthetic process,50/57,432/1390,1.42260235919856e-19,1.99164330287799e-18,1.825049079235e-18,ZNF792/ZFP82/ZNF566/ZNF529/ZNF260/ZNF461/ZNF567/ZNF850/ZNF790/ZNF345/ZNF829/ZNF568/ZNF420/ZNF585A/ZNF585B/ZNF383/ZNF527/ZNF570/ZNF569/ZNF793/ZNF540/ZNF571/ZNF607/ZNF781/ZNF573/LEUTX/ZNF221/ZNF577/ZNF350/ZNF614/ZNF615/ZNF432/ZNF616/ZNF836/ZNF528/ZNF534/ZNF578/ZNF808/ZNF665/ZNF347/ZNF667/ZNF583/ZNF471/ZNF17/ZNF749/ZNF550/ZNF549/ZNF551/ZNF606/ZNF274,50
GO_BP,GO:0034654,nucleobase-containing compound biosynthetic process,50/57,432/1390,1.42260235919856e-19,1.99164330287799e-18,1.825049079235e-18,ZNF792/ZFP82/ZNF566/ZNF529/ZNF260/ZNF461/ZNF567/ZNF850/ZNF790/ZNF345/ZNF829/ZNF568/ZNF420/ZNF585A/ZNF585B/ZNF383/ZNF527/ZNF570/ZNF569/ZNF793/ZNF540/ZNF571/ZNF607/ZNF781/ZNF573/LEUTX/ZNF221/ZNF577/ZNF350/ZNF614/ZNF615/ZNF432/ZNF616/ZNF836/ZNF528/ZNF534/ZNF578/ZNF808/ZNF665/ZNF347/ZNF667/ZNF583/ZNF471/ZNF17/ZNF749/ZNF550/ZNF549/ZNF551/ZNF606/ZNF274,50
GO_BP,GO:0019438,aromatic compound biosynthetic process,50/57,433/1390,1.59690403097894e-19,2.10415589964284e-18,1.92815037796219e-18,ZNF792/ZFP82/ZNF566/ZNF529/ZNF260/ZNF461/ZNF567/ZNF850/ZNF790/ZNF345/ZNF829/ZNF568/ZNF420/ZNF585A/ZNF585B/ZNF383/ZNF527/ZNF570/ZNF569/ZNF793/ZNF540/ZNF571/ZNF607/ZNF781/ZNF573/LEUTX/ZNF221/ZNF577/ZNF350/ZNF614/ZNF615/ZNF432/ZNF616/ZNF836/ZNF528/ZNF534/ZNF578/ZNF808/ZNF665/ZNF347/ZNF667/ZNF583/ZNF471/ZNF17/ZNF749/ZNF550/ZNF549/ZNF551/ZNF606/ZNF274,50
GO_BP,GO:0010556,regulation of macromolecule biosynthetic process,50/57,435/1390,2.01033658346575e-19,2.50175219275738e-18,2.29248908640831e-18,ZNF792/ZFP82/ZNF566/ZNF529/ZNF260/ZNF461/ZNF567/ZNF850/ZNF790/ZNF345/ZNF829/ZNF568/ZNF420/ZNF585A/ZNF585B/ZNF383/ZNF527/ZNF570/ZNF569/ZNF793/ZNF540/ZNF571/ZNF607/ZNF781/ZNF573/LEUTX/ZNF221/ZNF577/ZNF350/ZNF614/ZNF615/ZNF432/ZNF616/ZNF836/ZNF528/ZNF534/ZNF578/ZNF808/ZNF665/ZNF347/ZNF667/ZNF583/ZNF471/ZNF17/ZNF749/ZNF550/ZNF549/ZNF551/ZNF606/ZNF274,50
GO_BP,GO:1901362,organic cyclic compound biosynthetic process,50/57,438/1390,2.83309785772004e-19,3.34007326383836e-18,3.06068743631805e-18,ZNF792/ZFP82/ZNF566/ZNF529/ZNF260/ZNF461/ZNF567/ZNF850/ZNF790/ZNF345/ZNF829/ZNF568/ZNF420/ZNF585A/ZNF585B/ZNF383/ZNF527/ZNF570/ZNF569/ZNF793/ZNF540/ZNF571/ZNF607/ZNF781/ZNF573/LEUTX/ZNF221/ZNF577/ZNF350/ZNF614/ZNF615/ZNF432/ZNF616/ZNF836/ZNF528/ZNF534/ZNF578/ZNF808/ZNF665/ZNF347/ZNF667/ZNF583/ZNF471/ZNF17/ZNF749/ZNF550/ZNF549/ZNF551/ZNF606/ZNF274,50
GO_BP,GO:0031326,regulation of cellular biosynthetic process,50/57,448/1390,8.7197501683622e-19,9.76612018856566e-18,8.94921727805594e-18,ZNF792/ZFP82/ZNF566/ZNF529/ZNF260/ZNF461/ZNF567/ZNF850/ZNF790/ZNF345/ZNF829/ZNF568/ZNF420/ZNF585A/ZNF585B/ZNF383/ZNF527/ZNF570/ZNF569/ZNF793/ZNF540/ZNF571/ZNF607/ZNF781/ZNF573/LEUTX/ZNF221/ZNF577/ZNF350/ZNF614/ZNF615/ZNF432/ZNF616/ZNF836/ZNF528/ZNF534/ZNF578/ZNF808/ZNF665/ZNF347/ZNF667/ZNF583/ZNF471/ZNF17/ZNF749/ZNF550/ZNF549/ZNF551/ZNF606/ZNF274,50
GO_BP,GO:0009889,regulation of biosynthetic process,50/57,451/1390,1.21483732626294e-18,1.29582648134714e-17,1.18743498055776e-17,ZNF792/ZFP82/ZNF566/ZNF529/ZNF260/ZNF461/ZNF567/ZNF850/ZNF790/ZNF345/ZNF829/ZNF568/ZNF420/ZNF585A/ZNF585B/ZNF383/ZNF527/ZNF570/ZNF569/ZNF793/ZNF540/ZNF571/ZNF607/ZNF781/ZNF573/LEUTX/ZNF221/ZNF577/ZNF350/ZNF614/ZNF615/ZNF432/ZNF616/ZNF836/ZNF528/ZNF534/ZNF578/ZNF808/ZNF665/ZNF347/ZNF667/ZNF583/ZNF471/ZNF17/ZNF749/ZNF550/ZNF549/ZNF551/ZNF606/ZNF274,50
GO_MF,GO:0003677,DNA binding,44/57,328/1390,2.96286368805459e-18,3.01673393692831e-17,2.76439435009878e-17,ZNF792/ZFP82/ZNF566/ZNF529/ZNF260/ZNF461/ZNF567/ZNF790/ZNF829/ZNF568/ZNF420/ZNF383/ZNF527/ZNF570/ZNF569/ZNF793/ZNF540/ZNF571/ZNF607/ZNF781/ZNF573/LEUTX/ZNF577/ZNF350/ZNF614/ZNF615/ZNF432/ZNF616/ZNF528/ZNF534/ZNF578/ZNF808/ZNF665/ZNF347/ZNF667/ZNF583/ZNF471/ZNF17/ZNF749/ZNF550/ZNF549/ZNF551/ZSCAN4/ZNF274,44
GO_BP,GO:0006357,regulation of transcription by RNA polymerase II,44/57,339/1390,1.22827547670104e-17,1.19623350774362e-16,1.09617262222747e-16,ZNF792/ZFP82/ZNF566/ZNF529/ZNF260/ZNF461/ZNF567/ZNF790/ZNF345/ZNF829/ZNF568/ZNF420/ZNF585A/ZNF383/ZNF570/ZNF569/ZNF793/ZNF540/ZNF607/ZNF781/LEUTX/ZNF221/ZNF577/ZNF350/ZNF614/ZNF615/ZNF432/ZNF616/ZNF836/ZNF528/ZNF534/ZNF808/ZNF665/ZNF347/ZNF667/ZNF583/ZNF471/ZNF17/ZNF749/ZNF550/ZNF549/ZNF551/ZNF606/ZNF274,44
GO_BP,GO:0044271,cellular nitrogen compound biosynthetic process,50/57,474/1390,1.42200964080177e-17,1.32720899808165e-16,1.21619245594888e-16,ZNF792/ZFP82/ZNF566/ZNF529/ZNF260/ZNF461/ZNF567/ZNF850/ZNF790/ZNF345/ZNF829/ZNF568/ZNF420/ZNF585A/ZNF585B/ZNF383/ZNF527/ZNF570/ZNF569/ZNF793/ZNF540/ZNF571/ZNF607/ZNF781/ZNF573/LEUTX/ZNF221/ZNF577/ZNF350/ZNF614/ZNF615/ZNF432/ZNF616/ZNF836/ZNF528/ZNF534/ZNF578/ZNF808/ZNF665/ZNF347/ZNF667/ZNF583/ZNF471/ZNF17/ZNF749/ZNF550/ZNF549/ZNF551/ZNF606/ZNF274,50
GO_BP,GO:0034645,cellular macromolecule biosynthetic process,50/57,479/1390,2.38323618600968e-17,2.13537962266468e-16,1.95676234219742e-16,ZNF792/ZFP82/ZNF566/ZNF529/ZNF260/ZNF461/ZNF567/ZNF850/ZNF790/ZNF345/ZNF829/ZNF568/ZNF420/ZNF585A/ZNF585B/ZNF383/ZNF527/ZNF570/ZNF569/ZNF793/ZNF540/ZNF571/ZNF607/ZNF781/ZNF573/LEUTX/ZNF221/ZNF577/ZNF350/ZNF614/ZNF615/ZNF432/ZNF616/ZNF836/ZNF528/ZNF534/ZNF578/ZNF808/ZNF665/ZNF347/ZNF667/ZNF583/ZNF471/ZNF17/ZNF749/ZNF550/ZNF549/ZNF551/ZNF606/ZNF274,50
GO_BP,GO:0006366,transcription by RNA polymerase II,44/57,349/1390,4.26754991598707e-17,3.67665838915809e-16,3.36911835472663e-16,ZNF792/ZFP82/ZNF566/ZNF529/ZNF260/ZNF461/ZNF567/ZNF790/ZNF345/ZNF829/ZNF568/ZNF420/ZNF585A/ZNF383/ZNF570/ZNF569/ZNF793/ZNF540/ZNF607/ZNF781/LEUTX/ZNF221/ZNF577/ZNF350/ZNF614/ZNF615/ZNF432/ZNF616/ZNF836/ZNF528/ZNF534/ZNF808/ZNF665/ZNF347/ZNF667/ZNF583/ZNF471/ZNF17/ZNF749/ZNF550/ZNF549/ZNF551/ZNF606/ZNF274,44
GO_BP,GO:0009059,macromolecule biosynthetic process,50/57,489/1390,6.57030400984366e-17,5.45091888224067e-16,4.99496796069986e-16,ZNF792/ZFP82/ZNF566/ZNF529/ZNF260/ZNF461/ZNF567/ZNF850/ZNF790/ZNF345/ZNF829/ZNF568/ZNF420/ZNF585A/ZNF585B/ZNF383/ZNF527/ZNF570/ZNF569/ZNF793/ZNF540/ZNF571/ZNF607/ZNF781/ZNF573/LEUTX/ZNF221/ZNF577/ZNF350/ZNF614/ZNF615/ZNF432/ZNF616/ZNF836/ZNF528/ZNF534/ZNF578/ZNF808/ZNF665/ZNF347/ZNF667/ZNF583/ZNF471/ZNF17/ZNF749/ZNF550/ZNF549/ZNF551/ZNF606/ZNF274,50
GO_BP,GO:0016070,RNA metabolic process,50/57,491/1390,8.02419929561079e-17,6.41935943648863e-16,5.88240173926355e-16,ZNF792/ZFP82/ZNF566/ZNF529/ZNF260/ZNF461/ZNF567/ZNF850/ZNF790/ZNF345/ZNF829/ZNF568/ZNF420/ZNF585A/ZNF585B/ZNF383/ZNF527/ZNF570/ZNF569/ZNF793/ZNF540/ZNF571/ZNF607/ZNF781/ZNF573/LEUTX/ZNF221/ZNF577/ZNF350/ZNF614/ZNF615/ZNF432/ZNF616/ZNF836/ZNF528/ZNF534/ZNF578/ZNF808/ZNF665/ZNF347/ZNF667/ZNF583/ZNF471/ZNF17/ZNF749/ZNF550/ZNF549/ZNF551/ZNF606/ZNF274,50
GO_MF,GO:0003676,nucleic acid binding,44/57,450/1390,1.63036052085558e-12,1.25931295404018e-11,1.15397568626802e-11,ZNF792/ZFP82/ZNF566/ZNF529/ZNF260/ZNF461/ZNF567/ZNF790/ZNF829/ZNF568/ZNF420/ZNF383/ZNF527/ZNF570/ZNF569/ZNF793/ZNF540/ZNF571/ZNF607/ZNF781/ZNF573/LEUTX/ZNF577/ZNF350/ZNF614/ZNF615/ZNF432/ZNF616/ZNF528/ZNF534/ZNF578/ZNF808/ZNF665/ZNF347/ZNF667/ZNF583/ZNF471/ZNF17/ZNF749/ZNF550/ZNF549/ZNF551/ZSCAN4/ZNF274,44
KEGG,hsa05168,Herpes simplex virus 1 infection,44/46,205/652,1.33728286554572e-21,4.01184859663715e-21,2.8153323485173e-21,ZFP82/ZNF17/ZNF221/ZNF347/ZNF350/ZNF383/ZNF420/ZNF432/ZNF461/ZNF471/ZNF527/ZNF528/ZNF529/ZNF534/ZNF540/ZNF549/ZNF550/ZNF551/ZNF566/ZNF567/ZNF568/ZNF569/ZNF570/ZNF571/ZNF577/ZNF583/ZNF585A/ZNF585B/ZNF606/ZNF607/ZNF613/ZNF614/ZNF615/ZNF616/ZNF649/ZNF665/ZNF667/ZNF749/ZNF790/ZNF792/ZNF793/ZNF829/ZNF836/ZNF850,44
