Loading required package: iterators
[1] 5 stomach done!
[1] 5 testis done!
[1] 4 thyroid done!
[1] min2Mb_chr16_All_topCP3_gapBin50_hub1 done!
[1] 7 adipose.tissue done!
[1] 7 adrenal.gland done!
[1] 8 animal.ovary done!
[1] 8 appendix done!
[1] 8 bladder done!
[1] 6 bone.marrow done!
[1] 8 cerebral.cortex done!
[1] 7 colon done!
[1] 6 duodenum done!
[1] 6 endometrium done!
[1] 9 esophagus done!
[1] 8 gall.bladder done!
[1] 6 heart done!
[1] 8 kidney done!
[1] 6 liver done!
[1] 7 lung done!
[1] 6 lymph.node done!
[1] 7 pancreas done!
[1] 7 placenta done!
[1] 9 prostate done!
[1] 7 salivary.gland done!
[1] 9 skin done!
[1] 7 small.intestine done!
[1] 7 spleen done!
[1] 8 stomach done!
[1] 9 testis done!
[1] 6 thyroid done!
[1] min2Mb_chr18_All_topCP3_gapBin50_hub1 done!
[1] 4 adipose.tissue done!
[1] 3 adrenal.gland done!
[1] 4 animal.ovary done!
[1] 5 appendix done!
[1] 6 bladder done!
[1] 4 bone.marrow done!
[1] 5 cerebral.cortex done!
[1] 3 colon done!
[1] 3 duodenum done!
[1] 2 endometrium done!
[1] 8 esophagus done!
[1] 5 gall.bladder done!
[1] 3 heart done!
[1] 4 kidney done!
[1] 3 liver done!
[1] 5 lung done!
[1] 2 lymph.node done!
[1] 4 pancreas done!
[1] 6 placenta done!
[1] 7 prostate done!
[1] 4 salivary.gland done!
[1] 7 skin done!
[1] 3 small.intestine done!
[1] 4 spleen done!
[1] 4 stomach done!
[1] 8 testis done!
[1] 2 thyroid done!
[1] min2Mb_chr18_All_topCP3_gapBin50_hub2 done!
[1] 59 adipose.tissue done!
[1] 58 adrenal.gland done!
[1] 58 animal.ovary done!
[1] 59 appendix done!
[1] 57 bladder done!
[1] 58 bone.marrow done!
[1] 59 cerebral.cortex done!
[1] 57 colon done!
[1] 59 duodenum done!
[1] 57 endometrium done!
[1] 59 esophagus done!
[1] 59 gall.bladder done!
[1] 59 heart done!
[1] 58 kidney done!
[1] 55 liver done!
[1] 59 lung done!
[1] 59 lymph.node done!
[1] 57 pancreas done!
[1] 60 placenta done!
[1] 59 prostate done!
[1] 58 salivary.gland done!
[1] 58 skin done!
[1] 58 small.intestine done!
[1] 58 spleen done!
[1] 59 stomach done!
[1] 60 testis done!
[1] 60 thyroid done!
[1] min2Mb_chr19_All_topCP3_gapBin50_hub1 done!
[1] 2 adipose.tissue done!
[1] 3 adrenal.gland done!
[1] 2 animal.ovary done!
[1] 3 appendix done!
[1] 2 bladder done!
[1] 1 bone.marrow done!
[1] 3 cerebral.cortex done!
[1] 2 colon done!
[1] 2 duodenum done!
[1] 2 endometrium done!
[1] 2 esophagus done!
[1] 2 gall.bladder done!
[1] 2 heart done!
[1] 2 kidney done!
[1] 1 liver done!
[1] 2 lung done!
[1] 3 lymph.node done!
[1] 1 pancreas done!
[1] 2 placenta done!
[1] 3 prostate done!
[1] 2 salivary.gland done!
[1] 1 skin done!
[1] 2 small.intestine done!
[1] 2 spleen done!
[1] 2 stomach done!
[1] 3 testis done!
[1] 2 thyroid done!
[1] min2Mb_chr2_All_topCP3_gapBin50_hub1 done!
[1] 4 adipose.tissue done!
[1] 6 adrenal.gland done!
[1] 4 animal.ovary done!
[1] 6 appendix done!
[1] 4 bladder done!
[1] 4 bone.marrow done!
[1] 6 cerebral.cortex done!
[1] 5 colon done!
[1] 5 duodenum done!
[1] 5 endometrium done!
[1] 5 esophagus done!
[1] 5 gall.bladder done!
[1] 4 heart done!
[1] 4 kidney done!
[1] 4 liver done!
[1] 5 lung done!
[1] 5 lymph.node done!
[1] 6 pancreas done!
[1] 5 placenta done!
[1] 6 prostate done!
[1] 5 salivary.gland done!
[1] 5 skin done!
[1] 5 small.intestine done!
[1] 4 spleen done!
[1] 5 stomach done!
[1] 7 testis done!
[1] 5 thyroid done!
[1] min2Mb_chr2_All_topCP3_gapBin50_hub2 done!
[1] 3 adipose.tissue done!
[1] 4 adrenal.gland done!
[1] 2 animal.ovary done!
[1] 4 appendix done!
[1] 2 bladder done!
[1] 2 bone.marrow done!
[1] 4 cerebral.cortex done!
[1] 2 colon done!
[1] 2 duodenum done!
[1] 2 endometrium done!
[1] 2 esophagus done!
[1] 2 gall.bladder done!
[1] 2 heart done!
[1] 3 kidney done!
[1] 2 liver done!
[1] 2 lung done!
[1] 3 lymph.node done!
[1] 2 pancreas done!
[1] 2 placenta done!
[1] 4 prostate done!
[1] 2 salivary.gland done!
[1] 3 skin done!
[1] 2 small.intestine done!
[1] 3 spleen done!
[1] 2 stomach done!
[1] 5 testis done!
[1] 3 thyroid done!
[1] min2Mb_chr2_All_topCP3_gapBin50_hub3 done!
[1] 5 adipose.tissue done!
[1] 7 adrenal.gland done!
[1] 7 animal.ovary done!
[1] 6 appendix done!
[1] 7 bladder done!
[1] 6 bone.marrow done!
[1] 7 cerebral.cortex done!
[1] 6 colon done!
[1] 6 duodenum done!
[1] 7 endometrium done!
[1] 6 esophagus done!
[1] 7 gall.bladder done!
[1] 6 heart done!
[1] 7 kidney done!
[1] 7 liver done!
[1] 6 lung done!
[1] 6 lymph.node done!
[1] 6 pancreas done!
[1] 6 placenta done!
[1] 7 prostate done!
[1] 6 salivary.gland done!
[1] 6 skin done!
[1] 6 small.intestine done!
[1] 6 spleen done!
[1] 6 stomach done!
[1] 7 testis done!
[1] 6 thyroid done!
[1] min2Mb_chr20_All_topCP3_gapBin50_hub1 done!
[1] 3 adipose.tissue done!
[1] 3 adrenal.gland done!
[1] 3 animal.ovary done!
[1] 4 appendix done!
[1] 3 bladder done!
[1] 4 bone.marrow done!
[1] 4 cerebral.cortex done!
[1] 4 colon done!
[1] 4 duodenum done!
[1] 3 endometrium done!
[1] 3 esophagus done!
[1] 3 gall.bladder done!
[1] 3 heart done!
[1] 4 kidney done!
[1] 2 liver done!
[1] 4 lung done!
[1] 3 lymph.node done!
[1] 2 pancreas done!
[1] 4 placenta done!
[1] 4 prostate done!
[1] 3 salivary.gland done!
[1] 3 skin done!
[1] 4 small.intestine done!
[1] 3 spleen done!
[1] 3 stomach done!
[1] 4 testis done!
[1] 3 thyroid done!
[1] min2Mb_chr21_All_topCP3_gapBin50_hub1 done!
[1] 4 adipose.tissue done!
[1] 4 adrenal.gland done!
[1] 4 animal.ovary done!
[1] 5 appendix done!
[1] 4 bladder done!
[1] 5 bone.marrow done!
[1] 5 cerebral.cortex done!
[1] 4 colon done!
[1] 4 duodenum done!
[1] 4 endometrium done!
[1] 4 esophagus done!
[1] 5 gall.bladder done!
[1] 4 heart done!
[1] 4 kidney done!
[1] 4 liver done!
[1] 4 lung done!
[1] 5 lymph.node done!
[1] 4 pancreas done!
[1] 5 placenta done!
[1] 4 prostate done!
[1] 4 salivary.gland done!
[1] 4 skin done!
[1] 4 small.intestine done!
[1] 5 spleen done!
[1] 4 stomach done!
[1] 6 testis done!
[1] 4 thyroid done!
[1] min2Mb_chr21_All_topCP3_gapBin50_hub2 done!
[1] 4 adipose.tissue done!
[1] 4 adrenal.gland done!
[1] 5 animal.ovary done!
[1] 7 appendix done!
[1] 5 bladder done!
[1] 7 bone.marrow done!
[1] 7 cerebral.cortex done!
[1] 5 colon done!
[1] 6 duodenum done!
[1] 5 endometrium done!
[1] 5 esophagus done!
[1] 5 gall.bladder done!
[1] 4 heart done!
[1] 5 kidney done!
[1] 3 liver done!
[1] 5 lung done!
[1] 6 lymph.node done!
[1] 3 pancreas done!
[1] 6 placenta done!
[1] 6 prostate done!
[1] 4 salivary.gland done!
[1] 9 skin done!
[1] 7 small.intestine done!
[1] 7 spleen done!
[1] 5 stomach done!
[1] 9 testis done!
[1] 4 thyroid done!
[1] min2Mb_chr21_All_topCP3_gapBin50_hub3 done!
[1] 4 adipose.tissue done!
[1] 3 adrenal.gland done!
[1] 3 animal.ovary done!
[1] 4 appendix done!
[1] 4 bladder done!
[1] 3 bone.marrow done!
[1] 4 cerebral.cortex done!
[1] 3 colon done!
[1] 3 duodenum done!
[1] 4 endometrium done!
[1] 4 esophagus done!
[1] 3 gall.bladder done!
[1] 4 heart done!
[1] 3 kidney done!
[1] 3 liver done!
[1] 2 lung done!
[1] 4 lymph.node done!
[1] 3 pancreas done!
[1] 3 placenta done!
[1] 4 prostate done!
[1] 3 salivary.gland done!
[1] 3 skin done!
[1] 3 small.intestine done!
[1] 4 spleen done!
[1] 4 stomach done!
[1] 4 testis done!
[1] 3 thyroid done!
[1] min2Mb_chr22_All_topCP3_gapBin50_hub1 done!
[1] 6 adipose.tissue done!
[1] 5 adrenal.gland done!
[1] 5 animal.ovary done!
[1] 5 appendix done!
[1] 5 bladder done!
[1] 4 bone.marrow done!
[1] 6 cerebral.cortex done!
[1] 4 colon done!
[1] 5 duodenum done!
[1] 4 endometrium done!
[1] 6 esophagus done!
[1] 5 gall.bladder done!
[1] 5 heart done!
[1] 5 kidney done!
[1] 3 liver done!
[1] 6 lung done!
[1] 5 lymph.node done!
[1] 6 pancreas done!
[1] 5 placenta done!
[1] 5 prostate done!
[1] 4 salivary.gland done!
[1] 5 skin done!
[1] 6 small.intestine done!
[1] 5 spleen done!
[1] 6 stomach done!
[1] 8 testis done!
[1] 5 thyroid done!
[1] min2Mb_chr3_All_topCP3_gapBin50_hub1 done!
[1] 4 adipose.tissue done!
[1] 4 adrenal.gland done!
[1] 4 animal.ovary done!
[1] 3 appendix done!
[1] 4 bladder done!
[1] 3 bone.marrow done!
[1] 4 cerebral.cortex done!
[1] 3 colon done!
[1] 4 duodenum done!
[1] 4 endometrium done!
[1] 4 esophagus done!
[1] 3 gall.bladder done!
[1] 4 heart done!
[1] 3 kidney done!
[1] 3 liver done!
[1] 4 lung done!
[1] 3 lymph.node done!
[1] 3 pancreas done!
[1] 3 placenta done!
[1] 4 prostate done!
[1] 4 salivary.gland done!
[1] 3 skin done!
[1] 4 small.intestine done!
[1] 3 spleen done!
[1] 4 stomach done!
[1] 4 testis done!
[1] 4 thyroid done!
[1] min2Mb_chr3_All_topCP3_gapBin50_hub2 done!
[1] 5 adipose.tissue done!
[1] 6 adrenal.gland done!
[1] 5 animal.ovary done!
[1] 5 appendix done!
[1] 6 bladder done!
[1] 5 bone.marrow done!
[1] 6 cerebral.cortex done!
[1] 5 colon done!
[1] 6 duodenum done!
[1] 6 endometrium done!
[1] 5 esophagus done!
[1] 6 gall.bladder done!
[1] 6 heart done!
[1] 4 kidney done!
[1] 4 liver done!
[1] 5 lung done!
[1] 5 lymph.node done!
[1] 4 pancreas done!
[1] 6 placenta done!
[1] 6 prostate done!
[1] 5 salivary.gland done!
[1] 6 skin done!
[1] 5 small.intestine done!
[1] 5 spleen done!
[1] 4 stomach done!
[1] 6 testis done!
[1] 6 thyroid done!
[1] min2Mb_chr3_All_topCP3_gapBin50_hub3 done!
[1] 4 adipose.tissue done!
[1] 4 adrenal.gland done!
[1] 4 animal.ovary done!
[1] 4 appendix done!
[1] 4 bladder done!
[1] 4 bone.marrow done!
[1] 4 cerebral.cortex done!
[1] 4 colon done!
[1] 4 duodenum done!
[1] 4 endometrium done!
[1] 4 esophagus done!
[1] 4 gall.bladder done!
[1] 4 heart done!
[1] 4 kidney done!
[1] 4 liver done!
[1] 4 lung done!
[1] 4 lymph.node done!
[1] 4 pancreas done!
[1] 4 placenta done!
[1] 4 prostate done!
[1] 4 salivary.gland done!
[1] 4 skin done!
[1] 4 small.intestine done!
[1] 4 spleen done!
[1] 4 stomach done!
[1] 4 testis done!
[1] 4 thyroid done!
[1] min2Mb_chr4_All_topCP3_gapBin50_hub1 done!
[1] 3 adipose.tissue done!
[1] 4 adrenal.gland done!
[1] 4 animal.ovary done!
[1] 4 appendix done!
[1] 4 bladder done!
[1] 2 bone.marrow done!
[1] 4 cerebral.cortex done!
[1] 3 colon done!
[1] 4 duodenum done!
[1] 4 endometrium done!
[1] 3 esophagus done!
[1] 4 gall.bladder done!
[1] 2 heart done!
[1] 3 kidney done!
[1] 2 liver done!
[1] 3 lung done!
[1] 3 lymph.node done!
[1] 2 pancreas done!
[1] 4 placenta done!
[1] 3 prostate done!
[1] 4 salivary.gland done!
[1] 3 skin done!
[1] 3 small.intestine done!
[1] 3 spleen done!
[1] 4 stomach done!
[1] 5 testis done!
[1] 3 thyroid done!
[1] min2Mb_chr4_All_topCP3_gapBin50_hub2 done!
[1] 1 adipose.tissue done!
[1] 1 adrenal.gland done!
[1] 1 animal.ovary done!
[1] 3 appendix done!
[1] 3 bladder done!
[1] 1 bone.marrow done!
[1] 1 cerebral.cortex done!
[1] 2 colon done!
[1] 2 duodenum done!
[1] 1 endometrium done!
[1] 1 esophagus done!
[1] 1 gall.bladder done!
[1] 1 heart done!
[1] 1 kidney done!
[1] 1 liver done!
[1] 2 lung done!
[1] 2 lymph.node done!
[1] 1 pancreas done!
[1] 1 placenta done!
[1] 2 prostate done!
[1] 1 salivary.gland done!
[1] 1 skin done!
[1] 2 small.intestine done!
[1] 2 spleen done!
[1] 3 stomach done!
[1] 3 testis done!
[1] 1 thyroid done!
[1] min2Mb_chr4_All_topCP3_gapBin50_hub3 done!
[1] 4 adipose.tissue done!
[1] 5 adrenal.gland done!
[1] 4 animal.ovary done!
[1] 4 appendix done!
[1] 4 bladder done!
[1] 5 bone.marrow done!
[1] 5 cerebral.cortex done!
[1] 4 colon done!
[1] 4 duodenum done!
[1] 4 endometrium done!
[1] 4 esophagus done!
[1] 4 gall.bladder done!
[1] 4 heart done!
[1] 5 kidney done!
[1] 4 liver done!
[1] 4 lung done!
[1] 4 lymph.node done!
[1] 4 pancreas done!
[1] 4 placenta done!
[1] 4 prostate done!
[1] 4 salivary.gland done!
[1] 4 skin done!
[1] 5 small.intestine done!
[1] 4 spleen done!
[1] 4 stomach done!
[1] 5 testis done!
[1] 4 thyroid done!
[1] min2Mb_chr5_All_topCP3_gapBin50_hub1 done!
[1] 3 adipose.tissue done!
[1] 3 adrenal.gland done!
[1] 3 animal.ovary done!
[1] 3 appendix done!
[1] 3 bladder done!
[1] 2 bone.marrow done!
[1] 3 cerebral.cortex done!
[1] 3 colon done!
[1] 3 duodenum done!
[1] 3 endometrium done!
[1] 3 esophagus done!
[1] 3 gall.bladder done!
[1] 3 heart done!
[1] 3 kidney done!
[1] 3 liver done!
[1] 3 lung done!
[1] 3 lymph.node done!
[1] 3 pancreas done!
[1] 3 placenta done!
[1] 3 prostate done!
[1] 3 salivary.gland done!
[1] 3 skin done!
[1] 3 small.intestine done!
[1] 3 spleen done!
[1] 3 stomach done!
[1] 4 testis done!
[1] 3 thyroid done!
[1] min2Mb_chr5_All_topCP3_gapBin50_hub2 done!
[1] 1 adipose.tissue done!
[1] 2 adrenal.gland done!
[1] 2 animal.ovary done!
[1] 2 appendix done!
[1] 2 bladder done!
[1] 1 bone.marrow done!
[1] 2 cerebral.cortex done!
[1] 2 colon done!
[1] 2 duodenum done!
[1] 2 endometrium done!
[1] 2 esophagus done!
[1] 2 gall.bladder done!
[1] 2 heart done!
[1] 2 kidney done!
[1] 1 liver done!
[1] 2 lung done!
[1] 1 lymph.node done!
[1] 2 pancreas done!
[1] 2 placenta done!
[1] 2 prostate done!
[1] 1 salivary.gland done!
[1] 2 skin done!
[1] 2 small.intestine done!
[1] 1 spleen done!
[1] 2 stomach done!
[1] 2 testis done!
[1] 1 thyroid done!
[1] min2Mb_chr5_All_topCP3_gapBin50_hub3 done!
[1] 8 adipose.tissue done!
[1] 7 adrenal.gland done!
[1] 7 animal.ovary done!
[1] 9 appendix done!
[1] 7 bladder done!
[1] 8 bone.marrow done!
[1] 6 cerebral.cortex done!
[1] 8 colon done!
[1] 9 duodenum done!
[1] 7 endometrium done!
[1] 7 esophagus done!
[1] 8 gall.bladder done!
[1] 6 heart done!
[1] 8 kidney done!
[1] 7 liver done!
[1] 6 lung done!
[1] 8 lymph.node done!
[1] 5 pancreas done!
[1] 8 placenta done!
[1] 9 prostate done!
[1] 8 salivary.gland done!
[1] 6 skin done!
[1] 9 small.intestine done!
[1] 7 spleen done!
[1] 9 stomach done!
[1] 10 testis done!
[1] 7 thyroid done!
[1] min2Mb_chr6_All_topCP3_gapBin50_hub1 done!
[1] 6 adipose.tissue done!
[1] 6 adrenal.gland done!
[1] 6 animal.ovary done!
[1] 6 appendix done!
[1] 6 bladder done!
[1] 4 bone.marrow done!
[1] 5 cerebral.cortex done!
[1] 6 colon done!
[1] 6 duodenum done!
[1] 5 endometrium done!
[1] 5 esophagus done!
[1] 7 gall.bladder done!
[1] 4 heart done!
[1] 5 kidney done!
[1] 5 liver done!
[1] 5 lung done!
[1] 6 lymph.node done!
[1] 4 pancreas done!
[1] 5 placenta done!
[1] 7 prostate done!
[1] 5 salivary.gland done!
[1] 5 skin done!
[1] 6 small.intestine done!
[1] 4 spleen done!
[1] 6 stomach done!
[1] 7 testis done!
[1] 5 thyroid done!
[1] min2Mb_chr6_All_topCP3_gapBin50_hub2 done!
[1] 7 adipose.tissue done!
[1] 8 adrenal.gland done!
[1] 7 animal.ovary done!
[1] 7 appendix done!
[1] 7 bladder done!
[1] 6 bone.marrow done!
[1] 8 cerebral.cortex done!
[1] 8 colon done!
[1] 8 duodenum done!
[1] 6 endometrium done!
[1] 7 esophagus done!
[1] 8 gall.bladder done!
[1] 7 heart done!
[1] 8 kidney done!
[1] 7 liver done!
[1] 6 lung done!
[1] 6 lymph.node done!
[1] 7 pancreas done!
[1] 7 placenta done!
[1] 8 prostate done!
[1] 7 salivary.gland done!
[1] 7 skin done!
[1] 8 small.intestine done!
[1] 6 spleen done!
[1] 8 stomach done!
[1] 10 testis done!
[1] 7 thyroid done!
[1] min2Mb_chr7_All_topCP3_gapBin50_hub1 done!
[1] 3 adipose.tissue done!
[1] 4 adrenal.gland done!
[1] 3 animal.ovary done!
[1] 4 appendix done!
[1] 4 bladder done!
[1] 3 bone.marrow done!
[1] 4 cerebral.cortex done!
[1] 4 colon done!
[1] 4 duodenum done!
[1] 3 endometrium done!
[1] 3 esophagus done!
[1] 4 gall.bladder done!
[1] 3 heart done!
[1] 4 kidney done!
[1] 3 liver done!
[1] 3 lung done!
[1] 3 lymph.node done!
[1] 4 pancreas done!
[1] 3 placenta done!
[1] 4 prostate done!
[1] 3 salivary.gland done!
[1] 3 skin done!
[1] 4 small.intestine done!
[1] 3 spleen done!
[1] 4 stomach done!
[1] 9 testis done!
[1] 3 thyroid done!
[1] min2Mb_chr7_All_topCP3_gapBin50_hub2 done!
[1] 5 adipose.tissue done!
[1] 7 adrenal.gland done!
[1] 7 animal.ovary done!
[1] 9 appendix done!
[1] 7 bladder done!
