"","seqnames","start","end","width","strand","axis","ct","red.start","red.end","red.width"
"221","chr20",645,645,1,"*","y","PM",645,645,1
"222","chr20",651,651,1,"*","y","PM",651,651,1
"225","chr20",1528,1528,1,"*","y","PM",1528,1528,1
"226","chr20",1576,1576,1,"*","y","PM",1576,1576,1
"199","chr20",1,1,1,"*","x","Pa",1,1,1
"200","chr20",645,645,1,"*","x","Pa",645,645,1
"201","chr20",651,651,1,"*","x","Pa",651,651,1
"204","chr20",1528,1528,1,"*","x","Pa",1528,1528,1
"205","chr20",1576,1576,1,"*","x","Pa",1576,1576,1
"206","chr20",1,1,1,"*","y","Pa",1,1,1
"207","chr20",645,645,1,"*","y","Pa",645,645,1
"208","chr20",651,651,1,"*","y","Pa",651,651,1
"211","chr20",1528,1528,1,"*","y","Pa",1528,1528,1
"212","chr20",1576,1576,1,"*","y","Pa",1576,1576,1
"185","chr20",1,1,1,"*","x","Ov",1,1,1
"186","chr20",645,645,1,"*","x","Ov",645,645,1
"187","chr20",651,651,1,"*","x","Ov",651,651,1
"190","chr20",1528,1528,1,"*","x","Ov",1528,1528,1
"191","chr20",1576,1576,1,"*","x","Ov",1576,1576,1
"192","chr20",1,1,1,"*","y","Ov",1,1,1
"193","chr20",645,645,1,"*","y","Ov",645,645,1
"194","chr20",651,651,1,"*","y","Ov",651,651,1
"197","chr20",1528,1528,1,"*","y","Ov",1528,1528,1
"198","chr20",1576,1576,1,"*","y","Ov",1576,1576,1
"171","chr20",1,1,1,"*","x","NPC",1,1,1
"172","chr20",645,645,1,"*","x","NPC",645,645,1
"173","chr20",651,651,1,"*","x","NPC",651,651,1
"176","chr20",1528,1528,1,"*","x","NPC",1528,1528,1
"177","chr20",1576,1576,1,"*","x","NPC",1576,1576,1
"178","chr20",1,1,1,"*","y","NPC",1,1,1
"179","chr20",645,645,1,"*","y","NPC",645,645,1
"180","chr20",651,651,1,"*","y","NPC",651,651,1
"183","chr20",1528,1528,1,"*","y","NPC",1528,1528,1
"184","chr20",1576,1576,1,"*","y","NPC",1576,1576,1
"159","chr20",1,1,1,"*","x","MSC",1,1,1
"160","chr20",645,645,1,"*","x","MSC",645,645,1
"163","chr20",1528,1528,1,"*","x","MSC",1528,1528,1
"164","chr20",1576,1576,1,"*","x","MSC",1576,1576,1
"165","chr20",1,1,1,"*","y","MSC",1,1,1
"166","chr20",645,645,1,"*","y","MSC",645,645,1
"169","chr20",1528,1528,1,"*","y","MSC",1528,1528,1
"170","chr20",1576,1576,1,"*","y","MSC",1576,1576,1
"147","chr20",1,1,1,"*","x","MesC",1,1,1
"148","chr20",645,645,1,"*","x","MesC",645,645,1
"151","chr20",1528,1528,1,"*","x","MesC",1528,1528,1
"152","chr20",1576,1576,1,"*","x","MesC",1576,1576,1
"153","chr20",1,1,1,"*","y","MesC",1,1,1
"154","chr20",645,645,1,"*","y","MesC",645,645,1
"157","chr20",1528,1528,1,"*","y","MesC",1528,1528,1
"158","chr20",1576,1576,1,"*","y","MesC",1576,1576,1
"135","chr20",1,1,1,"*","x","LV",1,1,1
"136","chr20",651,651,1,"*","x","LV",651,651,1
"139","chr20",1528,1528,1,"*","x","LV",1528,1528,1
"140","chr20",1576,1576,1,"*","x","LV",1576,1576,1
"141","chr20",1,1,1,"*","y","LV",1,1,1
"142","chr20",651,651,1,"*","y","LV",651,651,1
"145","chr20",1528,1528,1,"*","y","LV",1528,1528,1
"146","chr20",1576,1576,1,"*","y","LV",1576,1576,1
"121","chr20",1,1,1,"*","x","Lu",1,1,1
"122","chr20",645,645,1,"*","x","Lu",645,645,1
"123","chr20",651,651,1,"*","x","Lu",651,651,1
"126","chr20",1528,1528,1,"*","x","Lu",1528,1528,1
"127","chr20",1576,1576,1,"*","x","Lu",1576,1576,1
"128","chr20",1,1,1,"*","y","Lu",1,1,1
"129","chr20",645,645,1,"*","y","Lu",645,645,1
"130","chr20",651,651,1,"*","y","Lu",651,651,1
"133","chr20",1528,1528,1,"*","y","Lu",1528,1528,1
"134","chr20",1576,1576,1,"*","y","Lu",1576,1576,1
"109","chr20",1,1,1,"*","x","Li",1,1,1
"110","chr20",651,651,1,"*","x","Li",651,651,1
"113","chr20",1528,1528,1,"*","x","Li",1528,1528,1
"114","chr20",1576,1576,1,"*","x","Li",1576,1576,1
"115","chr20",1,1,1,"*","y","Li",1,1,1
"116","chr20",651,651,1,"*","y","Li",651,651,1
"119","chr20",1528,1528,1,"*","y","Li",1528,1528,1
"120","chr20",1576,1576,1,"*","y","Li",1576,1576,1
"95","chr20",1,1,1,"*","x","LC",1,1,1
"96","chr20",645,645,1,"*","x","LC",645,645,1
"97","chr20",651,651,1,"*","x","LC",651,651,1
"100","chr20",1528,1528,1,"*","x","LC",1528,1528,1
"101","chr20",1576,1576,1,"*","x","LC",1576,1576,1
"102","chr20",1,1,1,"*","y","LC",1,1,1
"103","chr20",645,645,1,"*","y","LC",645,645,1
"104","chr20",651,651,1,"*","y","LC",651,651,1
"107","chr20",1528,1528,1,"*","y","LC",1528,1528,1
"108","chr20",1576,1576,1,"*","y","LC",1576,1576,1
"81","chr20",1,1,1,"*","x","Hi",1,1,1
"82","chr20",645,645,1,"*","x","Hi",645,645,1
"83","chr20",651,651,1,"*","x","Hi",651,651,1
"86","chr20",1528,1528,1,"*","x","Hi",1528,1528,1
"87","chr20",1576,1576,1,"*","x","Hi",1576,1576,1
"88","chr20",1,1,1,"*","y","Hi",1,1,1
"89","chr20",645,645,1,"*","y","Hi",645,645,1
"90","chr20",651,651,1,"*","y","Hi",651,651,1
"93","chr20",1528,1528,1,"*","y","Hi",1528,1528,1
"94","chr20",1576,1576,1,"*","y","Hi",1576,1576,1
"67","chr20",1,1,1,"*","x","FC",1,1,1
"68","chr20",645,645,1,"*","x","FC",645,645,1
"69","chr20",651,651,1,"*","x","FC",651,651,1
"72","chr20",1528,1528,1,"*","x","FC",1528,1528,1
"73","chr20",1576,1576,1,"*","x","FC",1576,1576,1
"74","chr20",1,1,1,"*","y","FC",1,1,1
"75","chr20",645,645,1,"*","y","FC",645,645,1
"76","chr20",651,651,1,"*","y","FC",651,651,1
"79","chr20",1528,1528,1,"*","y","FC",1528,1528,1
"80","chr20",1576,1576,1,"*","y","FC",1576,1576,1
"53","chr20",1,1,1,"*","x","ESC",1,1,1
"54","chr20",645,645,1,"*","x","ESC",645,645,1
"55","chr20",651,651,1,"*","x","ESC",651,651,1
"58","chr20",1528,1528,1,"*","x","ESC",1528,1528,1
"59","chr20",1576,1576,1,"*","x","ESC",1576,1576,1
"60","chr20",1,1,1,"*","y","ESC",1,1,1
"61","chr20",645,645,1,"*","y","ESC",645,645,1
"62","chr20",651,651,1,"*","y","ESC",651,651,1
"65","chr20",1528,1528,1,"*","y","ESC",1528,1528,1
"66","chr20",1576,1576,1,"*","y","ESC",1576,1576,1
"39","chr20",1,1,1,"*","x","Co",1,1,1
"40","chr20",645,645,1,"*","x","Co",645,645,1
"41","chr20",651,651,1,"*","x","Co",651,651,1
"44","chr20",1528,1528,1,"*","x","Co",1528,1528,1
"45","chr20",1576,1576,1,"*","x","Co",1576,1576,1
"46","chr20",1,1,1,"*","y","Co",1,1,1
"47","chr20",645,645,1,"*","y","Co",645,645,1
"48","chr20",651,651,1,"*","y","Co",651,651,1
"51","chr20",1528,1528,1,"*","y","Co",1528,1528,1
"52","chr20",1576,1576,1,"*","y","Co",1576,1576,1
"27","chr20",1,1,1,"*","x","Bl",1,1,1
"28","chr20",651,651,1,"*","x","Bl",651,651,1
"31","chr20",1528,1528,1,"*","x","Bl",1528,1528,1
"32","chr20",1576,1576,1,"*","x","Bl",1576,1576,1
"33","chr20",1,1,1,"*","y","Bl",1,1,1
"34","chr20",651,651,1,"*","y","Bl",651,651,1
"37","chr20",1528,1528,1,"*","y","Bl",1528,1528,1
"38","chr20",1576,1576,1,"*","y","Bl",1576,1576,1
"15","chr20",1,1,1,"*","x","Ao",1,1,1
"16","chr20",645,645,1,"*","x","Ao",645,645,1
"19","chr20",1528,1528,1,"*","x","Ao",1528,1528,1
"20","chr20",1576,1576,1,"*","x","Ao",1576,1576,1
"21","chr20",1,1,1,"*","y","Ao",1,1,1
"22","chr20",645,645,1,"*","y","Ao",645,645,1
"25","chr20",1528,1528,1,"*","y","Ao",1528,1528,1
"26","chr20",1576,1576,1,"*","y","Ao",1576,1576,1
"1","chr20",1,1,1,"*","x","AG",1,1,1
"2","chr20",645,645,1,"*","x","AG",645,645,1
"3","chr20",651,651,1,"*","x","AG",651,651,1
"6","chr20",1528,1528,1,"*","x","AG",1528,1528,1
"7","chr20",1576,1576,1,"*","x","AG",1576,1576,1
"8","chr20",1,1,1,"*","y","AG",1,1,1
"9","chr20",645,645,1,"*","y","AG",645,645,1
"10","chr20",651,651,1,"*","y","AG",651,651,1
"13","chr20",1528,1528,1,"*","y","AG",1528,1528,1
"14","chr20",1576,1576,1,"*","y","AG",1576,1576,1
