"","seqnames","start","end","width","strand","axis","ct","red.start","red.end","red.width"
"84","chr3",1656,1656,1,"*","x","LV",1656,1656,1
"87","chr3",1,1,1,"*","y","LV",1,1,1
"88","chr3",1656,1656,1,"*","y","LV",1656,1656,1
"75","chr3",1,1,1,"*","x","Lu",1,1,1
"76","chr3",1656,1656,1,"*","x","Lu",1656,1656,1
"79","chr3",1,1,1,"*","y","Lu",1,1,1
"80","chr3",1656,1656,1,"*","y","Lu",1656,1656,1
"67","chr3",1,1,1,"*","x","Li",1,1,1
"68","chr3",1656,1656,1,"*","x","Li",1656,1656,1
"71","chr3",1,1,1,"*","y","Li",1,1,1
"72","chr3",1656,1656,1,"*","y","Li",1656,1656,1
"59","chr3",1,1,1,"*","x","LC",1,1,1
"60","chr3",1656,1656,1,"*","x","LC",1656,1656,1
"63","chr3",1,1,1,"*","y","LC",1,1,1
"64","chr3",1656,1656,1,"*","y","LC",1656,1656,1
"51","chr3",1,1,1,"*","x","Hi",1,1,1
"52","chr3",1656,1656,1,"*","x","Hi",1656,1656,1
"55","chr3",1,1,1,"*","y","Hi",1,1,1
"56","chr3",1656,1656,1,"*","y","Hi",1656,1656,1
"43","chr3",1,1,1,"*","x","FC",1,1,1
"44","chr3",1656,1656,1,"*","x","FC",1656,1656,1
"47","chr3",1,1,1,"*","y","FC",1,1,1
"48","chr3",1656,1656,1,"*","y","FC",1656,1656,1
"33","chr3",1,1,1,"*","x","ESC",1,1,1
"34","chr3",1656,1656,1,"*","x","ESC",1656,1656,1
"36","chr3",4064,4064,1,"*","x","ESC",4064,4065,2
"38","chr3",1,1,1,"*","y","ESC",1,1,1
"39","chr3",1656,1656,1,"*","y","ESC",1656,1656,1
"41","chr3",4064,4064,1,"*","y","ESC",4064,4065,2
"25","chr3",1,1,1,"*","x","Co",1,1,1
"26","chr3",1656,1656,1,"*","x","Co",1656,1656,1
"29","chr3",1,1,1,"*","y","Co",1,1,1
"30","chr3",1656,1656,1,"*","y","Co",1656,1656,1
"17","chr3",1,1,1,"*","x","Bl",1,1,1
"18","chr3",1656,1656,1,"*","x","Bl",1656,1656,1
"21","chr3",1,1,1,"*","y","Bl",1,1,1
"22","chr3",1656,1656,1,"*","y","Bl",1656,1656,1
"9","chr3",1,1,1,"*","x","Ao",1,1,1
"10","chr3",1656,1656,1,"*","x","Ao",1656,1656,1
"13","chr3",1,1,1,"*","y","Ao",1,1,1
"14","chr3",1656,1656,1,"*","y","Ao",1656,1656,1
"1","chr3",1,1,1,"*","x","AG",1,1,1
"2","chr3",1656,1656,1,"*","x","AG",1656,1656,1
"5","chr3",1,1,1,"*","y","AG",1,1,1
"6","chr3",1656,1656,1,"*","y","AG",1656,1656,1
