"","seqnames","start","end","width","strand","axis","ct","red.start","red.end","red.width"
"820","chrX",1304,1313,10,"*","y","TLC",1304,1313,10
"757","chrX",1304,1313,10,"*","x","Sp",1304,1313,10
"779","chrX",1304,1313,10,"*","y","Sp",1304,1313,10
"716","chrX",1304,1313,10,"*","x","SB",1304,1313,10
"737","chrX",1304,1313,10,"*","y","SB",1304,1313,10
"674","chrX",1304,1313,10,"*","x","RV",1304,1313,10
"695","chrX",1304,1313,10,"*","y","RV",1304,1313,10
"631","chrX",1304,1313,10,"*","x","PM",1304,1313,10
"652","chrX",1304,1313,10,"*","y","PM",1304,1313,10
"593","chrX",1304,1313,10,"*","x","Pa",1304,1313,10
"612","chrX",1304,1313,10,"*","y","Pa",1304,1313,10
"556","chrX",1304,1313,10,"*","x","Ov",1304,1313,10
"575","chrX",1304,1313,10,"*","y","Ov",1304,1313,10
"515","chrX",1304,1313,10,"*","x","NPC",1304,1313,10
"535","chrX",1304,1313,10,"*","y","NPC",1304,1313,10
"476","chrX",1304,1313,10,"*","x","MSC",1304,1313,10
"495","chrX",1304,1313,10,"*","y","MSC",1304,1313,10
"438","chrX",1304,1313,10,"*","x","MesC",1304,1313,10
"457","chrX",1304,1313,10,"*","y","MesC",1304,1313,10
"396","chrX",1304,1313,10,"*","x","LV",1304,1313,10
"419","chrX",1304,1313,10,"*","y","LV",1304,1313,10
"345","chrX",1304,1313,10,"*","x","Lu",1304,1313,10
"369","chrX",1304,1313,10,"*","y","Lu",1304,1313,10
"309","chrX",1304,1313,10,"*","x","Li",1304,1313,10
"328","chrX",1304,1313,10,"*","y","Li",1304,1313,10
"275","chrX",1304,1313,10,"*","x","LC",1304,1313,10
"290","chrX",1304,1313,10,"*","y","LC",1304,1313,10
"236","chrX",1304,1313,10,"*","x","Hi",1304,1313,10
"257","chrX",1304,1313,10,"*","y","Hi",1304,1313,10
"205","chrX",1304,1313,10,"*","x","FC",1304,1313,10
"219","chrX",1304,1313,10,"*","y","FC",1304,1313,10
"166","chrX",1304,1313,10,"*","x","ESC",1304,1313,10
"186","chrX",1304,1313,10,"*","y","ESC",1304,1313,10
"126","chrX",1304,1313,10,"*","x","Co",1304,1313,10
"147","chrX",1304,1313,10,"*","y","Co",1304,1313,10
"86","chrX",1304,1313,10,"*","x","Bl",1304,1313,10
"105","chrX",1304,1313,10,"*","y","Bl",1304,1313,10
"6","chrX",1304,1313,10,"*","x","AG",1304,1313,10
"27","chrX",1304,1313,10,"*","y","AG",1304,1313,10
"307","chrX",59,67,9,"*","x","Li",1,67,67
"326","chrX",59,67,9,"*","y","Li",1,67,67
"816","chrX",3875,3882,8,"*","x","TLC",3875,3882,8
"836","chrX",3875,3882,8,"*","y","TLC",3875,3882,8
"774","chrX",3875,3882,8,"*","x","Sp",3875,3882,8
"796","chrX",3875,3882,8,"*","y","Sp",3875,3882,8
"731","chrX",3875,3882,8,"*","x","SB",3875,3882,8
"752","chrX",3875,3882,8,"*","y","SB",3875,3882,8
"689","chrX",3875,3882,8,"*","x","RV",3875,3882,8
"710","chrX",3875,3882,8,"*","y","RV",3875,3882,8
"647","chrX",3875,3882,8,"*","x","PM",3875,3882,8
"668","chrX",3875,3882,8,"*","y","PM",3875,3882,8
"607","chrX",3875,3882,8,"*","x","Pa",3875,3882,8
"626","chrX",3875,3882,8,"*","y","Pa",3875,3882,8
"569","chrX",3875,3882,8,"*","x","Ov",3875,3882,8
"588","chrX",3875,3882,8,"*","y","Ov",3875,3882,8
"530","chrX",3875,3882,8,"*","x","NPC",3875,3882,8
"550","chrX",3875,3882,8,"*","y","NPC",3875,3882,8
"491","chrX",3875,3882,8,"*","x","MSC",3875,3882,8
"510","chrX",3875,3882,8,"*","y","MSC",3875,3882,8
"453","chrX",3875,3882,8,"*","x","MesC",3875,3882,8
"472","chrX",3875,3882,8,"*","y","MesC",3875,3882,8
"411","chrX",3875,3882,8,"*","x","LV",3875,3882,8
"434","chrX",3875,3882,8,"*","y","LV",3875,3882,8
"364","chrX",3875,3882,8,"*","x","Lu",3875,3882,8
"388","chrX",3875,3882,8,"*","y","Lu",3875,3882,8
"321","chrX",3875,3882,8,"*","x","Li",3875,3882,8
"340","chrX",3875,3882,8,"*","y","Li",3875,3882,8
"287","chrX",3875,3882,8,"*","x","LC",3875,3882,8
"302","chrX",3875,3882,8,"*","y","LC",3875,3882,8
"251","chrX",3875,3882,8,"*","x","Hi",3875,3882,8
"272","chrX",3875,3882,8,"*","y","Hi",3875,3882,8
"216","chrX",3875,3882,8,"*","x","FC",3875,3882,8
"230","chrX",3875,3882,8,"*","y","FC",3875,3882,8
"182","chrX",3875,3882,8,"*","x","ESC",3875,3882,8
"202","chrX",3875,3882,8,"*","y","ESC",3875,3882,8
"141","chrX",3875,3882,8,"*","x","Co",3875,3882,8
"162","chrX",3875,3882,8,"*","y","Co",3875,3882,8
"101","chrX",3875,3882,8,"*","x","Bl",3875,3882,8
"120","chrX",3875,3882,8,"*","y","Bl",3875,3882,8
"62","chrX",3875,3882,8,"*","x","Ao",3875,3882,8
"82","chrX",3875,3882,8,"*","y","Ao",3875,3882,8
"21","chrX",3875,3882,8,"*","x","AG",3875,3882,8
"42","chrX",3875,3882,8,"*","y","AG",3875,3882,8
"49","chrX",1308,1313,6,"*","x","Ao",1304,1313,10
"69","chrX",1308,1313,6,"*","y","Ao",1304,1313,10
"756","chrX",1231,1234,4,"*","x","Sp",1231,1234,4
"778","chrX",1231,1234,4,"*","y","Sp",1231,1234,4
"714","chrX",1231,1234,4,"*","x","SB",1231,1234,4
"735","chrX",1231,1234,4,"*","y","SB",1231,1234,4
"672","chrX",1231,1234,4,"*","x","RV",1231,1234,4
"693","chrX",1231,1234,4,"*","y","RV",1231,1234,4
"629","chrX",1231,1234,4,"*","x","PM",1231,1234,4
"650","chrX",1231,1234,4,"*","y","PM",1231,1234,4
"592","chrX",1231,1234,4,"*","x","Pa",1231,1234,4
"611","chrX",1231,1234,4,"*","y","Pa",1231,1234,4
"554","chrX",1231,1234,4,"*","x","Ov",1231,1234,4
"573","chrX",1231,1234,4,"*","y","Ov",1231,1234,4
"395","chrX",1231,1234,4,"*","x","LV",1231,1234,4
"418","chrX",1231,1234,4,"*","y","LV",1231,1234,4
"343","chrX",1231,1234,4,"*","x","Lu",1231,1234,4
"367","chrX",1231,1234,4,"*","y","Lu",1231,1234,4
"274","chrX",1231,1234,4,"*","x","LC",1231,1234,4
"289","chrX",1231,1234,4,"*","y","LC",1231,1234,4
"85","chrX",1231,1234,4,"*","x","Bl",1231,1234,4
"104","chrX",1231,1234,4,"*","y","Bl",1231,1234,4
"4","chrX",1231,1234,4,"*","x","AG",1231,1234,4
"25","chrX",1231,1234,4,"*","y","AG",1231,1234,4
"799","chrX",1232,1234,3,"*","x","TLC",1231,1234,4
"819","chrX",1232,1234,3,"*","y","TLC",1231,1234,4
"513","chrX",1232,1234,3,"*","x","NPC",1231,1234,4
"533","chrX",1232,1234,3,"*","y","NPC",1231,1234,4
"475","chrX",1232,1234,3,"*","x","MSC",1231,1234,4
"494","chrX",1232,1234,3,"*","y","MSC",1231,1234,4
"391","chrX",40,42,3,"*","x","LV",1,67,67
"414","chrX",40,42,3,"*","y","LV",1,67,67
"355","chrX",3001,3003,3,"*","x","Lu",3001,3003,3
"379","chrX",3001,3003,3,"*","y","Lu",3001,3003,3
"234","chrX",1232,1234,3,"*","x","Hi",1231,1234,4
"255","chrX",1232,1234,3,"*","y","Hi",1231,1234,4
"204","chrX",1232,1234,3,"*","x","FC",1231,1234,4
"218","chrX",1232,1234,3,"*","y","FC",1231,1234,4
"165","chrX",1232,1234,3,"*","x","ESC",1231,1234,4
"185","chrX",1232,1234,3,"*","y","ESC",1231,1234,4
"124","chrX",1232,1234,3,"*","x","Co",1231,1234,4
"133","chrX",3001,3003,3,"*","x","Co",3001,3003,3
"145","chrX",1232,1234,3,"*","y","Co",1231,1234,4
"154","chrX",3001,3003,3,"*","y","Co",3001,3003,3
"94","chrX",3001,3003,3,"*","x","Bl",3001,3003,3
"113","chrX",3001,3003,3,"*","y","Bl",3001,3003,3
"48","chrX",1304,1306,3,"*","x","Ao",1304,1313,10
"68","chrX",1304,1306,3,"*","y","Ao",1304,1313,10
"808","chrX",3002,3003,2,"*","x","TLC",3001,3003,3
"828","chrX",3002,3003,2,"*","y","TLC",3001,3003,3
"758","chrX",1319,1320,2,"*","x","Sp",1319,1320,2
"761","chrX",1774,1775,2,"*","x","Sp",1774,1775,2
"766","chrX",3002,3003,2,"*","x","Sp",3001,3003,3
"780","chrX",1319,1320,2,"*","y","Sp",1319,1320,2
"783","chrX",1774,1775,2,"*","y","Sp",1774,1775,2
"788","chrX",3002,3003,2,"*","y","Sp",3001,3003,3
"720","chrX",1774,1775,2,"*","x","SB",1774,1775,2
"724","chrX",3002,3003,2,"*","x","SB",3001,3003,3
"741","chrX",1774,1775,2,"*","y","SB",1774,1775,2
"745","chrX",3002,3003,2,"*","y","SB",3001,3003,3
"677","chrX",1774,1775,2,"*","x","RV",1774,1775,2
"680","chrX",3002,3003,2,"*","x","RV",3001,3003,3
"698","chrX",1774,1775,2,"*","y","RV",1774,1775,2
"701","chrX",3002,3003,2,"*","y","RV",3001,3003,3
"632","chrX",1319,1320,2,"*","x","PM",1319,1320,2
"635","chrX",1774,1775,2,"*","x","PM",1774,1775,2
"639","chrX",3002,3003,2,"*","x","PM",3001,3003,3
"653","chrX",1319,1320,2,"*","y","PM",1319,1320,2
"656","chrX",1774,1775,2,"*","y","PM",1774,1775,2
"660","chrX",3002,3003,2,"*","y","PM",3001,3003,3
"594","chrX",1319,1320,2,"*","x","Pa",1319,1320,2
"597","chrX",1774,1775,2,"*","x","Pa",1774,1775,2
"600","chrX",3002,3003,2,"*","x","Pa",3001,3003,3
"613","chrX",1319,1320,2,"*","y","Pa",1319,1320,2
"616","chrX",1774,1775,2,"*","y","Pa",1774,1775,2
"619","chrX",3002,3003,2,"*","y","Pa",3001,3003,3
"559","chrX",1774,1775,2,"*","x","Ov",1774,1775,2
"562","chrX",3002,3003,2,"*","x","Ov",3001,3003,3
"578","chrX",1774,1775,2,"*","y","Ov",1774,1775,2
"581","chrX",3002,3003,2,"*","y","Ov",3001,3003,3
"516","chrX",1319,1320,2,"*","x","NPC",1319,1320,2
"519","chrX",1774,1775,2,"*","x","NPC",1774,1775,2
"523","chrX",3002,3003,2,"*","x","NPC",3001,3003,3
"527","chrX",3808,3809,2,"*","x","NPC",3808,3809,2
"536","chrX",1319,1320,2,"*","y","NPC",1319,1320,2
"539","chrX",1774,1775,2,"*","y","NPC",1774,1775,2
"543","chrX",3002,3003,2,"*","y","NPC",3001,3003,3
"547","chrX",3808,3809,2,"*","y","NPC",3808,3809,2
"479","chrX",1774,1775,2,"*","x","MSC",1774,1775,2
"483","chrX",3002,3003,2,"*","x","MSC",3001,3003,3
"498","chrX",1774,1775,2,"*","y","MSC",1774,1775,2
"502","chrX",3002,3003,2,"*","y","MSC",3001,3003,3
"442","chrX",1774,1775,2,"*","x","MesC",1774,1775,2
"445","chrX",3002,3003,2,"*","x","MesC",3001,3003,3
"461","chrX",1774,1775,2,"*","y","MesC",1774,1775,2
"464","chrX",3002,3003,2,"*","y","MesC",3001,3003,3
"399","chrX",1774,1775,2,"*","x","LV",1774,1775,2
"402","chrX",3002,3003,2,"*","x","LV",3001,3003,3
"406","chrX",3808,3809,2,"*","x","LV",3808,3809,2
"422","chrX",1774,1775,2,"*","y","LV",1774,1775,2
"425","chrX",3002,3003,2,"*","y","LV",3001,3003,3
"429","chrX",3808,3809,2,"*","y","LV",3808,3809,2
"346","chrX",1319,1320,2,"*","x","Lu",1319,1320,2
"350","chrX",1774,1775,2,"*","x","Lu",1774,1775,2
"360","chrX",3808,3809,2,"*","x","Lu",3808,3809,2
"370","chrX",1319,1320,2,"*","y","Lu",1319,1320,2
"374","chrX",1774,1775,2,"*","y","Lu",1774,1775,2
"384","chrX",3808,3809,2,"*","y","Lu",3808,3809,2
"305","chrX",41,42,2,"*","x","Li",1,67,67
"308","chrX",1233,1234,2,"*","x","Li",1231,1234,4
"314","chrX",3002,3003,2,"*","x","Li",3001,3003,3
"324","chrX",41,42,2,"*","y","Li",1,67,67
"327","chrX",1233,1234,2,"*","y","Li",1231,1234,4
"333","chrX",3002,3003,2,"*","y","Li",3001,3003,3
"280","chrX",3002,3003,2,"*","x","LC",3001,3003,3
"295","chrX",3002,3003,2,"*","y","LC",3001,3003,3
"237","chrX",1319,1320,2,"*","x","Hi",1319,1320,2
"240","chrX",1774,1775,2,"*","x","Hi",1774,1775,2
"243","chrX",3002,3003,2,"*","x","Hi",3001,3003,3
"258","chrX",1319,1320,2,"*","y","Hi",1319,1320,2
"261","chrX",1774,1775,2,"*","y","Hi",1774,1775,2
"264","chrX",3002,3003,2,"*","y","Hi",3001,3003,3
"209","chrX",3002,3003,2,"*","x","FC",3001,3003,3
"223","chrX",3002,3003,2,"*","y","FC",3001,3003,3
"174","chrX",3002,3003,2,"*","x","ESC",3001,3003,3
"194","chrX",3002,3003,2,"*","y","ESC",3001,3003,3
"127","chrX",1319,1320,2,"*","x","Co",1319,1320,2
"148","chrX",1319,1320,2,"*","y","Co",1319,1320,2
"87","chrX",1319,1320,2,"*","x","Bl",1319,1320,2
"90","chrX",1774,1775,2,"*","x","Bl",1774,1775,2
"98","chrX",3808,3809,2,"*","x","Bl",3808,3809,2
"106","chrX",1319,1320,2,"*","y","Bl",1319,1320,2
"109","chrX",1774,1775,2,"*","y","Bl",1774,1775,2
"117","chrX",3808,3809,2,"*","y","Bl",3808,3809,2
"46","chrX",1231,1232,2,"*","x","Ao",1231,1234,4
"55","chrX",3002,3003,2,"*","x","Ao",3001,3003,3
"66","chrX",1231,1232,2,"*","y","Ao",1231,1234,4
"75","chrX",3002,3003,2,"*","y","Ao",3001,3003,3
"7","chrX",1319,1320,2,"*","x","AG",1319,1320,2
"10","chrX",1774,1775,2,"*","x","AG",1774,1775,2
"14","chrX",3002,3003,2,"*","x","AG",3001,3003,3
"28","chrX",1319,1320,2,"*","y","AG",1319,1320,2
"31","chrX",1774,1775,2,"*","y","AG",1774,1775,2
"35","chrX",3002,3003,2,"*","y","AG",3001,3003,3
"798","chrX",595,595,1,"*","x","TLC",595,595,1
"801","chrX",1320,1320,1,"*","x","TLC",1319,1320,2
"802","chrX",1325,1325,1,"*","x","TLC",1325,1325,1
"804","chrX",1775,1775,1,"*","x","TLC",1774,1775,2
"805","chrX",2539,2539,1,"*","x","TLC",2539,2539,1
"806","chrX",2543,2543,1,"*","x","TLC",2543,2543,1
"807","chrX",2839,2839,1,"*","x","TLC",2839,2839,1
"809","chrX",3589,3589,1,"*","x","TLC",3589,3589,1
"810","chrX",3724,3724,1,"*","x","TLC",3724,3724,1
"811","chrX",3727,3727,1,"*","x","TLC",3727,3727,1
"812","chrX",3808,3808,1,"*","x","TLC",3808,3809,2
"813","chrX",3827,3827,1,"*","x","TLC",3827,3827,1
"814","chrX",3847,3847,1,"*","x","TLC",3847,3847,1
"815","chrX",3868,3868,1,"*","x","TLC",3868,3868,1
"818","chrX",595,595,1,"*","y","TLC",595,595,1
"821","chrX",1320,1320,1,"*","y","TLC",1319,1320,2
"822","chrX",1325,1325,1,"*","y","TLC",1325,1325,1
"824","chrX",1775,1775,1,"*","y","TLC",1774,1775,2
"825","chrX",2539,2539,1,"*","y","TLC",2539,2539,1
"826","chrX",2543,2543,1,"*","y","TLC",2543,2543,1
"827","chrX",2839,2839,1,"*","y","TLC",2839,2839,1
"829","chrX",3589,3589,1,"*","y","TLC",3589,3589,1
"830","chrX",3724,3724,1,"*","y","TLC",3724,3724,1
"831","chrX",3727,3727,1,"*","y","TLC",3727,3727,1
"832","chrX",3808,3808,1,"*","y","TLC",3808,3809,2
"833","chrX",3827,3827,1,"*","y","TLC",3827,3827,1
"834","chrX",3847,3847,1,"*","y","TLC",3847,3847,1
"835","chrX",3868,3868,1,"*","y","TLC",3868,3868,1
"755","chrX",595,595,1,"*","x","Sp",595,595,1
"759","chrX",1325,1325,1,"*","x","Sp",1325,1325,1
"762","chrX",2539,2539,1,"*","x","Sp",2539,2539,1
"763","chrX",2543,2543,1,"*","x","Sp",2543,2543,1
"764","chrX",2839,2839,1,"*","x","Sp",2839,2839,1
"765","chrX",2875,2875,1,"*","x","Sp",2875,2875,1
"767","chrX",3589,3589,1,"*","x","Sp",3589,3589,1
"768","chrX",3724,3724,1,"*","x","Sp",3724,3724,1
"769","chrX",3727,3727,1,"*","x","Sp",3727,3727,1
"770","chrX",3808,3808,1,"*","x","Sp",3808,3809,2
"771","chrX",3827,3827,1,"*","x","Sp",3827,3827,1
"772","chrX",3847,3847,1,"*","x","Sp",3847,3847,1
"773","chrX",3868,3868,1,"*","x","Sp",3868,3868,1
"777","chrX",595,595,1,"*","y","Sp",595,595,1
"781","chrX",1325,1325,1,"*","y","Sp",1325,1325,1
"784","chrX",2539,2539,1,"*","y","Sp",2539,2539,1
"785","chrX",2543,2543,1,"*","y","Sp",2543,2543,1
"786","chrX",2839,2839,1,"*","y","Sp",2839,2839,1
"787","chrX",2875,2875,1,"*","y","Sp",2875,2875,1
"789","chrX",3589,3589,1,"*","y","Sp",3589,3589,1
"790","chrX",3724,3724,1,"*","y","Sp",3724,3724,1
"791","chrX",3727,3727,1,"*","y","Sp",3727,3727,1
"792","chrX",3808,3808,1,"*","y","Sp",3808,3809,2
"793","chrX",3827,3827,1,"*","y","Sp",3827,3827,1
"794","chrX",3847,3847,1,"*","y","Sp",3847,3847,1
"795","chrX",3868,3868,1,"*","y","Sp",3868,3868,1
"712","chrX",96,96,1,"*","x","SB",96,96,1
"713","chrX",595,595,1,"*","x","SB",595,595,1
"715","chrX",1299,1299,1,"*","x","SB",1299,1299,1
"717","chrX",1320,1320,1,"*","x","SB",1319,1320,2
"718","chrX",1325,1325,1,"*","x","SB",1325,1325,1
"721","chrX",2539,2539,1,"*","x","SB",2539,2539,1
"722","chrX",2839,2839,1,"*","x","SB",2839,2839,1
"723","chrX",2875,2875,1,"*","x","SB",2875,2875,1
"725","chrX",3589,3589,1,"*","x","SB",3589,3589,1
"726","chrX",3724,3724,1,"*","x","SB",3724,3724,1
"727","chrX",3727,3727,1,"*","x","SB",3727,3727,1
"728","chrX",3808,3808,1,"*","x","SB",3808,3809,2
"729","chrX",3827,3827,1,"*","x","SB",3827,3827,1
"730","chrX",3847,3847,1,"*","x","SB",3847,3847,1
"733","chrX",96,96,1,"*","y","SB",96,96,1
"734","chrX",595,595,1,"*","y","SB",595,595,1
"736","chrX",1299,1299,1,"*","y","SB",1299,1299,1
"738","chrX",1320,1320,1,"*","y","SB",1319,1320,2
"739","chrX",1325,1325,1,"*","y","SB",1325,1325,1
"742","chrX",2539,2539,1,"*","y","SB",2539,2539,1
"743","chrX",2839,2839,1,"*","y","SB",2839,2839,1
"744","chrX",2875,2875,1,"*","y","SB",2875,2875,1
"746","chrX",3589,3589,1,"*","y","SB",3589,3589,1
"747","chrX",3724,3724,1,"*","y","SB",3724,3724,1
"748","chrX",3727,3727,1,"*","y","SB",3727,3727,1
"749","chrX",3808,3808,1,"*","y","SB",3808,3809,2
"750","chrX",3827,3827,1,"*","y","SB",3827,3827,1
"751","chrX",3847,3847,1,"*","y","SB",3847,3847,1
"670","chrX",95,95,1,"*","x","RV",95,95,1
"671","chrX",595,595,1,"*","x","RV",595,595,1
"673","chrX",1299,1299,1,"*","x","RV",1299,1299,1
"675","chrX",1320,1320,1,"*","x","RV",1319,1320,2
"678","chrX",2839,2839,1,"*","x","RV",2839,2839,1
"679","chrX",2875,2875,1,"*","x","RV",2875,2875,1
"681","chrX",3374,3374,1,"*","x","RV",3374,3374,1
"682","chrX",3589,3589,1,"*","x","RV",3589,3589,1
"683","chrX",3724,3724,1,"*","x","RV",3724,3724,1
"684","chrX",3727,3727,1,"*","x","RV",3727,3727,1
"685","chrX",3808,3808,1,"*","x","RV",3808,3809,2
"686","chrX",3827,3827,1,"*","x","RV",3827,3827,1
"687","chrX",3847,3847,1,"*","x","RV",3847,3847,1
"688","chrX",3868,3868,1,"*","x","RV",3868,3868,1
"691","chrX",95,95,1,"*","y","RV",95,95,1
"692","chrX",595,595,1,"*","y","RV",595,595,1
"694","chrX",1299,1299,1,"*","y","RV",1299,1299,1
"696","chrX",1320,1320,1,"*","y","RV",1319,1320,2
"699","chrX",2839,2839,1,"*","y","RV",2839,2839,1
"700","chrX",2875,2875,1,"*","y","RV",2875,2875,1
"702","chrX",3374,3374,1,"*","y","RV",3374,3374,1
"703","chrX",3589,3589,1,"*","y","RV",3589,3589,1
"704","chrX",3724,3724,1,"*","y","RV",3724,3724,1
"705","chrX",3727,3727,1,"*","y","RV",3727,3727,1
"706","chrX",3808,3808,1,"*","y","RV",3808,3809,2
"707","chrX",3827,3827,1,"*","y","RV",3827,3827,1
"708","chrX",3847,3847,1,"*","y","RV",3847,3847,1
"709","chrX",3868,3868,1,"*","y","RV",3868,3868,1
"628","chrX",595,595,1,"*","x","PM",595,595,1
"630","chrX",1299,1299,1,"*","x","PM",1299,1299,1
"633","chrX",1325,1325,1,"*","x","PM",1325,1325,1
"636","chrX",2539,2539,1,"*","x","PM",2539,2539,1
"637","chrX",2839,2839,1,"*","x","PM",2839,2839,1
"638","chrX",2875,2875,1,"*","x","PM",2875,2875,1
"640","chrX",3589,3589,1,"*","x","PM",3589,3589,1
"641","chrX",3724,3724,1,"*","x","PM",3724,3724,1
"642","chrX",3727,3727,1,"*","x","PM",3727,3727,1
"643","chrX",3808,3808,1,"*","x","PM",3808,3809,2
"644","chrX",3827,3827,1,"*","x","PM",3827,3827,1
"645","chrX",3847,3847,1,"*","x","PM",3847,3847,1
"646","chrX",3868,3868,1,"*","x","PM",3868,3868,1
"649","chrX",595,595,1,"*","y","PM",595,595,1
"651","chrX",1299,1299,1,"*","y","PM",1299,1299,1
"654","chrX",1325,1325,1,"*","y","PM",1325,1325,1
"657","chrX",2539,2539,1,"*","y","PM",2539,2539,1
