"","seqnames","start","end","width","strand","axis","ct","red.start","red.end","red.width"
"1323","chr9",1065,1071,7,"*","y","MSC",1064,1072,9
"231","chr9",1065,1071,7,"*","x","Bl",1064,1072,9
"285","chr9",1065,1071,7,"*","y","Bl",1064,1072,9
"15","chr9",1065,1071,7,"*","x","AG",1064,1072,9
"75","chr9",1065,1071,7,"*","y","AG",1064,1072,9
"2198","chr9",1757,1762,6,"*","x","TLC",1757,1762,6
"2251","chr9",1757,1762,6,"*","y","TLC",1757,1762,6
"2089","chr9",1757,1762,6,"*","x","Sp",1757,1762,6
"2145","chr9",1757,1762,6,"*","y","Sp",1757,1762,6
"1975","chr9",1757,1762,6,"*","x","SB",1757,1762,6
"2033","chr9",1757,1762,6,"*","y","SB",1757,1762,6
"1861","chr9",1757,1762,6,"*","x","RV",1757,1762,6
"1918","chr9",1757,1762,6,"*","y","RV",1757,1762,6
"1720","chr9",1128,1133,6,"*","x","PM",1128,1133,6
"1747","chr9",1757,1762,6,"*","x","PM",1757,1762,6
"1777","chr9",1128,1133,6,"*","y","PM",1128,1133,6
"1804","chr9",1757,1762,6,"*","y","PM",1757,1762,6
"1632","chr9",1757,1762,6,"*","x","Pa",1757,1762,6
"1690","chr9",1757,1762,6,"*","y","Pa",1757,1762,6
"1481","chr9",1066,1071,6,"*","x","Ov",1064,1072,9
"1516","chr9",1757,1762,6,"*","x","Ov",1757,1762,6
"1539","chr9",1066,1071,6,"*","y","Ov",1064,1072,9
"1574","chr9",1757,1762,6,"*","y","Ov",1757,1762,6
"1405","chr9",1757,1762,6,"*","x","NPC",1757,1762,6
"1458","chr9",1757,1762,6,"*","y","NPC",1757,1762,6
"1306","chr9",1757,1762,6,"*","x","MSC",1757,1762,6
"1352","chr9",1757,1762,6,"*","y","MSC",1757,1762,6
"1177","chr9",1066,1071,6,"*","x","MesC",1064,1072,9
"1209","chr9",1757,1762,6,"*","x","MesC",1757,1762,6
"1228","chr9",1066,1071,6,"*","y","MesC",1064,1072,9
"1260","chr9",1757,1762,6,"*","y","MesC",1757,1762,6
"1101","chr9",1757,1762,6,"*","x","LV",1757,1762,6
"1158","chr9",1757,1762,6,"*","y","LV",1757,1762,6
"985","chr9",1757,1762,6,"*","x","Lu",1757,1762,6
"1044","chr9",1757,1762,6,"*","y","Lu",1757,1762,6
"884","chr9",1757,1762,6,"*","x","Li",1757,1762,6
"926","chr9",1757,1762,6,"*","y","Li",1757,1762,6
"770","chr9",1066,1071,6,"*","x","LC",1064,1072,9
"797","chr9",1757,1762,6,"*","x","LC",1757,1762,6
"815","chr9",1066,1071,6,"*","y","LC",1064,1072,9
"842","chr9",1757,1762,6,"*","y","LC",1757,1762,6
"654","chr9",1066,1071,6,"*","x","Hi",1064,1072,9
"692","chr9",1757,1762,6,"*","x","Hi",1757,1762,6
"714","chr9",1066,1071,6,"*","y","Hi",1064,1072,9
"752","chr9",1757,1762,6,"*","y","Hi",1757,1762,6
"587","chr9",1757,1762,6,"*","x","FC",1757,1762,6
"632","chr9",1757,1762,6,"*","y","FC",1757,1762,6
"486","chr9",1757,1762,6,"*","x","ESC",1757,1762,6
"542","chr9",1757,1762,6,"*","y","ESC",1757,1762,6
"339","chr9",1066,1071,6,"*","x","Co",1064,1072,9
"374","chr9",1757,1762,6,"*","x","Co",1757,1762,6
"395","chr9",1066,1071,6,"*","y","Co",1064,1072,9
"430","chr9",1757,1762,6,"*","y","Co",1757,1762,6
"264","chr9",1757,1762,6,"*","x","Bl",1757,1762,6
"318","chr9",1757,1762,6,"*","y","Bl",1757,1762,6
"162","chr9",1757,1762,6,"*","x","Ao",1757,1762,6
"210","chr9",1757,1762,6,"*","y","Ao",1757,1762,6
"53","chr9",1757,1762,6,"*","x","AG",1757,1762,6
"113","chr9",1757,1762,6,"*","y","AG",1757,1762,6
"2176","chr9",1160,1164,5,"*","x","TLC",1157,1167,11
"2229","chr9",1160,1164,5,"*","y","TLC",1157,1167,11
"1946","chr9",1115,1119,5,"*","x","SB",1115,1119,5
"2004","chr9",1115,1119,5,"*","y","SB",1115,1119,5
"1825","chr9",1067,1071,5,"*","x","RV",1064,1072,9
"1882","chr9",1067,1071,5,"*","y","RV",1064,1072,9
"1697","chr9",981,985,5,"*","x","PM",981,989,9
"1714","chr9",1067,1071,5,"*","x","PM",1064,1072,9
"1718","chr9",1115,1119,5,"*","x","PM",1115,1119,5
"1729","chr9",1175,1179,5,"*","x","PM",1175,1179,5
"1754","chr9",981,985,5,"*","y","PM",981,989,9
"1771","chr9",1067,1071,5,"*","y","PM",1064,1072,9
"1775","chr9",1115,1119,5,"*","y","PM",1115,1119,5
"1786","chr9",1175,1179,5,"*","y","PM",1175,1179,5
"1590","chr9",1027,1031,5,"*","x","Pa",1027,1032,6
"1593","chr9",1038,1042,5,"*","x","Pa",1034,1046,13
"1648","chr9",1027,1031,5,"*","y","Pa",1027,1032,6
"1651","chr9",1038,1042,5,"*","y","Pa",1034,1046,13
"1477","chr9",1038,1042,5,"*","x","Ov",1034,1046,13
"1496","chr9",1161,1165,5,"*","x","Ov",1157,1167,11
"1535","chr9",1038,1042,5,"*","y","Ov",1034,1046,13
"1554","chr9",1161,1165,5,"*","y","Ov",1157,1167,11
"1367","chr9",1034,1038,5,"*","x","NPC",1034,1046,13
"1385","chr9",1160,1164,5,"*","x","NPC",1157,1167,11
"1420","chr9",1034,1038,5,"*","y","NPC",1034,1046,13
"1438","chr9",1160,1164,5,"*","y","NPC",1157,1167,11
"957","chr9",1129,1133,5,"*","x","Lu",1128,1133,6
"965","chr9",1163,1167,5,"*","x","Lu",1157,1167,11
"975","chr9",1676,1680,5,"*","x","Lu",1676,1680,5
"1016","chr9",1129,1133,5,"*","y","Lu",1128,1133,6
"1024","chr9",1163,1167,5,"*","y","Lu",1157,1167,11
"1034","chr9",1676,1680,5,"*","y","Lu",1676,1680,5
"858","chr9",1067,1071,5,"*","x","Li",1064,1072,9
"900","chr9",1067,1071,5,"*","y","Li",1064,1072,9
"558","chr9",1067,1071,5,"*","x","FC",1064,1072,9
"603","chr9",1067,1071,5,"*","y","FC",1064,1072,9
"465","chr9",1160,1164,5,"*","x","ESC",1157,1167,11
"521","chr9",1160,1164,5,"*","y","ESC",1157,1167,11
"335","chr9",1034,1038,5,"*","x","Co",1034,1046,13
"391","chr9",1034,1038,5,"*","y","Co",1034,1046,13
"131","chr9",1067,1071,5,"*","x","Ao",1064,1072,9
"179","chr9",1067,1071,5,"*","y","Ao",1064,1072,9
"2172","chr9",1130,1133,4,"*","x","TLC",1128,1133,6
"2225","chr9",1130,1133,4,"*","y","TLC",1128,1133,6
"2072","chr9",1176,1179,4,"*","x","Sp",1175,1179,5
"2080","chr9",1677,1680,4,"*","x","Sp",1676,1680,5
"2128","chr9",1176,1179,4,"*","y","Sp",1175,1179,5
"2136","chr9",1677,1680,4,"*","y","Sp",1676,1680,5
"1936","chr9",1039,1042,4,"*","x","SB",1034,1046,13
"1950","chr9",1146,1149,4,"*","x","SB",1145,1149,5
"1960","chr9",1646,1649,4,"*","x","SB",1646,1649,4
"1965","chr9",1677,1680,4,"*","x","SB",1676,1680,5
"1994","chr9",1039,1042,4,"*","y","SB",1034,1046,13
"2008","chr9",1146,1149,4,"*","y","SB",1145,1149,5
"2018","chr9",1646,1649,4,"*","y","SB",1646,1649,4
"2023","chr9",1677,1680,4,"*","y","SB",1676,1680,5
"1707","chr9",1034,1037,4,"*","x","PM",1034,1046,13
"1732","chr9",1646,1649,4,"*","x","PM",1646,1649,4
"1764","chr9",1034,1037,4,"*","y","PM",1034,1046,13
"1789","chr9",1646,1649,4,"*","y","PM",1646,1649,4
"1584","chr9",991,994,4,"*","x","Pa",991,994,4
"1623","chr9",1677,1680,4,"*","x","Pa",1676,1680,5
"1631","chr9",1751,1754,4,"*","x","Pa",1751,1754,4
"1642","chr9",991,994,4,"*","y","Pa",991,994,4
"1681","chr9",1677,1680,4,"*","y","Pa",1676,1680,5
"1689","chr9",1751,1754,4,"*","y","Pa",1751,1754,4
"1467","chr9",991,994,4,"*","x","Ov",991,994,4
"1493","chr9",1146,1149,4,"*","x","Ov",1145,1149,5
"1501","chr9",1646,1649,4,"*","x","Ov",1646,1649,4
"1506","chr9",1677,1680,4,"*","x","Ov",1676,1680,5
"1515","chr9",1751,1754,4,"*","x","Ov",1751,1754,4
"1525","chr9",991,994,4,"*","y","Ov",991,994,4
"1551","chr9",1146,1149,4,"*","y","Ov",1145,1149,5
"1559","chr9",1646,1649,4,"*","y","Ov",1646,1649,4
"1564","chr9",1677,1680,4,"*","y","Ov",1676,1680,5
"1573","chr9",1751,1754,4,"*","y","Ov",1751,1754,4
"1381","chr9",1146,1149,4,"*","x","NPC",1145,1149,5
"1434","chr9",1146,1149,4,"*","y","NPC",1145,1149,5
"1281","chr9",1115,1118,4,"*","x","MSC",1115,1119,5
"1287","chr9",1161,1164,4,"*","x","MSC",1157,1167,11
"1327","chr9",1115,1118,4,"*","y","MSC",1115,1119,5
"1333","chr9",1161,1164,4,"*","y","MSC",1157,1167,11
"1181","chr9",1115,1118,4,"*","x","MesC",1115,1119,5
"1184","chr9",1130,1133,4,"*","x","MesC",1128,1133,6
"1232","chr9",1115,1118,4,"*","y","MesC",1115,1119,5
"1235","chr9",1130,1133,4,"*","y","MesC",1128,1133,6
"943","chr9",1034,1037,4,"*","x","Lu",1034,1046,13
"945","chr9",1042,1045,4,"*","x","Lu",1034,1046,13
"955","chr9",1116,1119,4,"*","x","Lu",1115,1119,5
"961","chr9",1146,1149,4,"*","x","Lu",1145,1149,5
"964","chr9",1157,1160,4,"*","x","Lu",1157,1167,11
"967","chr9",1176,1179,4,"*","x","Lu",1175,1179,5
"970","chr9",1646,1649,4,"*","x","Lu",1646,1649,4
"1002","chr9",1034,1037,4,"*","y","Lu",1034,1046,13
"1004","chr9",1042,1045,4,"*","y","Lu",1034,1046,13
"1014","chr9",1116,1119,4,"*","y","Lu",1115,1119,5
"1020","chr9",1146,1149,4,"*","y","Lu",1145,1149,5
"1023","chr9",1157,1160,4,"*","y","Lu",1157,1167,11
"1026","chr9",1176,1179,4,"*","y","Lu",1175,1179,5
"1029","chr9",1646,1649,4,"*","y","Lu",1646,1649,4
"779","chr9",1161,1164,4,"*","x","LC",1157,1167,11
"824","chr9",1161,1164,4,"*","y","LC",1157,1167,11
"645","chr9",997,1000,4,"*","x","Hi",997,1000,4
"650","chr9",1034,1037,4,"*","x","Hi",1034,1046,13
"665","chr9",1146,1149,4,"*","x","Hi",1145,1149,5
"672","chr9",1176,1179,4,"*","x","Hi",1175,1179,5
"705","chr9",997,1000,4,"*","y","Hi",997,1000,4
"710","chr9",1034,1037,4,"*","y","Hi",1034,1046,13
"725","chr9",1146,1149,4,"*","y","Hi",1145,1149,5
"732","chr9",1176,1179,4,"*","y","Hi",1175,1179,5
"562","chr9",1115,1118,4,"*","x","FC",1115,1119,5
"607","chr9",1115,1118,4,"*","y","FC",1115,1119,5
"461","chr9",1146,1149,4,"*","x","ESC",1145,1149,5
"517","chr9",1146,1149,4,"*","y","ESC",1145,1149,5
"348","chr9",1145,1148,4,"*","x","Co",1145,1149,5
"355","chr9",1176,1179,4,"*","x","Co",1175,1179,5
"364","chr9",1677,1680,4,"*","x","Co",1676,1680,5
"404","chr9",1145,1148,4,"*","y","Co",1145,1149,5
"411","chr9",1176,1179,4,"*","y","Co",1175,1179,5
"420","chr9",1677,1680,4,"*","y","Co",1676,1680,5
"225","chr9",1034,1037,4,"*","x","Bl",1034,1046,13
"238","chr9",1130,1133,4,"*","x","Bl",1128,1133,6
"245","chr9",1176,1179,4,"*","x","Bl",1175,1179,5
"279","chr9",1034,1037,4,"*","y","Bl",1034,1046,13
"292","chr9",1130,1133,4,"*","y","Bl",1128,1133,6
"299","chr9",1176,1179,4,"*","y","Bl",1175,1179,5
"143","chr9",1176,1179,4,"*","x","Ao",1175,1179,5
"191","chr9",1176,1179,4,"*","y","Ao",1175,1179,5
"3","chr9",991,994,4,"*","x","AG",991,994,4
"12","chr9",1039,1042,4,"*","x","AG",1034,1046,13
"26","chr9",1146,1149,4,"*","x","AG",1145,1149,5
"36","chr9",1646,1649,4,"*","x","AG",1646,1649,4
"63","chr9",991,994,4,"*","y","AG",991,994,4
"72","chr9",1039,1042,4,"*","y","AG",1034,1046,13
"86","chr9",1146,1149,4,"*","y","AG",1145,1149,5
"96","chr9",1646,1649,4,"*","y","AG",1646,1649,4
"2159","chr9",1028,1030,3,"*","x","TLC",1027,1032,6
"2161","chr9",1036,1038,3,"*","x","TLC",1034,1046,13
"2162","chr9",1040,1042,3,"*","x","TLC",1034,1046,13
"2170","chr9",1116,1118,3,"*","x","TLC",1115,1119,5
"2173","chr9",1146,1148,3,"*","x","TLC",1145,1149,5
"2178","chr9",1177,1179,3,"*","x","TLC",1175,1179,5
"2189","chr9",1686,1688,3,"*","x","TLC",1686,1688,3
"2191","chr9",1701,1703,3,"*","x","TLC",1701,1703,3
"2192","chr9",1714,1716,3,"*","x","TLC",1714,1716,3
"2193","chr9",1722,1724,3,"*","x","TLC",1722,1724,3
"2202","chr9",2315,2317,3,"*","x","TLC",2315,2317,3
"2203","chr9",3328,3330,3,"*","x","TLC",3328,3330,3
"2205","chr9",3529,3531,3,"*","x","TLC",3529,3531,3
"2212","chr9",1028,1030,3,"*","y","TLC",1027,1032,6
"2214","chr9",1036,1038,3,"*","y","TLC",1034,1046,13
"2215","chr9",1040,1042,3,"*","y","TLC",1034,1046,13
"2223","chr9",1116,1118,3,"*","y","TLC",1115,1119,5
"2226","chr9",1146,1148,3,"*","y","TLC",1145,1149,5
"2231","chr9",1177,1179,3,"*","y","TLC",1175,1179,5
"2242","chr9",1686,1688,3,"*","y","TLC",1686,1688,3
"2244","chr9",1701,1703,3,"*","y","TLC",1701,1703,3
"2245","chr9",1714,1716,3,"*","y","TLC",1714,1716,3
"2246","chr9",1722,1724,3,"*","y","TLC",1722,1724,3
"2255","chr9",2315,2317,3,"*","y","TLC",2315,2317,3
"2256","chr9",3328,3330,3,"*","y","TLC",3328,3330,3
"2258","chr9",3529,3531,3,"*","y","TLC",3529,3531,3
"2041","chr9",982,984,3,"*","x","Sp",981,989,9
"2063","chr9",1131,1133,3,"*","x","Sp",1128,1133,6
"2081","chr9",1686,1688,3,"*","x","Sp",1686,1688,3
"2083","chr9",1701,1703,3,"*","x","Sp",1701,1703,3
"2084","chr9",1714,1716,3,"*","x","Sp",1714,1716,3
"2085","chr9",1722,1724,3,"*","x","Sp",1722,1724,3
"2093","chr9",2315,2317,3,"*","x","Sp",2315,2317,3
"2094","chr9",3328,3330,3,"*","x","Sp",3328,3330,3
"2096","chr9",3529,3531,3,"*","x","Sp",3529,3531,3
"2097","chr9",982,984,3,"*","y","Sp",981,989,9
"2119","chr9",1131,1133,3,"*","y","Sp",1128,1133,6
"2137","chr9",1686,1688,3,"*","y","Sp",1686,1688,3
"2139","chr9",1701,1703,3,"*","y","Sp",1701,1703,3
"2140","chr9",1714,1716,3,"*","y","Sp",1714,1716,3
"2141","chr9",1722,1724,3,"*","y","Sp",1722,1724,3
"2149","chr9",2315,2317,3,"*","y","Sp",2315,2317,3
"2150","chr9",3328,3330,3,"*","y","Sp",3328,3330,3
"2152","chr9",3529,3531,3,"*","y","Sp",3529,3531,3
"1928","chr9",991,993,3,"*","x","SB",991,994,4
"1935","chr9",1034,1036,3,"*","x","SB",1034,1046,13
"1937","chr9",1051,1053,3,"*","x","SB",1051,1053,3
"1949","chr9",1131,1133,3,"*","x","SB",1128,1133,6
"1954","chr9",1162,1164,3,"*","x","SB",1157,1167,11
"1966","chr9",1686,1688,3,"*","x","SB",1686,1688,3
"1968","chr9",1701,1703,3,"*","x","SB",1701,1703,3
"1969","chr9",1714,1716,3,"*","x","SB",1714,1716,3
"1970","chr9",1722,1724,3,"*","x","SB",1722,1724,3
"1979","chr9",2315,2317,3,"*","x","SB",2315,2317,3
"1980","chr9",3328,3330,3,"*","x","SB",3328,3330,3
"1986","chr9",991,993,3,"*","y","SB",991,994,4
"1993","chr9",1034,1036,3,"*","y","SB",1034,1046,13
"1995","chr9",1051,1053,3,"*","y","SB",1051,1053,3
"2007","chr9",1131,1133,3,"*","y","SB",1128,1133,6
"2012","chr9",1162,1164,3,"*","y","SB",1157,1167,11
"2024","chr9",1686,1688,3,"*","y","SB",1686,1688,3
"2026","chr9",1701,1703,3,"*","y","SB",1701,1703,3
"2027","chr9",1714,1716,3,"*","y","SB",1714,1716,3
"2028","chr9",1722,1724,3,"*","y","SB",1722,1724,3
"2037","chr9",2315,2317,3,"*","y","SB",2315,2317,3
"2038","chr9",3328,3330,3,"*","y","SB",3328,3330,3
"1830","chr9",1116,1118,3,"*","x","RV",1115,1119,5
"1832","chr9",1131,1133,3,"*","x","RV",1128,1133,6
"1841","chr9",1177,1179,3,"*","x","RV",1175,1179,5
"1852","chr9",1686,1688,3,"*","x","RV",1686,1688,3
"1854","chr9",1701,1703,3,"*","x","RV",1701,1703,3
"1855","chr9",1714,1716,3,"*","x","RV",1714,1716,3
"1856","chr9",1722,1724,3,"*","x","RV",1722,1724,3
"1864","chr9",2315,2317,3,"*","x","RV",2315,2317,3
"1865","chr9",3328,3330,3,"*","x","RV",3328,3330,3
"1887","chr9",1116,1118,3,"*","y","RV",1115,1119,5
"1889","chr9",1131,1133,3,"*","y","RV",1128,1133,6
"1898","chr9",1177,1179,3,"*","y","RV",1175,1179,5
"1909","chr9",1686,1688,3,"*","y","RV",1686,1688,3
"1911","chr9",1701,1703,3,"*","y","RV",1701,1703,3
"1912","chr9",1714,1716,3,"*","y","RV",1714,1716,3
"1913","chr9",1722,1724,3,"*","y","RV",1722,1724,3
"1921","chr9",2315,2317,3,"*","y","RV",2315,2317,3
"1922","chr9",3328,3330,3,"*","y","RV",3328,3330,3
"1706","chr9",1030,1032,3,"*","x","PM",1027,1032,6
"1710","chr9",1044,1046,3,"*","x","PM",1034,1046,13
"1727","chr9",1163,1165,3,"*","x","PM",1157,1167,11
"1733","chr9",1654,1656,3,"*","x","PM",1654,1656,3
"1738","chr9",1686,1688,3,"*","x","PM",1686,1688,3
"1741","chr9",1701,1703,3,"*","x","PM",1701,1703,3
"1742","chr9",1714,1716,3,"*","x","PM",1714,1716,3
"1743","chr9",1722,1724,3,"*","x","PM",1722,1724,3
"1746","chr9",1752,1754,3,"*","x","PM",1751,1754,4
"1750","chr9",2315,2317,3,"*","x","PM",2315,2317,3
"1751","chr9",3328,3330,3,"*","x","PM",3328,3330,3
"1763","chr9",1030,1032,3,"*","y","PM",1027,1032,6
"1767","chr9",1044,1046,3,"*","y","PM",1034,1046,13
"1784","chr9",1163,1165,3,"*","y","PM",1157,1167,11
"1790","chr9",1654,1656,3,"*","y","PM",1654,1656,3
"1795","chr9",1686,1688,3,"*","y","PM",1686,1688,3
"1798","chr9",1701,1703,3,"*","y","PM",1701,1703,3
"1799","chr9",1714,1716,3,"*","y","PM",1714,1716,3
"1800","chr9",1722,1724,3,"*","y","PM",1722,1724,3
"1803","chr9",1752,1754,3,"*","y","PM",1751,1754,4
"1807","chr9",2315,2317,3,"*","y","PM",2315,2317,3
"1808","chr9",3328,3330,3,"*","y","PM",3328,3330,3
"1606","chr9",1131,1133,3,"*","x","Pa",1128,1133,6
"1619","chr9",1654,1656,3,"*","x","Pa",1654,1656,3
"1624","chr9",1686,1688,3,"*","x","Pa",1686,1688,3
"1626","chr9",1701,1703,3,"*","x","Pa",1701,1703,3
"1627","chr9",1714,1716,3,"*","x","Pa",1714,1716,3
"1628","chr9",1722,1724,3,"*","x","Pa",1722,1724,3
"1635","chr9",2315,2317,3,"*","x","Pa",2315,2317,3
"1636","chr9",3328,3330,3,"*","x","Pa",3328,3330,3
"1664","chr9",1131,1133,3,"*","y","Pa",1128,1133,6
"1677","chr9",1654,1656,3,"*","y","Pa",1654,1656,3
"1682","chr9",1686,1688,3,"*","y","Pa",1686,1688,3
"1684","chr9",1701,1703,3,"*","y","Pa",1701,1703,3
"1685","chr9",1714,1716,3,"*","y","Pa",1714,1716,3
"1686","chr9",1722,1724,3,"*","y","Pa",1722,1724,3
"1693","chr9",2315,2317,3,"*","y","Pa",2315,2317,3
"1694","chr9",3328,3330,3,"*","y","Pa",3328,3330,3
"1466","chr9",987,989,3,"*","x","Ov",981,989,9
"1492","chr9",1131,1133,3,"*","x","Ov",1128,1133,6
"1495","chr9",1157,1159,3,"*","x","Ov",1157,1167,11
"1498","chr9",1177,1179,3,"*","x","Ov",1175,1179,5
"1507","chr9",1686,1688,3,"*","x","Ov",1686,1688,3
"1509","chr9",1701,1703,3,"*","x","Ov",1701,1703,3
"1510","chr9",1714,1716,3,"*","x","Ov",1714,1716,3
"1511","chr9",1722,1724,3,"*","x","Ov",1722,1724,3
"1519","chr9",2315,2317,3,"*","x","Ov",2315,2317,3
"1520","chr9",3328,3330,3,"*","x","Ov",3328,3330,3
"1524","chr9",987,989,3,"*","y","Ov",981,989,9
"1550","chr9",1131,1133,3,"*","y","Ov",1128,1133,6
"1553","chr9",1157,1159,3,"*","y","Ov",1157,1167,11
"1556","chr9",1177,1179,3,"*","y","Ov",1175,1179,5
"1565","chr9",1686,1688,3,"*","y","Ov",1686,1688,3
"1567","chr9",1701,1703,3,"*","y","Ov",1701,1703,3
"1568","chr9",1714,1716,3,"*","y","Ov",1714,1716,3
"1569","chr9",1722,1724,3,"*","y","Ov",1722,1724,3
"1577","chr9",2315,2317,3,"*","y","Ov",2315,2317,3
"1578","chr9",3328,3330,3,"*","y","Ov",3328,3330,3
"1366","chr9",1028,1030,3,"*","x","NPC",1027,1032,6
"1368","chr9",1040,1042,3,"*","x","NPC",1034,1046,13
"1370","chr9",1051,1053,3,"*","x","NPC",1051,1053,3
"1377","chr9",1116,1118,3,"*","x","NPC",1115,1119,5
"1380","chr9",1131,1133,3,"*","x","NPC",1128,1133,6
"1387","chr9",1177,1179,3,"*","x","NPC",1175,1179,5
"1397","chr9",1686,1688,3,"*","x","NPC",1686,1688,3
"1399","chr9",1701,1703,3,"*","x","NPC",1701,1703,3
"1400","chr9",1714,1716,3,"*","x","NPC",1714,1716,3
"1401","chr9",1722,1724,3,"*","x","NPC",1722,1724,3
"1408","chr9",2315,2317,3,"*","x","NPC",2315,2317,3
"1409","chr9",3328,3330,3,"*","x","NPC",3328,3330,3
"1419","chr9",1028,1030,3,"*","y","NPC",1027,1032,6
"1421","chr9",1040,1042,3,"*","y","NPC",1034,1046,13
"1423","chr9",1051,1053,3,"*","y","NPC",1051,1053,3
"1430","chr9",1116,1118,3,"*","y","NPC",1115,1119,5
"1433","chr9",1131,1133,3,"*","y","NPC",1128,1133,6
"1440","chr9",1177,1179,3,"*","y","NPC",1175,1179,5
"1450","chr9",1686,1688,3,"*","y","NPC",1686,1688,3
"1452","chr9",1701,1703,3,"*","y","NPC",1701,1703,3
"1453","chr9",1714,1716,3,"*","y","NPC",1714,1716,3
"1454","chr9",1722,1724,3,"*","y","NPC",1722,1724,3
"1461","chr9",2315,2317,3,"*","y","NPC",2315,2317,3
"1462","chr9",3328,3330,3,"*","y","NPC",3328,3330,3
"1283","chr9",1131,1133,3,"*","x","MSC",1128,1133,6
"1289","chr9",1177,1179,3,"*","x","MSC",1175,1179,5
"1300","chr9",1701,1703,3,"*","x","MSC",1701,1703,3
"1301","chr9",1714,1716,3,"*","x","MSC",1714,1716,3
"1302","chr9",1722,1724,3,"*","x","MSC",1722,1724,3
"1309","chr9",2315,2317,3,"*","x","MSC",2315,2317,3
"1310","chr9",3328,3330,3,"*","x","MSC",3328,3330,3
"1329","chr9",1131,1133,3,"*","y","MSC",1128,1133,6
"1335","chr9",1177,1179,3,"*","y","MSC",1175,1179,5
"1346","chr9",1701,1703,3,"*","y","MSC",1701,1703,3
