#Name (cmd = mergePeaks /t1-data/user/ltamon/DPhil/GenomicContactDynamics/15_Motif/out_motif/chrALL_uniquebins_targCp21_bgrCp1_seed845_sampsize0.8/bg.clean.pos /t1-data/user/ltamon/DPhil/GenomicContactDynamics/15_Motif/out_motif/chrALL_uniquebins_targCp21_bgrCp1_seed845_sampsize0.8/target.clean..pos -d given -cobound 1 -prefix /t1-data/user/ltamon/DPhil/GenomicContactDynamics/15_Motif/out_motif/chrALL_uniquebins_targCp21_bgrCp1_seed845_sampsize0.8/0.328787253777595.2.tmp)	chr	start	end	strand	stat	stat2	/t1-data/user/ltamon/DPhil/GenomicContactDynamics/15_Motif/out_motif/chrALL_uniquebins_targCp21_bgrCp1_seed845_sampsize0.8/target.clean..pos
BG36994-chopped1	chr7	67920002	67960000	+	0.000	0.000	4159
BG39153-chopped1	chr2	50560002	50600000	+	0.000	0.000	5924
BG42040-chopped1	chr13	88800002	88840000	+	0.000	0.000	5437
BG44316-chopped1	chr6	81240002	81280000	+	0.000	0.000	10099
BG257-chopped1	chr2	146840002	146880000	+	0.000	0.000	5603
BG6839-chopped1	chr8	116120002	116160000	+	0.000	0.000	635
BG16541-chopped1	chr15	95880002	95920000	+	0.000	0.000	8503
BG7277-chopped1	chr12	39400002	39440000	+	0.000	0.000	1801
BG35828-chopped1	chr10	111440002	111480000	+	0.000	0.000	10011
BG18381-chopped1	chr10	66040002	66080000	+	0.000	0.000	9908
BG10695-chopped1	chr4	116280002	116320000	+	0.000	0.000	9549
BG36266-chopped1	chr3	108840002	108880000	+	0.000	0.000	2592
BG19255-chopped1	chr2	222840002	222880000	+	0.000	0.000	3525
BG502-chopped1	chr15	68000002	68040000	+	0.000	0.000	10075
BG37031-chopped1	chr12	14160002	14200000	+	0.000	0.000	4951
BG17861-chopped1	chr4	132200002	132240000	+	0.000	0.000	10021
BG15576-chopped1	chr12	114360002	114400000	+	0.000	0.000	4348
BG39307-chopped1	chr3	135240002	135280000	+	0.000	0.000	834
BG54924-chopped1	chr10	5400002	5440000	+	0.000	0.000	2254
BG41320-chopped1	chr9	106560002	106600000	+	0.000	0.000	5338
BG7077-chopped1	chr2	186280002	186320000	+	0.000	0.000	8358
BG38351-chopped1	chr7	87840002	87880000	+	0.000	0.000	7396
BG41875-chopped1	chr8	50000002	50040000	+	0.000	0.000	8111
BG52002-chopped1	chr12	7840002	7880000	+	0.000	0.000	1562
BG42640-chopped1	chr11	37360002	37400000	+	0.000	0.000	7681
BG27578-chopped1	chr4	150920002	150960000	+	0.000	0.000	4144
BG7322-chopped1	chr9	25520002	25560000	+	0.000	0.000	3977
BG52557-chopped1	chr11	130480002	130520000	+	0.000	0.000	5675
BG857-chopped1	chr4	181520002	181560000	+	0.000	0.000	9924
BG26503-chopped1	chr10	21400002	21440000	+	0.000	0.000	1175
BG1803-chopped1	chr4	10360002	10400000	+	0.000	0.000	3891
BG19300-chopped1	chr6	3680002	3720000	+	0.000	0.000	5826
BG34026-chopped1	chr7	27880002	27920000	+	0.000	0.000	7723
BG38151-chopped1	chr9	84880002	84920000	+	0.000	0.000	9109
BG4517-chopped1	chr2	164200002	164240000	+	0.000	0.000	5286
BG28898-chopped1	chr4	53160002	53200000	+	0.000	0.000	548
BG8642-chopped1	chr6	20400002	20440000	+	0.000	0.000	10195
BG40600-chopped1	chr2	124440002	124480000	+	0.000	0.000	2816
BG40709-chopped1	chr3	118680002	118720000	+	0.000	0.000	3219
BG19855-chopped1	chr3	61840002	61880000	+	0.000	0.000	1094
BG31230-chopped1	chr5	155320002	155360000	+	0.000	0.000	2966
BG46674-chopped1	chr4	128440002	128480000	+	0.000	0.000	5601
BG44389-chopped1	chr5	90280002	90320000	+	0.000	0.000	6085
BG1721-chopped1	chr1	12840002	12880000	+	0.000	0.000	677
BG53122-chopped1	chr4	46760002	46800000	+	0.000	0.000	8020
BG49388-chopped1	chr2	201200002	201240000	+	0.000	0.000	9536
BG41593-chopped1	chr7	54080002	54120000	+	0.000	0.000	2857
BG30265-chopped1	chr4	165360002	165400000	+	0.000	0.000	3582
BG51837-chopped1	chr1	89120002	89160000	+	0.000	0.000	3396
BG17488-chopped1	chr15	26960002	27000000	+	0.000	0.000	8168
BG44634-chopped1	chr13	104880002	104920000	+	0.000	0.000	9713
BG35264-chopped1	chr5	65360002	65400000	+	0.000	0.000	4252
BG902-chopped1	chr6	162080002	162120000	+	0.000	0.000	9996
BG45072-chopped1	chr13	72240002	72280000	+	0.000	0.000	2895
BG21777-chopped1	chr4	120960002	121000000	+	0.000	0.000	343
BG54997-chopped1	chr4	161800002	161840000	+	0.000	0.000	8886
BG41829-chopped1	chr3	28680002	28720000	+	0.000	0.000	8922
BG2841-chopped1	chrX	14240002	14280000	+	0.000	0.000	4515
BG25256-chopped1	chr20	58400002	58440000	+	0.000	0.000	5315
BG33224-chopped1	chr10	108720002	108760000	+	0.000	0.000	9458
BG33670-chopped1	chr2	82080002	82120000	+	0.000	0.000	716
BG52957-chopped1	chr2	224920002	224960000	+	0.000	0.000	2154
BG38105-chopped1	chr10	50880002	50920000	+	0.000	0.000	7120
BG4035-chopped1	chr12	78520002	78560000	+	0.000	0.000	4431
BG40227-chopped1	chr5	111240002	111280000	+	0.000	0.000	6219
BG19809-chopped1	chr12	91240002	91280000	+	0.000	0.000	6730
BG34990-chopped1	chr3	30520002	30560000	+	0.000	0.000	98
BG47066-chopped1	chr6	83000002	83040000	+	0.000	0.000	44
BG10167-chopped1	chr3	20880002	20920000	+	0.000	0.000	3981
BG38023-chopped1	chr6	145640002	145680000	+	0.000	0.000	2304
BG9480-chopped1	chr4	96200002	96240000	+	0.000	0.000	10237
BG43387-chopped1	chr15	67760002	67800000	+	0.000	0.000	2094
BG6229-chopped1	chr14	34680002	34720000	+	0.000	0.000	3107
BG30783-chopped1	chr2	34080002	34120000	+	0.000	0.000	3041
BG46992-chopped1	chr16	59400002	59440000	+	0.000	0.000	8926
BG49151-chopped1	chr11	24560002	24600000	+	0.000	0.000	68
BG50835-chopped1	chr7	147680002	147720000	+	0.000	0.000	6744
BG33824-chopped1	chr15	98640002	98680000	+	0.000	0.000	3166
BG13572-chopped1	chr18	28120002	28160000	+	0.000	0.000	7702
BG53995-chopped1	chr5	85800002	85840000	+	0.000	0.000	9518
BG40827-chopped1	chr2	124960002	125000000	+	0.000	0.000	1063
BG3233-chopped1	chr9	84960002	85000000	+	0.000	0.000	9426
BG17051-chopped1	chr4	12760002	12800000	+	0.000	0.000	6626
BG44306-chopped1	chr3	190240002	190280000	+	0.000	0.000	6145
BG247-chopped1	chr12	760002	800000	+	0.000	0.000	5384
BG6829-chopped1	chr4	95040002	95080000	+	0.000	0.000	8421
BG10130-chopped1	chr4	24120002	24160000	+	0.000	0.000	2917
BG21449-chopped1	chr4	77240002	77280000	+	0.000	0.000	420
BG25574-chopped1	chr2	155960002	156000000	+	0.000	0.000	2498
BG50553-chopped1	chr9	7240002	7280000	+	0.000	0.000	2560
BG23289-chopped1	chr21	30640002	30680000	+	0.000	0.000	3191
BG693-chopped1	chr5	117480002	117520000	+	0.000	0.000	2656
BG43350-chopped1	chr3	33440002	33480000	+	0.000	0.000	6608
BG20493-chopped1	chr14	56240002	56280000	+	0.000	0.000	5058
BG46064-chopped1	chr2	14600002	14640000	+	0.000	0.000	1333
BG56308-chopped1	chr20	13800002	13840000	+	0.000	0.000	3138
BG40545-chopped1	chr5	118920002	118960000	+	0.000	0.000	10225
BG38978-chopped1	chr1	68840002	68880000	+	0.000	0.000	6014
BG25374-chopped1	chr4	168160002	168200000	+	0.000	0.000	9534
BG37903-chopped1	chr3	30800002	30840000	+	0.000	0.000	763
BG3833-chopped1	chr5	123360002	123400000	+	0.000	0.000	8472
BG17205-chopped1	chr15	65720002	65760000	+	0.000	0.000	6605
BG28088-chopped1	chr14	66680002	66720000	+	0.000	0.000	5998
BG15811-chopped1	chr4	148880002	148920000	+	0.000	0.000	5331
BG13526-chopped1	chr13	62880002	62920000	+	0.000	0.000	8719
BG21167-chopped1	chr14	38440002	38480000	+	0.000	0.000	9154
BG56108-chopped1	chr8	99360002	99400000	+	0.000	0.000	3308
BG2868-chopped1	chr2	160560002	160600000	+	0.000	0.000	6615
BG847-chopped1	chr3	162360002	162400000	+	0.000	0.000	6980
BG54387-chopped1	chr5	28720002	28760000	+	0.000	0.000	5475
BG41219-chopped1	chr8	59880002	59920000	+	0.000	0.000	1550
BG26048-chopped1	chr4	22000002	22040000	+	0.000	0.000	224
BG17005-chopped1	chr18	27480002	27520000	+	0.000	0.000	10146
BG43950-chopped1	chr20	8440002	8480000	+	0.000	0.000	2238
BG4507-chopped1	chr2	6520002	6560000	+	0.000	0.000	8308
BG15284-chopped1	chr12	13800002	13840000	+	0.000	0.000	6223
BG38696-chopped1	chr4	44560002	44600000	+	0.000	0.000	4968
BG33060-chopped1	chr2	220640002	220680000	+	0.000	0.000	10301
BG54632-chopped1	chr1	157280002	157320000	+	0.000	0.000	8648
BG37621-chopped1	chr18	36160002	36200000	+	0.000	0.000	4217
BG39461-chopped1	chr3	66640002	66680000	+	0.000	0.000	7505
BG50953-chopped1	chr3	71680002	71720000	+	0.000	0.000	8980
BG5827-chopped1	chr13	92440002	92480000	+	0.000	0.000	4535
BG9952-chopped1	chr3	63040002	63080000	+	0.000	0.000	10162
BG32540-chopped1	chr3	28920002	28960000	+	0.000	0.000	1035
BG2031-chopped1	chr8	106960002	107000000	+	0.000	0.000	7856
BG46018-chopped1	chr2	159040002	159080000	+	0.000	0.000	8158
BG51391-chopped1	chr14	49480002	49520000	+	0.000	0.000	9098
BG26848-chopped1	chr8	138880002	138920000	+	0.000	0.000	3198
BG29007-chopped1	chr7	14760002	14800000	+	0.000	0.000	936
BG8432-chopped1	chr18	42880002	42920000	+	0.000	0.000	7264
BG2586-chopped1	chr4	53360002	53400000	+	0.000	0.000	2721
BG20247-chopped1	chr6	27720002	27760000	+	0.000	0.000	6960
BG41819-chopped1	chr1	77920002	77960000	+	0.000	0.000	4480
BG11204-chopped1	chr6	57320002	57360000	+	0.000	0.000	1513
BG44097-chopped1	chr2	150600002	150640000	+	0.000	0.000	1978
BG16203-chopped1	chr7	87600002	87640000	+	0.000	0.000	10305
BG43022-chopped1	chr5	85320002	85360000	+	0.000	0.000	8207
BG21567-chopped1	chr18	11080002	11120000	+	0.000	0.000	10053
BG50671-chopped1	chr1	194000002	194040000	+	0.000	0.000	2113
BG12524-chopped1	chr10	5360002	5400000	+	0.000	0.000	2863
BG24290-chopped1	chr13	89560002	89600000	+	0.000	0.000	5745
BG34534-chopped1	chr13	90480002	90520000	+	0.000	0.000	1
BG36374-chopped1	chr13	72880002	72920000	+	0.000	0.000	6986
BG39088-chopped1	chr19	31400002	31440000	+	0.000	0.000	3928
BG31620-chopped1	chr4	58800002	58840000	+	0.000	0.000	5920
BG3505-chopped1	chrX	96920002	96960000	+	0.000	0.000	8632
BG7630-chopped1	chr8	129880002	129920000	+	0.000	0.000	1530
BG10157-chopped1	chr3	53800002	53840000	+	0.000	0.000	8800
BG31729-chopped1	chr5	10120002	10160000	+	0.000	0.000	9026
BG5345-chopped1	chr1	165800002	165840000	+	0.000	0.000	6375
BG18843-chopped1	chr2	225400002	225440000	+	0.000	0.000	2090
BG1784-chopped1	chr5	169480002	169520000	+	0.000	0.000	6532
BG51345-chopped1	chr2	137880002	137920000	+	0.000	0.000	1408
BG53185-chopped1	chr12	61640002	61680000	+	0.000	0.000	1673
BG98-chopped1	chr10	83160002	83200000	+	0.000	0.000	3276
BG13762-chopped1	chr6	5720002	5760000	+	0.000	0.000	8489
BG48703-chopped1	chr1	244360002	244400000	+	0.000	0.000	781
BG40581-chopped1	chr13	33080002	33120000	+	0.000	0.000	3280
BG34889-chopped1	chr6	99160002	99200000	+	0.000	0.000	3414
BG29971-chopped1	chr10	129880002	129920000	+	0.000	0.000	749
BG54950-chopped1	chr2	62360002	62400000	+	0.000	0.000	2568
BG3305-chopped1	chr6	110400002	110440000	+	0.000	0.000	2292
BG7430-chopped1	chr9	81320002	81360000	+	0.000	0.000	2416
BG35654-chopped1	chr2	196600002	196640000	+	0.000	0.000	8781
BG1584-chopped1	chr9	114760002	114800000	+	0.000	0.000	8916
BG55706-chopped1	chr1	233040002	233080000	+	0.000	0.000	6191
BG11722-chopped1	chr5	60360002	60400000	+	0.000	0.000	6146
BG46336-chopped1	chr1	87600002	87640000	+	0.000	0.000	354
BG56144-chopped1	chr1	81000002	81040000	+	0.000	0.000	8440
BG3223-chopped1	chr12	85760002	85800000	+	0.000	0.000	7371
BG10202-chopped1	chr2	6400002	6440000	+	0.000	0.000	7192
BG9624-chopped1	chr17	40240002	40280000	+	0.000	0.000	9909
BG16603-chopped1	chr16	53640002	53680000	+	0.000	0.000	5274
BG16276-chopped1	chr16	62680002	62720000	+	0.000	0.000	6834
BG42020-chopped1	chr14	42640002	42680000	+	0.000	0.000	2855
BG55179-chopped1	chr3	176000002	176040000	+	0.000	0.000	137
BG11195-chopped1	chr3	61480002	61520000	+	0.000	0.000	7808
BG34934-chopped1	chr8	115560002	115600000	+	0.000	0.000	6745
BG42902-chopped1	chr4	64360002	64400000	+	0.000	0.000	8278
BG25564-chopped1	chr4	55800002	55840000	+	0.000	0.000	1811
BG50098-chopped1	chr11	54960002	55000000	+	0.000	0.000	3697
BG18361-chopped1	chr9	43760002	43800000	+	0.000	0.000	7430
BG9424-chopped1	chr11	98760002	98800000	+	0.000	0.000	8381
BG54659-chopped1	chr14	42280002	42320000	+	0.000	0.000	5823
BG16076-chopped1	chr12	85640002	85680000	+	0.000	0.000	687
BG21885-chopped1	chr2	144480002	144520000	+	0.000	0.000	5922
BG24044-chopped1	chr12	75680002	75720000	+	0.000	0.000	5295
BG1738-chopped1	chr4	13640002	13680000	+	0.000	0.000	9021
BG39488-chopped1	chr12	117400002	117440000	+	0.000	0.000	8063
BG47456-chopped1	chr16	78160002	78200000	+	0.000	0.000	5669
BG38413-chopped1	chr10	130680002	130720000	+	0.000	0.000	6164
BG2503-chopped1	chr18	54880002	54920000	+	0.000	0.000	1459
BG30727-chopped1	chr21	26600002	26640000	+	0.000	0.000	4409
BG40535-chopped1	chr2	225720002	225760000	+	0.000	0.000	3844
BG44660-chopped1	chr9	87200002	87240000	+	0.000	0.000	1342
BG38968-chopped1	chr7	10120002	10160000	+	0.000	0.000	9766
BG5217-chopped1	chr6	78720002	78760000	+	0.000	0.000	9100
BG41855-chopped1	chr4	187600002	187640000	+	0.000	0.000	1000
BG19035-chopped1	chr16	77840002	77880000	+	0.000	0.000	7534
BG45980-chopped1	chr21	27560002	27600000	+	0.000	0.000	1597
BG20719-chopped1	chr9	85240002	85280000	+	0.000	0.000	6838
BG27003-chopped1	chr14	40200002	40240000	+	0.000	0.000	7214
BG26684-chopped1	chr1	186240002	186280000	+	0.000	0.000	728
BG34652-chopped1	chr4	118960002	119000000	+	0.000	0.000	9732
BG13189-chopped1	chr16	64240002	64280000	+	0.000	0.000	2278
BG53939-chopped1	chr12	34800002	34840000	+	0.000	0.000	9595
BG36928-chopped1	chr17	70840002	70880000	+	0.000	0.000	8228
BG44460-chopped1	chr2	147920002	147960000	+	0.000	0.000	4112
BG10720-chopped1	chr4	79560002	79600000	+	0.000	0.000	7841
BG28323-chopped1	chr11	14240002	14280000	+	0.000	0.000	3269
BG47174-chopped1	chr9	72440002	72480000	+	0.000	0.000	9573
BG34006-chopped1	chr4	160720002	160760000	+	0.000	0.000	6214
BG14836-chopped1	chr1	214480002	214520000	+	0.000	0.000	3236
BG45889-chopped1	chr5	94320002	94360000	+	0.000	0.000	4960
BG32612-chopped1	chr3	105160002	105200000	+	0.000	0.000	8986
BG15601-chopped1	chr13	42960002	43000000	+	0.000	0.000	5164
BG23242-chopped1	chr6	23040002	23080000	+	0.000	0.000	6010
BG42529-chopped1	chr4	98760002	98800000	+	0.000	0.000	7349
