Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0007409~axonogenesis	22	0.7335778592864288	0.013665061162790166	NTNG1, LINGO2, NKX2-8, TOP2B, GSK3B, APP, LRRN2, LUM, DCC, WNT7A, CCK, LRRC55, PAX2, LRFN5, ALS2, EPYC, PARD3, SLITRK3, SLITRK5, NRCAM, CNTN4, CTNNA2	2186	98	16792	1.7244431166794256	1.0	1.0	1.0
UP_SEQ_FEATURE	compositionally biased region:Ser-rich	71	2.367455818606202	0.016436913049512475	PRDM8, SETD5, DOCK4, MCTP1, CSRNP3, MAST4, MEGF10, IRS1, SCHIP1, CCDC168, ARHGAP42, CDH4, TIFAB, PCLO, CDH2, LRRFIP2, ATXN7L1, NCKAP5, KIRREL3, PDGFRA, PROSER1, MYOCD, KCNH8, ANKHD1-EIF4EBP3, NAV2, ARID1B, KIAA1217, KIAA0922, TBC1D4, PAPD7, ASPH, NAV3, KIAA2026, C14ORF39, SPATA18, RAPGEF6, ANKRD17, CTR9, UBR4, GLIS3, RNF219, TMEM242, ARHGAP22, ATXN7, FRZB, HECTD4, ZBBX, RICTOR, SRGAP2, USP24, TTC14, CDK19, AUTS2, POU6F2, KLHL1, ZFC3H1, PRG4, MARCH7, ARHGAP26, PUM1, BTBD10, ANKHD1, MED13L, FAM179B, KIF26B, ASXL3, LRIT3, CASS4, CCSER1, TNRC6A, NEUROG2	2482	441	20063	1.3014091481341394	1.0	1.0	0.9992845644786263
GOTERM_BP_DIRECT	GO:0007162~negative regulation of cell adhesion	11	0.3667889296432144	0.017109123959677654	SEMA5A, DAB1, DSCAM, SEMA4D, ANGPT1, RASA1, PDE3B, ARHGDIB, ADAM22, TNC, MIA3	2186	37	16792	2.2837219653322127	1.0	1.0	1.0
INTERPRO	IPR027417:P-loop containing nucleoside triphosphate hydrolase	134	4.468156052017339	0.01733280588745781	SMARCAL1, RASEF, HNRNPU, DDX60L, SMC3, IFI44L, SMC2, HS6ST3, GNAT3, NDST4, DYNC2H1, GBP5, AQR, DDX11, CASK, DDX10, GTPBP8, BCS1L, EEF1A1, CACNB2, RAB31, SPATA17, MTHFD1, KATNAL2, KIF16B, SLFN14, RRAGD, GUF1, IDNK, WTH3DI, ATP6V1A, PFKFB2, IQCA1, ABCB1, DDX4, ARL6, TRANK1, AK3, AGAP1, AK5, IQGAP2, SPATA5, AK7, NUGGC, RHOBTB1, DHX35, DSEL, FIGNL1, DHX36, MYO6, HLTF, NPHP3, RAB6A, RAB6B, ABCA5, DNAH14, IFI44, HELZ, RAB27B, SMARCA2, UCK2, DLG2, DLG5, MYO5B, UST, MCM9, DDX12P, CHD7, CHD6, N4BP2L1, ARHGAP5, N4BP2L2, HS2ST1, ARL5B, OPA1, KIF13A, HYDIN, SHPRH, RFC4, APAF1, LRRIQ1, KIF25, DDX52, PEX1, NAV2, RHOB, DNM3, RAD51D, MRAS, MYO3B, NAV3, NOA1, RHOJ, MCM4, KIF2B, SKIV2L2, RAB1A, RALA, DNAH7, DDX25, DNAH5, DNAH6, GTPBP10, FIGN, ABCB11, GNAI1, ATAD2B, RAD54B, GNA13, RAB21, CDC42, GNA14, WRN, RAB20, BMS1, RAB28, ASCC3, ADSS, MPP4, MYO10, NUBPL, ELP4, MYO9A, HS3ST4, MYO16, HS3ST2, NLRP14, CENPE, MYO1B, CMSS1, RAB15, KIF26B, KRAS, ERCC6	2360	879	18559	1.198832455988122	1.0	1.0	0.9996538594669436
UP_SEQ_FEATURE	zinc finger region:RING-type; degenerate	8	0.266755585195065	0.0178334610733433	CNOT4, RFPL2, RFWD3, TRIM36, RNF219, RBBP6, PDZRN3, PDZRN4	2482	23	20063	2.8116175594716744	1.0	1.0	0.9992845644786263
GOTERM_BP_DIRECT	GO:0046330~positive regulation of JNK cascade	16	0.53351117039013	0.017947884317294723	UNC5CL, GADD45A, TNFRSF19, DUSP19, WNT7A, HMGB1, TPD52L1, RASGRP1, GADD45G, STK3, CDC42, DUSP22, SDCBP, RB1CC1, ANKRD6, MAP3K5	2186	65	16792	1.8908579069603775	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0007399~nervous system development	51	1.7005668556185394	0.01852314249157317	PCSK2, SEMA5A, APP, NRSN1, GRIK1, VLDLR, FGF2, ROBO1, FGF5, EDNRB, INSC, DPF3, CER1, SRGAP2B, CSGALNACT1, RBFOX1, SEMA6A, RBFOX2, DSCAM, APAF1, NRG1, NAV2, ARID1B, ZEB2, DOK5, MPPED2, RAPGEF5, NOTCH2, NLGN1, FUT10, NR2C2, EFNA5, BARX2, PCDH18, MOBP, ERBB4, NDP, FKTN, MBD5, CRIM1, ARHGAP26, SMARCA2, TTLL7, NELL1, DLG2, FGF14, TPP1, CNTN3, CNTN4, RBM45, FGF12	2186	287	16792	1.3650248174158648	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0060013~righting reflex	5	0.16672224074691563	0.020936381271956444	USP46, GLRA1, AUTS2, PCDH15, FOXP2	2186	9	16792	4.267561248348074	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0006811~ion transport	26	0.8669556518839614	0.02160845034637704	SLC24A2, GABRB2, GABRB1, SLC24A3, SLCO6A1, LRRC55, SLC8A1, LRRC52, SLC25A26, GLRA1, SLC17A5, SLC17A6, GABRA2, GABRA1, TRPA1, SLC12A1, HTR3A, ATP11B, HTR3B, TMC3, SLC9A2, CLDN10, SLC5A8, SLC9A9, SLCO1A2, SLC24A5	2186	127	16792	1.5726131214385028	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0007165~signal transduction	175	5.835278426142048	0.022405191948330443	GUCY1B2, DGKD, CD83, CALML5, IRS1, RAPH1, LY75, CBLB, SMC3, FGF2, IGF1R, ARHGAP44, CRHBP, ARHGAP42, IPO8, EDNRA, HPGDS, ALCAM, GRB14, RASSF3, RGS1, SOX9, KIFAP3, PDE8A, PRKACB, GUCY1A2, CSNK1G3, UNC5CL, TLE1, PRKCH, OR52E2, ARRDC3, THOC1, ANK2, UNC5C, CARTPT, UNC5D, TEX2, FRS3, RUNX1, OR52M1, TOM1L1, INPP4B, PLAA, PGR, CD226, RAF1, ATF6, RIN2, NSMAF, GRIA1, GRIA2, CD274, PDE1C, PDE1A, ITPR1, ITPR2, FPR3, TNFRSF11B, TXN, ARHGAP15, IQGAP2, STK4, RASGRP1, STK3, ARHGAP22, MICAL1, NPHP4, NDP, RSU1, SRGAP3, PLCG1, SRGAP2, MAP2K5, MAP2K6, STARD13, NDFIP1, CRADD, BCL11A, STAC, LRRN2, LNPEP, NR2F2, IGF1, ARHGAP26, GNG12, ARHGAP25, ARHGAP24, ESR2, NFKB1, NET1, ICK, EXT2, TG, FGF14, DLG5, TNFSF4, ZNF536, GNB5, IL7R, FGF12, GABRB3, PTPRT, IL21, ITK, NRP1, GABRB1, TENM3, TENM4, PDE3B, GDI2, PTPRM, FASLG, VLDLR, IKBKAP, ARHGAP5, ADRA1A, LRRC1, CHL1, PDE4B, NCK2, ANXA9, JAK2, PRKG1, OR52I2, OR52I1, EDN3, PDE4D, ANXA4, HTR3A, SLC39A12, IRAK4, RGMB, YWHAZ, TGFBR1, ARHGAP10, CEACAM6, RASA1, ZNF516, DEPDC1, SAG, RARB, CNGB3, PPARG, PPP1R12B, DOCK1, STOML3, RALA, PRKAA1, TGFBRAP1, NRXN3, NEDD9, AKAP5, SRI, ADCY8, TANK, GNA13, GNA14, PDE11A, ERBB4, RPS6KC1, CHN1, MPZL1, MYO10, TRAT1, TXNRD1, VEGFC, CCK, DEK, MYO9A, LILRB4, MKLN1, KITLG, CAMK4, SMOC1	2186	1161	16792	1.1578654549781595	1.0	1.0	1.0
GOTERM_CC_DIRECT	GO:0043005~neuron projection	42	1.4004668222740915	0.022853630885385848	CYFIP2, GPM6A, SNAP25, TPH2, AHCYL2, NRSN1, TENM3, TENM4, KLHL14, ITSN1, STMN2, FAM107A, HMGB1, HNMT, PARK2, CDC42, GRIP1, SCGN, GLRA1, GRM5, WRN, FLRT2, MAP2, BDKRB1, SLC17A6, NRCAM, PDLIM5, PACRG, CADM1, MYO10, ITGA1, DTNBP1, OPRK1, SLC6A11, CACYBP, ANK2, UNC5C, GRIN2B, QDPR, DAB1, GRIN3A, CAMK1G	2308	237	18224	1.399293596296865	0.9999999913388221	1.0	1.0
GOTERM_MF_DIRECT	GO:0045545~syndecan binding	4	0.1333777925975325	0.031816795037393944	SEMA5A, SDCBP, TNC, HPSE	2182	6	16881	5.1576535288725935	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0061299~retina vasculature morphogenesis in camera-type eye	4	0.1333777925975325	0.032430243399846764	NRP1, FZD4, RHOJ, NDP	2186	6	16792	5.121073498017688	1.0	1.0	1.0
OMIM_DISEASE	219000~Fraser syndrome	3	0.10003334444814939	0.03304664174358884	GRIP1, FRAS1, FREM2	518	3	4740	9.15057915057915	0.999999999997144	1.0	1.0
GOTERM_BP_DIRECT	GO:0045773~positive regulation of axon extension	9	0.3001000333444481	0.03393897571871768	GSK3B, GOLGA4, CDH4, ZFYVE27, RUFY3, FN1, NRG1, DISC1, EIF4G2	2186	30	16792	2.3044830741079596	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0007417~central nervous system development	24	0.8002667555851951	0.03535209234051498	CITED2, CNTN6, GABRA4, CHD7, ADAM22, POU6F2, GRIK1, STK4, PARK2, HAPLN1, STK3, AHI1, VCAN, RNF103, DNER, PDGFC, NRCAM, FYN, TPP1, MBP, TAGLN3, ASIC2, JARID2, ARSB	2186	120	16792	1.5363220494053065	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0002042~cell migration involved in sprouting angiogenesis	6	0.20006668889629878	0.03620609261742409	EFNB2, NRP1, KDR, SLIT2, FGF2, ROBO1	2186	15	16792	3.072644098810613	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0001964~startle response	6	0.20006668889629878	0.03620609261742409	GLRA1, PCDH15, NRG1, CSMD1, PARK2, KCNH1	2186	15	16792	3.072644098810613	1.0	1.0	1.0
