Annotation Cluster 1	Enrichment Score: 20.587891849899297
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_FAT	GO:0050890~cognition	23	92.0	2.689467881806062E-25	OR5R1, OR5M1, OR5D13, OR5D14, OR5L1, OR5D16, OR4A47, OR5L2, OR4B1, OR5D18, OR4S1, OR4C6, OR4C3, OR8K1, OR4X1, OR4S2, OR8K3, OR4A15, OR4A16, OR8I2, OR4C45, OR8H2, OR4P4	24	909	13528	14.262192885955264	5.378935763612124E-24	1.344733940903031E-24	2.046932116956071E-22
KEGG_PATHWAY	hsa04740:Olfactory transduction	23	92.0	1.8686849349101664E-24	OR5R1, OR5M1, OR5D13, OR5D14, OR5L1, OR5D16, OR4A47, OR5L2, OR4B1, OR5D18, OR4S1, OR4C6, OR4C3, OR8K1, OR4X1, OR4S2, OR8K3, OR4A15, OR4A16, OR8I2, OR4C45, OR8H2, OR4P4	24	379	5085	12.857849604221638	3.737369869820333E-24	3.737369869820333E-24	4.218611505197324E-22
SP_PIR_KEYWORDS	receptor	23	92.0	2.5411631483554746E-23	PTPRJ, OR5R1, OR5M1, OR5D13, OR5D14, OR5L1, OR5D16, OR4A47, OR5L2, OR4B1, OR5D18, OR4S1, OR4C6, OR4C3, OR8K1, OR4X1, OR4S2, OR8K3, OR4A15, OR4A16, OR8I2, OR8H2, OR4P4	24	1583	19235	11.644688355443252	5.082326296710949E-22	1.0164652593421899E-22	1.9340585912857214E-20
GOTERM_BP_FAT	GO:0007186~G-protein coupled receptor protein signaling pathway	23	92.0	2.9075263323677706E-23	OR5R1, OR5M1, OR5D13, OR5D14, OR5L1, OR5D16, OR4A47, OR5L2, OR4B1, OR5D18, OR4S1, OR4C6, OR4C3, OR8K1, OR4X1, OR4S2, OR8K3, OR4A15, OR4A16, OR8I2, OR4C45, OR8H2, OR4P4	24	1123	13528	11.54437518551499	5.815052664735541E-22	1.1630105329471082E-22	2.2128946290380893E-20
GOTERM_BP_FAT	GO:0050877~neurological system process	23	92.0	1.513191617414887E-22	OR5R1, OR5M1, OR5D13, OR5D14, OR5L1, OR5D16, OR4A47, OR5L2, OR4B1, OR5D18, OR4S1, OR4C6, OR4C3, OR8K1, OR4X1, OR4S2, OR8K3, OR4A15, OR4A16, OR8I2, OR4C45, OR8H2, OR4P4	24	1210	13528	10.714325068870524	3.0263832348297737E-21	5.043972058049623E-22	1.1516778251001955E-19
PIR_SUPERFAMILY	PIRSF800006:rhodopsin-like G protein-coupled receptors	22	88.0	3.113906508273439E-21	OR5R1, OR5M1, OR5D13, OR5D14, OR5L1, OR5D16, OR4A47, OR5L2, OR4B1, OR5D18, OR4S1, OR4C6, OR4C3, OR8K1, OR4X1, OR4S2, OR8K3, OR4A15, OR4A16, OR8I2, OR8H2, OR4P4	23	686	7396	10.312587146659906	9.341719524820318E-21	4.670859762410159E-21	9.802323696039368E-19
GOTERM_BP_FAT	GO:0007166~cell surface receptor linked signal transduction	24	96.0	1.2811676066422956E-20	PTPRJ, OR5R1, OR5M1, OR5D13, OR5D14, OR5L1, OR5D16, OR4A47, OR5L2, OR4B1, OR5D18, OR4S1, OR4C6, OR4C3, OR8K1, OR4X1, OR4S2, OR8K3, OR4A15, OR4A16, OR8I2, OR4C45, OR8H2, OR4P4	24	1856	13528	7.288793103448276	2.562335213284591E-19	3.660478876120844E-20	9.750862387985799E-18
SP_PIR_KEYWORDS	cell membrane	22	88.0	2.897007460731719E-18	OR5R1, OR5M1, OR5D13, OR5D14, OR5L1, OR5D16, OR4A47, OR5L2, OR4B1, OR5D18, OR4S1, OR4C6, OR4C3, OR8K1, OR4X1, OR4S2, OR8K3, OR4A15, OR4A16, OR8I2, OR8H2, OR4P4	24	2194	19235	8.036501063506533	5.794014921463437E-17	9.656691535772396E-18	2.2048888014423663E-15
UP_SEQ_FEATURE	topological domain:Extracellular	23	92.0	4.281621763937351E-18	PTPRJ, OR5R1, OR5M1, OR5D13, OR5D14, OR5L1, OR5D16, OR4A47, OR5L2, OR4B1, OR5D18, OR4S1, OR4C6, OR4C3, OR8K1, OR4X1, OR4S2, OR8K3, OR4A15, OR4A16, OR8I2, OR8H2, OR4P4	24	2719	19113	6.736529974255241	2.0551784466899286E-16	2.0551784466899286E-16	4.086198909025343E-15
UP_SEQ_FEATURE	topological domain:Cytoplasmic	23	92.0	4.822661106931927E-16	PTPRJ, OR5R1, OR5M1, OR5D13, OR5D14, OR5L1, OR5D16, OR4A47, OR5L2, OR4B1, OR5D18, OR4S1, OR4C6, OR4C3, OR8K1, OR4X1, OR4S2, OR8K3, OR4A15, OR4A16, OR8I2, OR8H2, OR4P4	24	3374	19113	5.428756668642561	2.1316282072803006E-14	1.0658141036401503E-14	4.218847493575595E-13
UP_SEQ_FEATURE	glycosylation site:N-linked (GlcNAc...)	23	92.0	3.9961736142790694E-14	PTPRJ, OR5R1, OR5M1, OR5D13, OR5D14, OR5L1, OR5D16, OR4A47, OR5L2, OR4B1, OR5D18, OR4S1, OR4C6, OR4C3, OR8K1, OR4X1, OR4S2, OR8K3, OR4A15, OR4A16, OR8I2, OR8H2, OR4P4	24	4129	19113	4.436092274158392	1.9184653865522705E-12	6.394884621840902E-13	3.814726312612038E-11
SP_PIR_KEYWORDS	glycoprotein	23	92.0	9.230068640012937E-14	PTPRJ, OR5R1, OR5M1, OR5D13, OR5D14, OR5L1, OR5D16, OR4A47, OR5L2, OR4B1, OR5D18, OR4S1, OR4C6, OR4C3, OR8K1, OR4X1, OR4S2, OR8K3, OR4A15, OR4A16, OR8I2, OR8H2, OR4P4	24	4318	19235	4.268999922803768	1.84519066692701E-12	2.6356694604601216E-13	7.022160630754115E-11
GOTERM_CC_FAT	GO:0005886~plasma membrane	24	96.0	6.339577289965619E-13	PTPRJ, OR5R1, OR5M1, OR5D13, OR5D14, OR5L1, OR5D16, OR4A47, OR5L2, OR4B1, OR5D18, OR4S1, OR4C6, OR4C3, OR8K1, OR4X1, OR4S2, OR8K3, OR4A15, OR4A16, OR8I2, OR4C45, OR8H2, OR4P4	24	3777	12782	3.3841673285676466	4.437561429426751E-12	4.437561429426751E-12	3.2681635175890733E-10
UP_SEQ_FEATURE	transmembrane region	23	92.0	1.7417566996254622E-12	PTPRJ, OR5R1, OR5M1, OR5D13, OR5D14, OR5L1, OR5D16, OR4A47, OR5L2, OR4B1, OR5D18, OR4S1, OR4C6, OR4C3, OR8K1, OR4X1, OR4S2, OR8K3, OR4A15, OR4A16, OR8I2, OR8H2, OR4P4	24	4911	19113	3.7297139075544696	8.360245828953339E-11	2.0900614572383347E-11	1.6622259124687844E-9
SP_PIR_KEYWORDS	transmembrane	23	92.0	1.9925785948845414E-12	PTPRJ, OR5R1, OR5M1, OR5D13, OR5D14, OR5L1, OR5D16, OR4A47, OR5L2, OR4B1, OR5D18, OR4S1, OR4C6, OR4C3, OR8K1, OR4X1, OR4S2, OR8K3, OR4A15, OR4A16, OR8I2, OR8H2, OR4P4	24	4973	19235	3.706724646424023	3.985256569194462E-11	4.981570711493077E-12	1.51657575386821E-9
SP_PIR_KEYWORDS	membrane	23	92.0	2.8708666525284995E-10	PTPRJ, OR5R1, OR5M1, OR5D13, OR5D14, OR5L1, OR5D16, OR4A47, OR5L2, OR4B1, OR5D18, OR4S1, OR4C6, OR4C3, OR8K1, OR4X1, OR4S2, OR8K3, OR4A15, OR4A16, OR8I2, OR8H2, OR4P4	24	6256	19235	2.9465379901960786	5.741733755115774E-9	6.379704542425202E-10	2.1849934084272604E-7
UP_SEQ_FEATURE	disulfide bond	18	72.0	2.930802256930428E-10	OR5R1, OR5M1, OR5L1, OR4A47, OR5L2, OR4B1, OR5D18, OR4S1, OR4C6, OR4C3, OR4X1, OR4S2, OR8K3, OR4A15, OR4A16, OR8I2, OR8H2, OR4P4	24	2819	19113	5.085047889322455	1.4067850773180623E-8	2.8135701546361247E-9	2.797033826773543E-7
SP_PIR_KEYWORDS	disulfide bond	18	72.0	4.762141507723603E-10	OR5R1, OR5M1, OR5L1, OR4A47, OR5L2, OR4B1, OR5D18, OR4S1, OR4C6, OR4C3, OR4X1, OR4S2, OR8K3, OR4A15, OR4A16, OR8I2, OR8H2, OR4P4	24	2924	19235	4.933738030095759	9.524283584028126E-9	9.524283584028126E-10	3.624427313830836E-7
GOTERM_CC_FAT	GO:0016021~integral to membrane	24	96.0	1.544348541815978E-9	PTPRJ, OR5R1, OR5M1, OR5D13, OR5D14, OR5L1, OR5D16, OR4A47, OR5L2, OR4B1, OR5D18, OR4S1, OR4C6, OR4C3, OR8K1, OR4X1, OR4S2, OR8K3, OR4A15, OR4A16, OR8I2, OR4C45, OR8H2, OR4P4	24	5297	12782	2.413063998489711	1.0810439765585045E-8	5.405219827281371E-9	7.961646009135848E-7
GOTERM_CC_FAT	GO:0031224~intrinsic to membrane	24	96.0	3.4500980820385337E-9	PTPRJ, OR5R1, OR5M1, OR5D13, OR5D14, OR5L1, OR5D16, OR4A47, OR5L2, OR4B1, OR5D18, OR4S1, OR4C6, OR4C3, OR8K1, OR4X1, OR4S2, OR8K3, OR4A15, OR4A16, OR8I2, OR4C45, OR8H2, OR4P4	24	5485	12782	2.330355515041021	2.415068645067464E-8	8.05022892791385E-9	1.7786438100131363E-6

Annotation Cluster 2	Enrichment Score: 2.1323467094926176
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
SP_PIR_KEYWORDS	polymorphism	21	84.0	0.005205027398026193	PTPRJ, OR5R1, OR5M1, OR5D13, OR5D14, OR5L1, OR5D16, OR4A47, OR5L2, OR4B1, OR5D18, OR4C6, TTC17, OR8K1, OR4X1, OR4S2, OR8K3, OR4A15, OR4A16, OR8I2, OR8H2	24	11550	19235	1.4571969696969695	0.09911026977925863	0.00944352850645902	3.894005839932857
UP_SEQ_FEATURE	sequence variant	21	84.0	0.010444401564263597	PTPRJ, OR5R1, OR5M1, OR5D13, OR5D14, OR5L1, OR5D16, OR4A47, OR5L2, OR4B1, OR5D18, OR4C6, TTC17, OR8K1, OR4X1, OR4S2, OR8K3, OR4A15, OR4A16, OR8I2, OR8H2	24	11992	19113	1.3945859739826552	0.39587110469355447	0.08056379443821216	9.534456430391458

