Annotation Cluster 1	Enrichment Score: 16.439690294554836
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_FAT	GO:0007600~sensory perception	20	90.9090909090909	9.03034582578671E-23	OR8U8, OR5D14, OR5L1, OR5D16, OR4A47, OR5L2, OR4B1, OR5D18, OR4S1, OR4C6, OR8U1, OR4C3, OR4X2, OR4S2, OR8J1, OR4A15, OR4A16, OR5AS1, OR4C45, OR5F1, OR4P4	21	810	13528	15.905937683715461	1.5351587903837408E-21	5.117195967945803E-22	6.538434622826838E-20
SP_PIR_KEYWORDS	transducer	19	86.36363636363636	9.991644636065875E-23	OR8U8, OR5D14, OR5L1, OR5D16, OR4A47, OR5L2, OR4B1, OR5D18, OR4S1, OR4C6, OR8U1, OR4C3, OR4X2, OR4S2, OR8J1, OR4A15, OR4A16, OR5AS1, OR5F1, OR4P4	21	874	19235	19.9120082815735	1.7984960344918574E-21	4.496240086229643E-22	7.365071767658284E-20
GOTERM_BP_FAT	GO:0050890~cognition	20	90.9090909090909	8.202391336852429E-22	OR8U8, OR5D14, OR5L1, OR5D16, OR4A47, OR5L2, OR4B1, OR5D18, OR4S1, OR4C6, OR8U1, OR4C3, OR4X2, OR4S2, OR8J1, OR4A15, OR4A16, OR5AS1, OR4C45, OR5F1, OR4P4	21	909	13528	14.173607836974172	1.394406527264913E-20	3.486016318162282E-21	5.938953008167724E-19
KEGG_PATHWAY	hsa04740:Olfactory transduction	20	90.9090909090909	4.560782295732492E-21	OR8U8, OR5D14, OR5L1, OR5D16, OR4A47, OR5L2, OR4B1, OR5D18, OR4S1, OR4C6, OR8U1, OR4C3, OR4X2, OR4S2, OR8J1, OR4A15, OR4A16, OR5AS1, OR4C45, OR5F1, OR4P4	21	379	5085	12.777987184319638	9.121564591464984E-21	9.121564591464984E-21	1.0296100913556245E-18
GOTERM_BP_FAT	GO:0007186~G-protein coupled receptor protein signaling pathway	20	90.9090909090909	4.642761059141361E-20	OR8U8, OR5D14, OR5L1, OR5D16, OR4A47, OR5L2, OR4B1, OR5D18, OR4S1, OR4C6, OR8U1, OR4C3, OR4X2, OR4S2, OR8J1, OR4A15, OR4A16, OR5AS1, OR4C45, OR5F1, OR4P4	21	1123	13528	11.47267099181614	7.892693800540314E-19	1.5785387601080628E-19	3.3615976885312115E-17
GOTERM_BP_FAT	GO:0050877~neurological system process	20	90.9090909090909	1.924120231755633E-19	OR8U8, OR5D14, OR5L1, OR5D16, OR4A47, OR5L2, OR4B1, OR5D18, OR4S1, OR4C6, OR8U1, OR4C3, OR4X2, OR4S2, OR8J1, OR4A15, OR4A16, OR5AS1, OR4C45, OR5F1, OR4P4	21	1210	13528	10.647776465958284	3.271004393984576E-18	5.451673989974294E-19	1.3931619657209103E-16
PIR_SUPERFAMILY	PIRSF800006:rhodopsin-like G protein-coupled receptors	19	86.36363636363636	2.104675810700858E-19	OR8U8, OR5D14, OR5L1, OR5D16, OR4A47, OR5L2, OR4B1, OR5D18, OR4S1, OR4C6, OR8U1, OR4C3, OR4X2, OR4S2, OR8J1, OR4A15, OR4A16, OR5AS1, OR5F1, OR4P4	19	686	7396	10.78134110787172	4.209351621401716E-19	2.104675810700858E-19	4.751367886507833E-17
SP_PIR_KEYWORDS	receptor	19	86.36363636363636	4.3983510403547155E-18	OR8U8, OR5D14, OR5L1, OR5D16, OR4A47, OR5L2, OR4B1, OR5D18, OR4S1, OR4C6, OR8U1, OR4C3, OR4X2, OR4S2, OR8J1, OR4A15, OR4A16, OR5AS1, OR5F1, OR4P4	21	1583	19235	10.993743043648287	7.917031872638487E-17	1.5834063745276977E-17	3.2421260214396376E-15
GOTERM_BP_FAT	GO:0007166~cell surface receptor linked signal transduction	20	90.9090909090909	6.492929509567921E-16	OR8U8, OR5D14, OR5L1, OR5D16, OR4A47, OR5L2, OR4B1, OR5D18, OR4S1, OR4C6, OR8U1, OR4C3, OR4X2, OR4S2, OR8J1, OR4A15, OR4A16, OR5AS1, OR4C45, OR5F1, OR4P4	21	1856	13528	6.941707717569786	1.1324274851176597E-14	1.6653345369377348E-15	4.773959005888173E-13
SP_PIR_KEYWORDS	cell membrane	19	86.36363636363636	1.4998863725004197E-15	OR8U8, OR5D14, OR5L1, OR5D16, OR4A47, OR5L2, OR4B1, OR5D18, OR4S1, OR4C6, OR8U1, OR4C3, OR4X2, OR4S2, OR8J1, OR4A15, OR4A16, OR5AS1, OR5F1, OR4P4	21	2194	19235	7.932130919824631	2.7977620220553945E-14	4.6629367034256575E-15	1.1435297153639112E-12
UP_SEQ_FEATURE	topological domain:Extracellular	19	86.36363636363636	7.731477148690598E-14	OR8U8, OR5D14, OR5L1, OR5D16, OR4A47, OR5L2, OR4B1, OR5D18, OR4S1, OR4C6, OR8U1, OR4C3, OR4X2, OR4S2, OR8J1, OR4A15, OR4A16, OR5AS1, OR5F1, OR4P4	21	2719	19113	6.359953764514264	3.4772185131259903E-12	3.4772185131259903E-12	7.26640969617165E-11
UP_SEQ_FEATURE	topological domain:Cytoplasmic	19	86.36363636363636	3.5240800772962204E-12	OR8U8, OR5D14, OR5L1, OR5D16, OR4A47, OR5L2, OR4B1, OR5D18, OR4S1, OR4C6, OR8U1, OR4C3, OR4X2, OR4S2, OR8J1, OR4A15, OR4A16, OR5AS1, OR5F1, OR4P4	21	3374	19113	5.12528579896689	1.5858314661443274E-10	7.929157330721637E-11	3.3141600574992935E-9
UP_SEQ_FEATURE	disulfide bond	18	81.81818181818183	5.17324194006352E-12	OR8U8, OR5L1, OR4A47, OR5L2, OR4B1, OR5D18, OR4S1, LRRC4C, OR4C6, OR8U1, OR4C3, OR4X2, OR4S2, OR8J1, OR4A15, OR4A16, OR5AS1, OR5F1, OR4P4	21	2819	19113	5.811483302082806	2.3279378424945207E-10	7.759792808315069E-11	4.865052805058667E-9
SP_PIR_KEYWORDS	disulfide bond	18	81.81818181818183	8.531857797645411E-12	OR8U8, OR5L1, OR4A47, OR5L2, OR4B1, OR5D18, OR4S1, LRRC4C, OR4C6, OR8U1, OR4C3, OR4X2, OR4S2, OR8J1, OR4A15, OR4A16, OR5AS1, OR5F1, OR4P4	21	2924	19235	5.638557748680867	1.5357315419350925E-10	2.1939006167315256E-11	6.289013754212647E-9
UP_SEQ_FEATURE	transmembrane region	20	90.9090909090909	9.028691505641238E-11	OR8U8, OR5D14, OR5L1, OR5D16, OR4A47, OR5L2, OR4B1, OR5D18, OR4S1, LRRC4C, OR4C6, OR8U1, OR4C3, OR4X2, OR4S2, OR8J1, OR4A15, OR4A16, OR5AS1, OR5F1, OR4P4	21	4911	19113	3.7065479826628267	4.062910008428844E-9	1.015727502107211E-9	8.490885772260981E-8
SP_PIR_KEYWORDS	transmembrane	20	90.9090909090909	1.0137586808201504E-10	OR8U8, OR5D14, OR5L1, OR5D16, OR4A47, OR5L2, OR4B1, OR5D18, OR4S1, LRRC4C, OR4C6, OR8U1, OR4C3, OR4X2, OR4S2, OR8J1, OR4A15, OR4A16, OR5AS1, OR5F1, OR4P4	21	4973	19235	3.683701511974184	1.824766338032191E-9	2.2809576449844826E-10	7.472652496787191E-8
GOTERM_CC_FAT	GO:0005886~plasma membrane	20	90.9090909090909	1.2163637439398776E-9	OR8U8, OR5D14, OR5L1, OR5D16, OR4A47, OR5L2, OR4B1, OR5D18, OR4S1, OR4C6, OR8U1, OR4C3, OR4X2, OR4S2, OR8J1, OR4A15, OR4A16, OR5AS1, OR4C45, OR5F1, OR4P4	21	3777	12782	3.2230165033977585	3.6490913624120935E-9	3.6490913624120935E-9	3.829013994760544E-7
UP_SEQ_FEATURE	glycosylation site:N-linked (GlcNAc...)	18	81.81818181818183	2.731889299544506E-9	OR8U8, OR5D14, OR5L1, OR5D16, OR4A47, OR5L2, OR4B1, OR5D18, OR4S1, OR4C6, OR8U1, OR4C3, OR4S2, OR8J1, OR4A15, OR4A16, OR5AS1, OR5F1, OR4P4	21	4129	19113	3.9676850153963255	1.229350097275983E-7	2.4587003211173908E-8	2.569161428045419E-6
SP_PIR_KEYWORDS	glycoprotein	18	81.81818181818183	5.098208584365116E-9	OR8U8, OR5D14, OR5L1, OR5D16, OR4A47, OR5L2, OR4B1, OR5D18, OR4S1, OR4C6, OR8U1, OR4C3, OR4S2, OR8J1, OR4A15, OR4A16, OR5AS1, OR5F1, OR4P4	21	4318	19235	3.8182359557996426	9.17677513978532E-8	1.0196417266072899E-8	3.7580071388099157E-6
SP_PIR_KEYWORDS	membrane	20	90.9090909090909	7.3246304099966166E-9	OR8U8, OR5D14, OR5L1, OR5D16, OR4A47, OR5L2, OR4B1, OR5D18, OR4S1, LRRC4C, OR4C6, OR8U1, OR4C3, OR4X2, OR4S2, OR8J1, OR4A15, OR4A16, OR5AS1, OR5F1, OR4P4	21	6256	19235	2.928236511996103	1.3184334002325215E-7	1.3184334735072412E-8	5.399153968355108E-6
GOTERM_CC_FAT	GO:0016021~integral to membrane	21	95.45454545454545	2.1851693518687508E-8	OR8U8, OR5D14, OR5L1, OR5D16, OR4A47, OR5L2, OR4B1, OR5D18, OR4S1, LRRC4C, OR4C6, OR8U1, OR4C3, OR4X2, OR4S2, OR8J1, OR4A15, OR4A16, OR5AS1, OR4C45, OR5F1, OR4P4	21	5297	12782	2.413063998489711	6.555507925387616E-8	3.277754012653844E-8	6.878734737369996E-6
GOTERM_CC_FAT	GO:0031224~intrinsic to membrane	21	95.45454545454545	4.3949456380787326E-8	OR8U8, OR5D14, OR5L1, OR5D16, OR4A47, OR5L2, OR4B1, OR5D18, OR4S1, LRRC4C, OR4C6, OR8U1, OR4C3, OR4X2, OR4S2, OR8J1, OR4A15, OR4A16, OR5AS1, OR4C45, OR5F1, OR4P4	21	5485	12782	2.330355515041021	1.3184836344937167E-7	4.394945640751047E-8	1.3834929746270319E-5
SP_PIR_KEYWORDS	polymorphism	17	77.27272727272727	0.05130235767295671	OR8U8, OR5D14, OR5L1, OR5D16, OR4A47, OR5L2, OR4B1, OR5D18, OR4C6, OR8U1, TRIM48, OR4X2, OR4S2, OR8J1, OR4A15, OR4A16, OR5AS1, OR5F1	21	11550	19235	1.348155019583591	0.6124740557267181	0.08257029364475943	32.172799226319825
UP_SEQ_FEATURE	sequence variant	16	72.72727272727273	0.18450359755522738	OR8U8, OR5D14, OR5L1, OR5D16, OR4A47, OR5L2, OR4B1, OR5D18, OR4C6, OR8U1, TRIM48, OR4S2, OR8J1, OR4A15, OR4A16, OR5AS1, OR5F1	21	11992	19113	1.214333365100543	0.999896725707786	0.7833965492321412	85.31131668613693

