Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_SEQ_FEATURE	sequence variant	26	56.52173913043478	0.2297052573009601	ASAH2, COL13A1, LRRC18, NPY4R, CHAT, FRMPD2, PCDH15, OGDHL, ARHGAP22, MAPK8, PGBD3, C10ORF71, C10ORF128, BMS1, VSTM4, PRKG1, SLC18A3, MSMB, ZNF485, NCOA4, DNAJC12, ANK3, A1CF, ZNF33B, ERCC6, WDFY4	37	12443	20063	1.1330325744856002	1.0	1.0	1.0
UP_KEYWORDS	Isopeptide bond	4	8.695652173913043	0.3176857126759527	BMS1, ARID5B, ANK3, ZNF33B	37	1132	20581	1.9655238277146405	1.0	1.0	1.0
UP_KEYWORDS	Cell junction	3	6.521739130434782	0.33150654291312676	COL13A1, FRMPD2, ANK3	37	675	20581	2.472192192192192	1.0	1.0	1.0
UP_SEQ_FEATURE	active site:Proton acceptor	3	6.521739130434782	0.34077233640796223	MAPK8, CHAT, PRKG1	37	672	20063	2.4207287644787647	1.0	1.0	1.0
UP_KEYWORDS	Ubl conjugation	5	10.869565217391305	0.3484808947488859	ASAH2, BMS1, ARID5B, ERCC6, ZNF33B	37	1705	20581	1.631211857018309	1.0	1.0	1.0
UP_SEQ_FEATURE	mutagenesis site	6	13.043478260869565	0.3567147643481159	MAPK8, ASAH2, PARG, NCOA4, A1CF, PRKG1	37	2191	20063	1.4849198810860154	1.0	1.0	1.0
UP_KEYWORDS	Kinase	3	6.521739130434782	0.36999488068592135	MAPK8, SGMS1, PRKG1	37	735	20581	2.270380584666299	1.0	1.0	1.0
GOTERM_CC_DIRECT	GO:0005739~mitochondrion	4	8.695652173913043	0.4171724384839025	MAPK8, ASAH2, TIMM23, OGDHL	33	1331	18224	1.6596316280764065	1.0	1.0	1.0
GOTERM_CC_DIRECT	GO:0005783~endoplasmic reticulum	3	6.521739130434782	0.43033095055897125	SGMS1, ANK3, A1CF	33	828	18224	2.0008783487044357	1.0	1.0	1.0
GOTERM_MF_DIRECT	GO:0005515~protein binding	17	36.95652173913043	0.44081561628771293	PARG, COL13A1, FRMPD2, TIMM23, CSTF2T, ZNF32, ARID5B, OGDHL, ANK3, A1CF, ZNF33B, ARHGAP22, MAPK8, CCDC6, ERCC6, PRKG1, MSMB	30	8785	16881	1.08889015367103	1.0	1.0	1.0
UP_KEYWORDS	Phosphoprotein	16	34.78260869565217	0.48514433923829914	ASAH2, PARG, SGMS1, CHAT, DNAJC12, CSTF2T, ARID5B, ANK3, A1CF, ARHGAP22, MAPK8, C10ORF71, BMS1, CCDC6, ERCC6, PRKG1	37	8246	20581	1.0792980708091067	1.0	1.0	1.0
UP_KEYWORDS	Developmental protein	3	6.521739130434782	0.4993145425483722	ARHGAP22, COL13A1, DRGX	37	949	20581	1.758408566627745	1.0	1.0	1.0
UP_KEYWORDS	Methylation	3	6.521739130434782	0.5282912083122265	CCDC6, ARID5B, ERCC6	37	1001	20581	1.6670626670626671	1.0	1.0	1.0
GOTERM_CC_DIRECT	GO:0005829~cytosol	7	15.217391304347828	0.5389647070770136	ARHGAP22, MAPK8, RASGEF1A, CHAT, OGDHL, ANK3, PRKG1	33	3315	18224	1.166122766122766	1.0	1.0	1.0
UP_KEYWORDS	Transferase	4	8.695652173913043	0.5838628944231461	MAPK8, SGMS1, CHAT, PRKG1	37	1708	20581	1.3026773846445978	1.0	1.0	1.0
UP_KEYWORDS	Mitochondrion	3	6.521739130434782	0.589947774057688	PARG, TIMM23, OGDHL	37	1119	20581	1.491268748641403	1.0	1.0	1.0
UP_KEYWORDS	Cytoplasm	9	19.565217391304348	0.6300991555501929	ARHGAP22, MAPK8, PARG, LRRC18, FRMPD2, CCDC6, ANK3, A1CF, PRKG1	37	4816	20581	1.039491110712041	1.0	1.0	1.0
GOTERM_CC_DIRECT	GO:0005887~integral component of plasma membrane	3	6.521739130434782	0.7221548556128017	SGMS1, NPY4R, SLC18A3	33	1415	18224	1.1708319948602635	1.0	1.0	1.0
KEGG_PATHWAY	hsa01100:Metabolic pathways	3	6.521739130434782	0.7734537501851168	ASAH2, SGMS1, OGDHL	16	1219	6879	1.0580906480721903	1.0	1.0	1.0
GOTERM_CC_DIRECT	GO:0005576~extracellular region	3	6.521739130434782	0.787708652691335	CXCL12, COL13A1, VSTM4	33	1610	18224	1.0290231507622813	1.0	1.0	1.0
UP_KEYWORDS	Coiled coil	5	10.869565217391305	0.7985529507467415	ARHGAP22, PCDH15, CCDC6, DNAJC12, PRKG1	37	3036	20581	0.9160791226008619	1.0	1.0	1.0
UP_KEYWORDS	Hydrolase	3	6.521739130434782	0.8019219358358125	ASAH2, PARG, ERCC6	37	1671	20581	0.9986413702751226	1.0	1.0	1.0
GOTERM_CC_DIRECT	GO:0005737~cytoplasm	8	17.391304347826086	0.8527906824009065	PARG, LRRC18, FRMPD2, CHAT, PCDH15, CCDC6, A1CF, PRKG1	33	5222	18224	0.8460243956222508	1.0	1.0	1.0
UP_KEYWORDS	Acetylation	4	8.695652173913043	0.95257762248395	PARG, CCDC6, DNAJC12, PRKG1	37	3424	20581	0.6498168729477142	1.0	1.0	1.0
