bin,gene,accession,uniqueID,partner,Nij
1263,C10orf71;C10orf71-AS1,NM_001135196;NR_108038,25899;25900,NA,1
1264,C10orf71,NM_001135196,25899,NA,1
1265,DRGX,NM_001276451,25062,NA,1
1266,DRGX,NM_001276451,25062,NA,1
1267,ERCC6,NM_000124,25072,NA,1
1268,ERCC6,NM_000124,25072,NA,1
1269,ERCC6-PGBD3;ERCC6-PGBD3;ERCC6;PGBD3,NM_001277059;NM_001277058;NM_000124;NM_170753,25063;25064;25072;25073,NA,1
1271,CHAT;CHAT;CHAT;CHAT;CHAT;CHAT;CHAT;SLC18A3,NM_001142934;NM_001142933;NM_020986;NM_020985;NM_020984;NM_020549;NM_001142929;NM_003055,25065;25066;25067;25069;25070;25071;25074;25901,NA,1
1272,CHAT;CHAT;CHAT;CHAT;CHAT;CHAT;CHAT,NM_001142934;NM_001142933;NM_020986;NM_020985;NM_020984;NM_020549;NM_001142929,25065;25066;25067;25069;25070;25071;25074,NA,1
1273,C10orf53;C10orf53,NM_001042427;NM_182554,25904;25906,NA,1
1275,OGDHL;OGDHL;OGDHL,NM_001143997;NM_001143996;NM_018245,25902;25903;25905,NA,1
1276,PARG,NM_003631,25068,NA,1
1288,AGAP7,NM_001077685,25911,NA,1
1289,MSMB;MSMB,NM_002443;NM_138634,25913;25920,NA,1
1290,TIMM23;MSMB;NCOA4;TIMM23;NCOA4;NCOA4;NCOA4;NCOA4;MSMB;TIMM23,NR_073030;NM_002443;NM_001145263;NM_006327;NM_005437;NM_001145262;NM_001145261;NM_001145260;NM_138634;NR_073029,25912;25913;25914;25915;25916;25917;25918;25919;25920;25921,NA,1
1301,ASAH2;ASAH2,NM_019893;NM_001143974,25926;25927,NA,1
1302,SGMS1,NM_147156,25075,NA,1
1303,SGMS1,NM_147156,25075,NA,1
1304,SGMS1,NM_147156,25075,NA,1
1305,SGMS1,NM_147156,25075,NA,1
1307,SGMS1,NM_147156,25075,NA,1
1308,SGMS1,NM_147156,25075,NA,1
1309,SGMS1,NM_147156,25075,NA,1
1310,SGMS1,NM_147156,25075,NA,1
1311,NA,NA,NA,NA,1
1315,A1CF;A1CF;A1CF;A1CF;A1CF;A1CF,NM_001198819;NM_001198820;NM_001198818;NM_014576;NM_138933;NM_138932,25076;25077;25078;25079;25080;25081,NA,1
1316,A1CF;A1CF;A1CF;A1CF;A1CF;A1CF,NM_001198819;NM_001198820;NM_001198818;NM_014576;NM_138933;NM_138932,25076;25077;25078;25079;25080;25081,NA,1
1318,NA,NA,NA,NA,1
1320,PRKG1,NM_001098512,24776,NA,1
1325,PRKG1;PRKG1,NM_001098512;NM_006258,24776;24777,NA,1
1333,PRKG1;PRKG1,NM_001098512;NM_006258,24776;24777,NA,1
1337,PRKG1;PRKG1;CSTF2T,NM_001098512;NM_006258;NM_015235,24776;24777;25930,NA,1
1339,PRKG1;PRKG1,NM_001098512;NM_006258,24776;24777,NA,1
1340,PRKG1;PRKG1,NM_001098512;NM_006258,24776;24777,NA,1
1343,PRKG1;PRKG1,NM_001098512;NM_006258,24776;24777,NA,1
1349,PRKG1;PRKG1,NM_001098512;NM_006258,24776;24777,NA,1
1354,NA,NA,NA,NA,1
1359,NA,NA,NA,NA,1
1372,NA,NA,NA,NA,1
1390,PCDH15;PCDH15;PCDH15;PCDH15;PCDH15;PCDH15;PCDH15;PCDH15;PCDH15;PCDH15;PCDH15;PCDH15,NM_001142772;NM_001142771;NM_001142769;NM_001142770;NM_001142773;NM_033056;NM_001142767;NM_001142768;NM_001142766;NM_001142765;NM_001142764;NM_001142763,24773;24774;24775;24779;25082;25083;25084;25085;25086;25087;25088;25089,NA,1
1391,PCDH15;PCDH15;PCDH15;PCDH15;PCDH15;PCDH15;PCDH15;PCDH15;PCDH15;PCDH15;PCDH15;PCDH15,NM_001142772;NM_001142771;NM_001142769;NM_001142770;NM_001142773;NM_033056;NM_001142767;NM_001142768;NM_001142766;NM_001142765;NM_001142764;NM_001142763,24773;24774;24775;24779;25082;25083;25084;25085;25086;25087;25088;25089,NA,1
1411,PCDH15;PCDH15;PCDH15;PCDH15;PCDH15;PCDH15;PCDH15;PCDH15;PCDH15;PCDH15;PCDH15;PCDH15,NM_001142772;NM_001142771;NM_001142769;NM_001142770;NM_001142773;NM_033056;NM_001142767;NM_001142768;NM_001142766;NM_001142765;NM_001142764;NM_001142763,24773;24774;24775;24779;25082;25083;25084;25085;25086;25087;25088;25089,NA,1
1444,NA,NA,NA,NA,1
1455,NA,NA,NA,NA,1
1476,NA,NA,NA,NA,1
1497,NA,NA,NA,NA,1
1540,CCDC6,NM_005436,25094,NA,1
1554,ANK3;ANK3;ANK3,NM_001204403;NM_020987;NM_001204404,24780;24781;24785,NA,1
1592,ARID5B,NM_032199,25104,NA,1
1650,NA,NA,NA,NA,1
1740,DNAJC12;DNAJC12,NM_201262;NM_021800,25969;25970,NA,1
1792,COL13A1;COL13A1;COL13A1;COL13A1;COL13A1;COL13A1,NM_001130103;NM_080802;NM_080801;NM_080800;NM_080798;NM_080805,25139;25140;25141;25142;25146;25147,NA,1
